Vught,Vg001,2,1692692134,OV_FIETS,Yes
Amsterdam Zuid Zuidplein,asdz001,4,1692692134,OV_FIETS,Yes
Heemskerk,hk001,5,1692692134,OV_FIETS,Yes
Amsterdam Zuid Mahlerplein,asdz003,1,1692692134,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1692692134,OV_FIETS,Yes
Utrecht Zuilen,utzl001,3,1692692134,OV_FIETS,Yes
Alphen aan den Rijn,apn001,8,1692692134,OV_FIETS,Yes
Rotterdam Blaak,rtb001,0,1692692134,OV_FIETS,Yes
Vriezenveen,vz001,4,1692692134,OV_FIETS,Yes
Zwijndrecht,zwd003,20,1692692134,OV_FIETS,Yes
Eindhoven Noordzijde,ehv003,0,1692692134,OV_FIETS,Yes
Eindhoven Zuidzijde (centrum),ehv002,0,1692692134,OV_FIETS,Yes
Winschoten,ws001,8,1692692134,OV_FIETS,Yes
Overveen,ovn001,4,1692692134,OV_FIETS,Yes
Veghel,Btl003,7,1692692134,OV_FIETS,Yes
Naarden-Bussum,ndb003,0,1692692134,OV_FIETS,Yes
Woerden,wd001,22,1692692134,OV_FIETS,Yes
s-Hertogenbosch,ht001,10,1692692134,OV_FIETS,Yes
Baarn,brn002,12,1692692134,OV_FIETS,Yes
Waalwijk,ht002,1,1692692134,OV_FIETS,Yes
Kerkrade Centrum,krd001,1,1692692134,OV_FIETS,Yes
Veenendaal West,vndw001,6,1692692134,OV_FIETS,Yes
Aalten,atn001,4,1692692134,OV_FIETS,Yes
Haarlem Fiets Inn,hlm002,98,1692692134,OV_FIETS,Yes
Bilthoven,bhv002,0,1692692134,OV_FIETS,Yes
Purmerend,pmr001,1,1692692134,OV_FIETS,Yes
Hardenberg,hdb001,1,1692692134,OV_FIETS,Yes
Utrecht Centraal Knoop,ut021,23,1692692134,OV_FIETS,Yes
Beverwijk,bv002,28,1692692134,OV_FIETS,Yes
Boxtel,btl001,13,1692692134,OV_FIETS,Yes
Hoogezand Sappemeer,Hgz001,0,1692692134,OV_FIETS,Yes
Santpoort Noord,sptn001,7,1692692134,OV_FIETS,Yes
Amersfoort Vathorst,avat001,2,1692692134,OV_FIETS,Yes
Roermond,rm001,29,1692692134,OV_FIETS,Yes
