description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,7,1714525739,OV_FIETS,Yes
Brummen,bmn001,4,1714525739,OV_FIETS,Yes
Ermelo,eml001,1,1714525739,OV_FIETS,Unknown
Ravenstein,Rvs001,6,1714525739,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,86,1714525739,OV_FIETS,No
Nijmegen Goffert,nmgo001,3,1714525739,OV_FIETS,Yes
Lochem,lc001,2,1714525739,OV_FIETS,Yes
Bergen op Zoom,bgn002,16,1714525739,OV_FIETS,No
Oldenzaal,odz001,4,1714525739,OV_FIETS,Yes
Cuijk,ck001,18,1714525739,OV_FIETS,Yes
Veenendaal-De klomp,klp001,20,1714525739,OV_FIETS,Yes
Vroomshoop,vhp001,4,1714525739,OV_FIETS,Yes
Best,bet001,20,1714525739,OV_FIETS,No
Winterswijk,ww001,3,1714525739,OV_FIETS,Yes
Boxtel - Kluis,btl004,11,1714525739,OV_FIETS,Yes
Zuidhorn,Zh001,8,1714525739,OV_FIETS,Yes
Houten Castellum,htnc001,34,1714525739,OV_FIETS,No
Voorhout,vh001,1,1714525739,OV_FIETS,Yes
Tilburg Reeshof,tbr001,4,1714525739,OV_FIETS,Yes
Harderwijk,hd001,55,1714525739,OV_FIETS,No
Utrecht P+R Westraven,ut007,12,1714525739,OV_FIETS,Yes
Den Haag HS,gv001,65,1714525739,OV_FIETS,No
Heerhugowaard,hwd003,26,1714525739,OV_FIETS,No
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,10,1714525739,OV_FIETS,No
Deventer Boerhavelaan,dv003,18,1714525739,OV_FIETS,Yes
Uden,Ow002,6,1714525739,OV_FIETS,Yes
Deventer,dv001,126,1714525739,OV_FIETS,No
"Leiden Centraal, Centrumzijde",ledn002,37,1714525739,OV_FIETS,No
Helmond Brandevoort,hmbv001,4,1714525739,OV_FIETS,Yes
Den Helder Zuid,hdrz001,6,1714525739,OV_FIETS,Yes
Castricum,cas002,28,1714525739,OV_FIETS,No
Sneek,sk001,8,1714525739,OV_FIETS,Yes
Geldrop,Gp001,8,1714525739,OV_FIETS,Yes
Oudenbosch,odb001,3,1714525739,OV_FIETS,Yes
Anna Paulowna,ana001,3,1714525739,OV_FIETS,Yes
Goes,gs003,24,1714525739,OV_FIETS,No
Amersfoort Schothorst,amfs001,29,1714525739,OV_FIETS,No
