description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,5,1711933634,OV_FIETS,Yes
Brummen,bmn001,4,1711933634,OV_FIETS,Yes
Ermelo,eml001,2,1711933634,OV_FIETS,Unknown
Ravenstein,Rvs001,6,1711933634,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,101,1711933634,OV_FIETS,No
Nijmegen Goffert,nmgo001,5,1711933634,OV_FIETS,Yes
Lochem,lc001,4,1711933634,OV_FIETS,Yes
Bergen op Zoom,bgn002,22,1711933634,OV_FIETS,No
Oldenzaal,odz001,1,1711933634,OV_FIETS,Yes
Cuijk,ck001,16,1711933634,OV_FIETS,Yes
Veenendaal-De klomp,klp001,22,1711933634,OV_FIETS,Yes
Vroomshoop,vhp001,4,1711933634,OV_FIETS,Yes
Best,bet001,26,1711933634,OV_FIETS,No
Winterswijk,ww001,3,1711933634,OV_FIETS,Yes
Boxtel - Kluis,btl004,4,1711933634,OV_FIETS,Yes
Zuidhorn,Zh001,8,1711933634,OV_FIETS,Yes
Houten Castellum,htnc001,35,1711933634,OV_FIETS,No
Voorhout,vh001,4,1711933634,OV_FIETS,Yes
Tilburg Reeshof,tbr001,2,1711933634,OV_FIETS,Yes
Harderwijk,hd001,32,1711933634,OV_FIETS,No
Utrecht P+R Westraven,ut007,11,1711933634,OV_FIETS,Yes
Den Haag HS,gv001,65,1711933634,OV_FIETS,No
Heerhugowaard,hwd003,29,1711933634,OV_FIETS,No
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,14,1711933634,OV_FIETS,No
Deventer Boerhavelaan,dv003,18,1711933634,OV_FIETS,Yes
Uden,Ow002,8,1711933634,OV_FIETS,Yes
Deventer,dv001,108,1711933634,OV_FIETS,No
"Leiden Centraal, Centrumzijde",ledn002,14,1711933634,OV_FIETS,No
Helmond Brandevoort,hmbv001,4,1711933634,OV_FIETS,Yes
Den Helder Zuid,hdrz001,7,1711933634,OV_FIETS,Yes
Castricum,cas002,46,1711933634,OV_FIETS,No
Sneek,sk001,8,1711933634,OV_FIETS,Yes
Geldrop,Gp001,3,1711933634,OV_FIETS,Yes
Oudenbosch,odb001,4,1711933634,OV_FIETS,Yes
Anna Paulowna,ana001,3,1711933634,OV_FIETS,Yes
Goes,gs003,20,1711933634,OV_FIETS,No
Amersfoort Schothorst,amfs001,28,1711933634,OV_FIETS,No
Roosendaal,rsd002,61,1711933634,OV_FIETS,No
OV-ebike Arnhem Centrum,ah003,17,1711933634,OV_FIETS,No
Gilze Rijen,gz001,7,1711933634,OV_FIETS,Yes
Halfweg Zwanenburg,hwzb001,5,1711933634,OV_FIETS,Yes
Hoorn Kersenboogerd,hnk001,3,1711933634,OV_FIETS,Yes
Hoorn,hn001,50,1711933634,OV_FIETS,No
Rotterdam Kralingse Zoom,Rta003,15,1711933634,OV_FIETS,Yes
Boskoop,bsk001,4,1711933634,OV_FIETS,Yes
Rijssen,rsn001,3,1711933634,OV_FIETS,Yes
Venlo,vl001,48,1711933634,OV_FIETS,No
Ommen,omn001,3,1711933634,OV_FIETS,Yes
Culemborg,cl003,31,1711933634,OV_FIETS,No
Groningen Noord,Gnn001,4,1711933634,OV_FIETS,Yes
Eindhoven Strijp-S,ehs001,2,1711933634,OV_FIETS,Yes
Haarlem Spaarnwoude,hlms001,0,1711933634,OV_FIETS,Yes
Voorburg,vb002,30,1711933634,OV_FIETS,No
Soest Zuid,stz001,1,1711933634,OV_FIETS,Yes
Haren,HRN002,2,1711933634,OV_FIETS,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,0,1711933634,OV_FIETS,Yes
Maarheeze,mz001,1,1711933634,OV_FIETS,Yes
Maastricht Randwyck,mtr001,4,1711933634,OV_FIETS,Yes
Amsterdam Muiderpoort,asdm001,23,1711933634,OV_FIETS,No
Dieren,dr001,2,1711933634,OV_FIETS,Yes
Wolfheze,wf001,3,1711933634,OV_FIETS,Yes
Meerssen,mes001,4,1711933634,OV_FIETS,Yes
Dordrecht,ddr001,48,1711933634,OV_FIETS,No
Maassluis,mss001,9,1711933634,OV_FIETS,No
Weesp,wp001,36,1711933634,OV_FIETS,No
Vierlingsbeek,vlb001,6,1711933634,OV_FIETS,Yes
Amsterdam Sloterdijk,ass001,107,1711933634,OV_FIETS,No
