description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,1,1688900767,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688900767,Yes
Ermelo,eml001,1,1688900767,Unknown
Ravenstein,Rvs001,5,1688900767,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1688900767,Yes
Schagen,sgn001,2,1688900767,Yes
Oldenzaal,odz001,3,1688900767,Yes
Cuijk,ck001,13,1688900767,Yes
Goes,gs003,13,1688900767,Yes
Vroomshoop,vhp001,4,1688900767,Yes
Best,bet001,18,1688900767,No
Winterswijk,ww001,1,1688900767,Yes
Amsterdam Bijlmer ArenA,asb003,21,1688900767,Yes
Utrecht Centraal Jaarbeursplein,ut016,328,1688900767,Yes
Zuidhorn,Zh001,6,1688900767,Yes
Soestdijk,sd001,2,1688900767,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,0,1688900767,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,24,1688900767,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,7,1688900767,Yes
Maarheeze,mz001,3,1688900767,Yes
Den Haag HS,gv001,31,1688900767,Yes
Heerhugowaard,hwd003,15,1688900767,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,12,1688900767,Yes
Deventer Boerhavelaan,dv003,17,1688900767,Yes
Uden,Ow002,5,1688900767,Yes
Deventer,dv001,59,1688900767,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688900767,Yes
Den Helder Zuid,hdrz001,3,1688900767,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,127,1688900767,Yes
Sneek,sk001,0,1688900767,Yes
Geldrop,Gp001,3,1688900767,Yes
Oudenbosch,odb001,2,1688900767,Yes
Anna Paulowna,ana001,1,1688900767,Yes
Horst Sevenum,hrt001,4,1688900767,Yes
Amersfoort Schothorst,amfs001,21,1688900767,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,39,1688900767,Yes
OV-ebike Arnhem Centrum,ah003,1,1688900767,Yes
Gilze Rijen,gz001,6,1688900767,Yes
Emmen,emn001,20,1688900767,No
Halfweg Zwanenburg,hwzb001,4,1688900767,Yes
Hoorn Kersenboogerd,hnk001,2,1688900767,Yes
Hoorn,hn001,42,1688900767,Yes
Rotterdam Kralingse Zoom,Rta003,16,1688900767,Yes
Rhenen,rhn001,2,1688900767,Yes
Rijssen,rsn001,5,1688900767,Yes
Venlo,vl001,34,1688900767,Yes
Ommen,omn001,3,1688900767,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,5,1688900767,Yes
Groningen Noord,Gnn001,3,1688900767,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688900767,Yes
Haarlem Spaarnwoude,hlms001,1,1688900767,Yes
Dordrecht,ddr001,12,1688900767,Yes
Soest Zuid,stz001,4,1688900767,Yes
Haren,HRN002,0,1688900767,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,14,1688900767,Yes
Utrecht P+R Westraven,ut007,10,1688900767,Yes
Maastricht Randwyck,mtr001,4,1688900767,Yes
Amsterdam Muiderpoort,asdm001,4,1688900767,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1688900767,Yes
Meerssen,mes001,2,1688900767,Yes
Maassluis,mss001,10,1688900767,Yes
Weesp,wp001,22,1688900767,Yes
Weert,wt003,8,1688900767,Yes
Vierlingsbeek,vlb001,3,1688900767,Yes
Amsterdam Sloterdijk,ass001,45,1688900767,Yes
Gorinchem,gr001,1,1688900767,Yes
Rotterdam Alexander,rta001,0,1688900767,Yes
Valkenburg,vk001,4,1688900767,Yes
Almelo,aml002,0,1688900767,Yes
Bloemendaal,bll001,0,1688900767,Yes
Etten-Leur,etn001,2,1688900767,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,0,1688900767,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,3,1688900767,Yes
Doetinchem,dtc001,1,1688900767,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,4,1688900767,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,7,1688900767,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,6,1688900767,Yes
Zwolle,zl004,201,1688900767,Yes
Baarn,brn002,20,1688900767,Yes
Nijmegen,nm001,84,1688900767,Yes
Bovenkarspel-Grootebroek,bkg001,3,1688900767,Yes
Dieren,dr001,3,1688900767,Yes
Zeist,db002,16,1688900767,Yes
Driebergen-Zeist,db001,111,1688900767,Yes
Echt,ec001,6,1688900767,Yes
Lelystad Centrum,lls003,0,1688900767,Yes
Middelburg,mdb002,5,1688900767,Yes
