description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,2,1688670393,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688670393,Yes
Ermelo,eml001,0,1688670393,Unknown
Ravenstein,Rvs001,7,1688670393,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,8,1688670393,Yes
Schagen,sgn001,5,1688670393,Yes
Oldenzaal,odz001,3,1688670393,Yes
Cuijk,ck001,10,1688670393,Yes
Goes,gs003,19,1688670393,Yes
Vroomshoop,vhp001,4,1688670393,Yes
Best,bet001,19,1688670393,No
Winterswijk,ww001,5,1688670393,Yes
Amsterdam Bijlmer ArenA,asb003,15,1688670393,Yes
Utrecht Centraal Jaarbeursplein,ut016,377,1688670393,Yes
Zuidhorn,Zh001,8,1688670393,Yes
Soestdijk,sd001,4,1688670393,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,4,1688670393,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,31,1688670393,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,18,1688670393,Yes
Maarheeze,mz001,3,1688670393,Yes
Den Haag HS,gv001,8,1688670393,Yes
Heerhugowaard,hwd003,20,1688670393,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,7,1688670393,Yes
Deventer Boerhavelaan,dv003,20,1688670393,Yes
Uden,Ow002,8,1688670393,Yes
Deventer,dv001,72,1688670393,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688670393,Yes
Den Helder Zuid,hdrz001,4,1688670393,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,52,1688670393,Yes
Sneek,sk001,4,1688670393,Yes
Geldrop,Gp001,1,1688670393,Yes
Oudenbosch,odb001,2,1688670393,Yes
Anna Paulowna,ana001,2,1688670393,Yes
Horst Sevenum,hrt001,3,1688670393,Yes
Amersfoort Schothorst,amfs001,27,1688670393,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,42,1688670393,Yes
OV-ebike Arnhem Centrum,ah003,11,1688670393,Yes
Gilze Rijen,gz001,4,1688670393,Yes
Emmen,emn001,22,1688670393,No
Halfweg Zwanenburg,hwzb001,3,1688670393,Yes
Hoorn Kersenboogerd,hnk001,5,1688670393,Yes
Hoorn,hn001,14,1688670393,Yes
Rotterdam Kralingse Zoom,Rta003,20,1688670393,Yes
Rhenen,rhn001,1,1688670393,Yes
Rijssen,rsn001,6,1688670393,Yes
Venlo,vl001,43,1688670393,Yes
Ommen,omn001,0,1688670393,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,16,1688670393,Yes
Groningen Noord,Gnn001,0,1688670393,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688670393,Yes
Haarlem Spaarnwoude,hlms001,2,1688670393,Yes
Dordrecht,ddr001,40,1688670393,Yes
Soest Zuid,stz001,4,1688670393,Yes
Haren,HRN002,1,1688670393,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,15,1688670393,Yes
Utrecht P+R Westraven,ut007,6,1688670393,Yes
Maastricht Randwyck,mtr001,7,1688670393,Yes
Amsterdam Muiderpoort,asdm001,26,1688670393,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,2,1688670393,Yes
Meerssen,mes001,4,1688670393,Yes
Maassluis,mss001,10,1688670393,Yes
Weesp,wp001,38,1688670393,Yes
Weert,wt003,17,1688670393,Yes
Vierlingsbeek,vlb001,6,1688670393,Yes
Amsterdam Sloterdijk,ass001,48,1688670393,Yes
Gorinchem,gr001,3,1688670393,Yes
Rotterdam Alexander,rta001,1,1688670393,Yes
Valkenburg,vk001,5,1688670393,Yes
Almelo,aml002,18,1688670393,Yes
Bloemendaal,bll001,0,1688670393,Yes
Etten-Leur,etn001,2,1688670393,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,9,1688670393,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,3,1688670393,Yes
Doetinchem,dtc001,2,1688670393,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,1,1688670393,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1688670393,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,2,1688670393,Yes
Zwolle,zl004,200,1688670393,Yes
Baarn,brn002,25,1688670393,Yes
Nijmegen,nm001,35,1688670393,Yes
Bovenkarspel-Grootebroek,bkg001,3,1688670393,Yes
Dieren,dr001,4,1688670393,Yes
Zeist,db002,20,1688670393,Yes
Driebergen-Zeist,db001,109,1688670393,Yes
Echt,ec001,7,1688670393,Yes
Lelystad Centrum,lls003,11,1688670393,Yes
Middelburg,mdb002,12,1688670393,Yes
Raalte,rat001,4,1688670393,Yes
Dalfsen,dl001,4,1688670393,Yes
Rotterdam Slinge,rtd904,6,1688670393,Yes
Boxmeer,Bmr001,12,1688670393,Yes
Pijnacker,rtd906,4,1688670393,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,7,1688670393,Unknown
Voorhout,vh001,2,1688670393,Yes
Maastricht Noord,mtn001,7,1688670393,Yes
Doetinchem de Huet,dtch001,5,1688670393,Yes
Delden,ddn001,4,1688670393,Yes
