description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,1,1689077907,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1689077907,Yes
Ermelo,eml001,1,1689077907,Unknown
Ravenstein,Rvs001,6,1689077907,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1689077907,Yes
Schagen,sgn001,15,1689077907,Yes
Oldenzaal,odz001,2,1689077907,Yes
Cuijk,ck001,5,1689077907,Yes
Goes,gs003,6,1689077907,Yes
Vroomshoop,vhp001,1,1689077907,Yes
Best,bet001,1,1689077907,Yes
Winterswijk,ww001,2,1689077907,Yes
Amsterdam Bijlmer ArenA,asb003,15,1689077907,Yes
Utrecht Centraal Jaarbeursplein,ut016,10,1689077907,Yes
Zuidhorn,Zh001,6,1689077907,Yes
Soestdijk,sd001,0,1689077907,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,4,1689077907,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,16,1689077907,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,1,1689077907,Yes
Maarheeze,mz001,0,1689077907,Yes
Den Haag HS,gv001,3,1689077907,Yes
Heerhugowaard,hwd003,2,1689077907,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,3,1689077907,Yes
Deventer Boerhavelaan,dv003,20,1689077907,Yes
Uden,Ow002,6,1689077907,Yes
Deventer,dv001,31,1689077907,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1689077907,Yes
Den Helder Zuid,hdrz001,0,1689077907,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,12,1689077907,Yes
Sneek,sk001,1,1689077907,Yes
Geldrop,Gp001,0,1689077907,Yes
Oudenbosch,odb001,1,1689077907,Yes
Anna Paulowna,ana001,2,1689077907,Yes
Horst Sevenum,hrt001,0,1689077907,Yes
Amersfoort Schothorst,amfs001,2,1689077907,Yes
