description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,0,1688627777,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,2,1688627777,Yes
Ermelo,eml001,0,1688627777,Unknown
Ravenstein,Rvs001,5,1688627777,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,7,1688627777,Yes
Schagen,sgn001,6,1688627777,Yes
Oldenzaal,odz001,0,1688627777,Yes
Cuijk,ck001,12,1688627777,Yes
Goes,gs003,10,1688627777,Yes
Vroomshoop,vhp001,4,1688627777,Yes
Best,bet001,5,1688627777,Yes
Winterswijk,ww001,4,1688627777,Yes
Amsterdam Bijlmer ArenA,asb003,0,1688627777,Yes
Utrecht Centraal Jaarbeursplein,ut016,1,1688627777,Yes
Zuidhorn,Zh001,8,1688627777,Yes
Soestdijk,sd001,2,1688627777,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,4,1688627777,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,28,1688627777,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,5,1688627777,Yes
Maarheeze,mz001,0,1688627777,Yes
Den Haag HS,gv001,0,1688627777,Yes
Heerhugowaard,hwd003,10,1688627777,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,4,1688627777,Yes
Deventer Boerhavelaan,dv003,20,1688627777,Yes
Uden,Ow002,8,1688627777,Yes
Deventer,dv001,49,1688627777,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688627777,Yes
Den Helder Zuid,hdrz001,1,1688627777,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,22,1688627777,Yes
Sneek,sk001,1,1688627777,Yes
Geldrop,Gp001,2,1688627777,Yes
Oudenbosch,odb001,1,1688627777,Yes
Anna Paulowna,ana001,2,1688627777,Yes
Horst Sevenum,hrt001,2,1688627777,Yes
Amersfoort Schothorst,amfs001,1,1688627777,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,15,1688627777,Yes
OV-ebike Arnhem Centrum,ah003,2,1688627777,Yes
Gilze Rijen,gz001,2,1688627777,Yes
Emmen,emn001,22,1688627777,Yes
Halfweg Zwanenburg,hwzb001,5,1688627777,Yes
Hoorn Kersenboogerd,hnk001,2,1688627777,Yes
Hoorn,hn001,42,1688627777,Yes
Rotterdam Kralingse Zoom,Rta003,4,1688627777,Yes
Rhenen,rhn001,2,1688627777,Yes
Rijssen,rsn001,5,1688627777,Yes
Venlo,vl001,28,1688627777,Yes
Ommen,omn001,1,1688627777,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,7,1688627777,Yes
Groningen Noord,Gnn001,0,1688627777,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688627777,Yes
Haarlem Spaarnwoude,hlms001,0,1688627777,Yes
Dordrecht,ddr001,8,1688627777,Yes
Soest Zuid,stz001,6,1688627777,Yes
Haren,HRN002,4,1688627777,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,19,1688627777,Yes
Utrecht P+R Westraven,ut007,8,1688627777,Yes
Maastricht Randwyck,mtr001,7,1688627777,Yes
Amsterdam Muiderpoort,asdm001,20,1688627777,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1688627777,Yes
Meerssen,mes001,4,1688627777,Yes
Maassluis,mss001,7,1688627777,Yes
Weesp,wp001,5,1688627777,Yes
Weert,wt003,2,1688627777,Yes
Vierlingsbeek,vlb001,6,1688627777,Yes
Amsterdam Sloterdijk,ass001,1,1688627777,Yes
Gorinchem,gr001,0,1688627777,Yes
Rotterdam Alexander,rta001,2,1688627777,Yes
Valkenburg,vk001,5,1688627777,Yes
Almelo,aml002,5,1688627777,Yes
Bloemendaal,bll001,1,1688627777,Yes
Etten-Leur,etn001,0,1688627777,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,13,1688627777,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,2,1688627777,Yes
Doetinchem,dtc001,2,1688627777,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,4,1688627777,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1688627777,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,1,1688627777,Yes
Zwolle,zl004,37,1688627777,Yes
Baarn,brn002,3,1688627777,Yes
Nijmegen,nm001,3,1688627777,Yes
Bovenkarspel-Grootebroek,bkg001,4,1688627777,Yes
Dieren,dr001,2,1688627777,Yes
Zeist,db002,21,1688627777,Yes
Driebergen-Zeist,db001,38,1688627777,Yes
Echt,ec001,4,1688627777,Yes
Lelystad Centrum,lls003,10,1688627777,Yes
Middelburg,mdb002,12,1688627777,Yes
Raalte,rat001,2,1688627777,Yes
Dalfsen,dl001,0,1688627777,Yes
Rotterdam Slinge,rtd904,3,1688627777,Yes
Boxmeer,Bmr001,9,1688627777,Yes
Pijnacker,rtd906,2,1688627777,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,3,1688627777,Unknown
Voorhout,vh001,1,1688627777,Yes
Maastricht Noord,mtn001,8,1688627777,Yes
Doetinchem de Huet,dtch001,1,1688627777,Yes
Delden,ddn001,4,1688627777,Yes
Muiden P&R,wp901,5,1688627777,Yes
't Harde,Hde001,0,1688627777,Yes
Hengelo Gezondheidspark,hglg001,5,1688627777,Yes
Bodegraven,bdg001,0,1688627777,Yes
Utrecht Overvecht,uto001,0,1688627777,Yes
Hilversum Sportpark ,hvsp001,14,1688627777,No
Delft Zuid,dtz001,,1688627777,Yes
Vught,Vg001,3,1688627777,Yes
Amsterdam Zuid Zuidplein,asdz001,2,1688627777,Yes
Heemskerk,hk001,2,1688627777,Yes
Amsterdam Zuid Mahlerplein,asdz003,3,1688627777,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1688627777,Yes
Utrecht Zuilen,utzl001,1,1688627777,Yes
Alphen aan den Rijn,apn001,40,1688627777,Yes
Rotterdam Blaak,rtb001,6,1688627777,Yes
Vriezenveen,vz001,3,1688627777,Yes
Zwijndrecht,zwd003,25,1688627777,Yes
OV-ebike Driebergen-Zeist,db003,14,1688627777,Yes
Eindhoven Noordzijde,ehv003,0,1688627777,Yes
Eindhoven Zuidzijde (centrum),ehv002,1,1688627777,Yes
Winschoten,ws001,2,1688627777,Yes
Veghel,Btl003,6,1688627777,Yes
Naarden-Bussum,ndb002,44,1674039176,Yes
Naarden-Bussum,ndb003,30,1688627777,Yes
Woerden,wd001,22,1688627777,Yes
s-Hertogenbosch,ht001,43,1688627777,Yes
Baarn,brn001,,1666857504,Yes
Overveen,ovn001,1,1688627777,Yes
Waalwijk,ht002,3,1688627777,Yes
Maarssen,mas003,19,1688627777,Yes
Kerkrade Centrum,krd001,4,1688627777,Yes
Venray,vry001,20,1688627777,Yes
Eindhoven Strijp-S,ehb001,1,1683629913,Yes
Veenendaal West,vndw001,7,1688627777,Yes
Aalten,atn001,6,1688627777,Yes
Haarlem Fiets Inn,hlm002,115,1688627777,Yes
Bilthoven,bhv002,0,1688627777,Yes
Purmerend,pmr001,3,1688627777,Yes
Bilthoven,bhv001,,1666857504,Yes
Hardenberg,hdb001,1,1688627777,Yes
Beverwijk,bv002,29,1688627777,Yes
Boxtel,btl001,13,1688627777,Yes
Hoogezand Sappemeer,Hgz001,3,1688627777,Yes
Heerhugowaard,hwd002,23,1667896108,Yes
Amersfoort Vathorst,avat001,4,1688627777,Yes
Roermond,rm001,17,1688627777,Yes
Krommenie-Assendelft,kma001,3,1688627777,Yes
Heerlen,hrl001,29,1678868445,Yes
Schiphol,shl001,3,1688627777,Yes
Rosmalen,rs001,1,1688627777,Yes
Utrecht P+R Science Park (De Uithof) ZS,ut908,10,1666164653,Yes
Vianen OV-fiets Carrousel,ut905,21,1688627777,Yes
Utrecht P+R Papendorp,ut904,1,1688627777,Yes
Utrecht Stadhuis,ut003,8,1677604114,Yes
P + R Utrecht Science Park (De Uithof),ut906,9,1688627777,Yes
Hengelo,hgl001,,1675688931,Yes
Arnhem Centrum,ah001,1,1688627777,Yes
Utrecht Rijnsweerd,ut903,5,1688627777,Yes
Alkmaar,amr001,53,1688627777,Yes
Vlaardingen Centrum,vdg001,,1642524080,Yes
Rotterdam Centraal,rtd001,242,1688627777,Yes
Tilburg West Universiteit,tbu001,0,1688627777,Yes
Sittard,std002,23,1688627777,Yes
"Leiden Centraal, Centrumzijde",ledn002,5,1688627777,Yes
Gouda Goverwelle,gdg001,2,1688627777,Yes
Den Haag Laan van NOI,laa001,1,1688627777,Yes
Alkmaar Noord,amrn002,22,1688627777,Yes
Zandvoort,zvt001,11,1688627777,Yes
Uitgeest,utg001,1,1688627777,Yes
Alkmaar Noord,amrn003,29,1667467212,Yes
Den Helder,hdr003,6,1667896108,Yes
Nootdorp,gvc901,2,1688627777,Yes
Houten,htn001,37,1688627777,Yes
Steenwijk,swk002,7,1688627777,Yes
Lage Zwaluwe,Zlw001,4,1688627777,Yes
Hoogeveen,hgv002,23,1679582772,Yes
Zutphen,zp001,49,1688627777,Yes
Zwolle Hanzeland,zl003,3,1688627777,Yes
Breda Centrum,Bd003,34,1688627777,Yes
Den Haag Mariahoeve,gvm001,2,1688627777,Yes
Zaltbommel,zbm001,25,1677765289,Yes
Barneveld Noord,bnn001,4,1688627777,Yes
Almere Centrum Landdrostdreef,alm001,51,1688627777,Yes
Zaltbommel,zbm002,3,1688627777,Yes
Schiedam,sdm001,2,1688627777,Yes
Zoetermeer Centrum West,ztm002,14,1688627777,Yes
Borne,bn001,7,1688627777,Yes
Zevenbergen,Zvb001,3,1688627777,Yes
Driehuis,drh001,6,1688627777,Yes
Helmond Brouwhuis,hmbh001,0,1688627777,Yes
Amsterdam Centraal Stationsplein,asd010,16,1688627777,Yes
Nijmegen Heyendaal,nmh001,0,1688627777,Yes
Barendrecht,brd002,12,1688627777,Yes
Rheden,rh001,6,1688627777,Yes
Barendrecht,brd001,29,1675240492,Yes
Bergen op Zoom,bgn002,6,1688627777,Yes
Breda Belcrum,bd002,30,1688627777,Yes
Amsterdam Centraal IJzijde,asd008,8,1688627777,Yes
Amsterdam Noord,asd009,12,1688627777,Yes
Obdam,obd001,1,1688627777,Yes
Tiel,tl003,14,1688627777,Yes
Tiel,tl002,26,1677765289,Yes
Amsterdam Centraal Oost,asd002,9,1688627777,Yes
Santpoort Noord,sptn001,6,1688627777,Yes
Oss West,ow001,5,1688627777,Yes
Tilburg Zuid,tb003,47,1688627777,Yes
Groningen,gn001,394,1688627777,Yes
Groningen P+R Hoogkerk,gn002,,1667985514,Yes
Groningen P+R Kardinge,gn003,6,1667985514,Yes
Utrecht Lunetten,utl001,0,1688627777,Yes
Enschede,es002,25,1679582772,Yes
OV-fiets - Maastricht,mt001,130,1688627777,Yes
OV-ebike Maastricht,mt003,19,1688627777,Yes
Putten,pt001,0,1688627777,Yes
Houten Castellum,htnc001,35,1688627777,Yes
Heerenveen,hr001,8,1668506290,Yes
Kampen,kpn002,29,1668679584,Yes
Veendam,Vdm001,0,1688627777,Yes
Didam,did001,2,1688627777,Yes
Gouda,gd001,80,1688627777,Yes
Heemstede-Aerdenhout,had002,16,1688627777,Yes
Rotterdam Fietspunt Wilhelminakade Prinsendam,Rtd003,6,1688627777,Yes
Rotterdam Fietspunt Marconiplein,Rtd004,5,1688627777,Yes
Enkhuizen,ekz001,19,1688627777,Unknown
Hellendoorn/Nijverdal OV-fiets Carrousel,nvd001,17,1688627777,Yes
Goor,go001,1,1688627777,Yes
Sleeuwijk Tol West,GR002 ,3,1688627777,Yes
Barneveld Centrum,bnc001,3,1688627777,Yes
Hoofddorp,hfd002,18,1688627777,Yes
Zoetermeer Oost,ztmo001,1,1688627777,Yes
Hoogeveen,hgv003,7,1688627777,Yes
Oisterwijk,Ot001,2,1688627777,Yes
Duivendrecht,dvd001,0,1688627777,Yes
Helmond 't Hout,hmh001,2,1688627777,Yes
Den Haag Centraal Koningin Julianaplein,gvc021,179,1688627777,Yes
Dronten,DRON001,0,1688627777,Yes
Heerenveen,hr002,2,1688627777,Yes
Utrecht Leidsche Rijn,utlr001,0,1688627777,Yes
Pijnacker Zuid,rtd907,0,1688627777,Yes
Sittard,std001,26,1678868445,Yes
Heerlen,hrl002,17,1688627777,Yes
Diemen,dmn001,0,1688627777,Yes
Boxtel - Kluis,btl004,0,1688627777,Yes
Voorburg,vb002,17,1688627777,Yes
Kampen,kpn003,14,1688627777,Yes
Meppel,mp002,5,1688627777,Yes
Hoogkarspel,hks001,3,1688627777,Yes
Westervoort,wtv001,0,1688627777,Yes
Bussum Zuid,bsmz001,1,1688627777,Yes
Amsterdam RAI,rai001,23,1688627777,Yes
Velp,vp001,0,1688627777,Yes
Leeuwarden,lw001,79,1688627777,Yes
Bunnik,bnk001,5,1688627777,Yes
Meppel,mp001,18,1679582772,Yes
Veenendaal-De klomp,klp001,5,1688627777,Yes
Amsterdam Amstel,asa001,4,1688627777,Yes
Geldermalsen,gdm001,3,1688627777,Yes
Weert,wt001,22,1680508453,Yes
Oss,o001,20,1677854436,Yes
Den Helder,hdr002,0,1688627777,Yes
Oss,o002,0,1688627777,Yes
Amsterdam Lelyplein,asdl001,0,1688627777,No
Otterlo,ed901,16,1688627777,Yes
Winsum,Wsm001,4,1688627777,Yes
Haren P+R Transferium,hrn001,7,1667985514,Yes
Zaandam,ZD002,27,1688627777,Yes
Ede-Wageningen Zuidzijde,ed001,15,1688627777,Yes
Tilburg Reeshof,tbr001,0,1688627777,Yes
OV-ebike Groningen,gn004,7,1688627777,Yes
Vleuten,vtn001,1,1688627777,Yes
Hilversum,hvs001,45,1688627777,Yes
Goes,gs002,24,1678295851,Yes
Duiven ,dvn001,14,1688627777,Yes
Terborg,tbg001,5,1688627777,Yes
Den Haag Centraal Stichthage,gvc001,5,1688627777,Yes
Varsseveld,vsv001,4,1688627777,Yes
Santpoort Zuid,sptz001,8,1688627777,Yes
Zevenaar,zv001,3,1688627777,Yes
Tilburg Noord,tb002,7,1688627777,Yes
Breukelen,bkl001,0,1688627777,Yes
Leiden de Vink,dvnk001,3,1688627777,Yes
Deurne,dn001,1,1688627777,Yes
Boskoop,bsk001,1,1688627777,Yes
Zoetermeer Driemanspolder,ztm003,13,1688627777,Yes
Landgraaf,lg001,4,1688627777,Yes
Heeze-Leende,hze001,5,1688627777,Yes
Olst,ost001,3,1688627777,Yes
Beesd,bsd001,2,1688627777,Yes
Amsterdam Centraal West,asd007,2,1675083239,Yes
Amersfoort Mondriaanplein,amf002,44,1688627777,Yes
Amersfoort Centraal,amf001,67,1688627777,Yes
Almere Centrum,alm003,24,1672730464,Yes
Utrecht Centraal Stationsplein,ut020,24,1688627777,Yes
Utrecht Centraal Knoop,ut021,15,1688627777,Yes
Zaandam,ZD003,41,1668506290,Yes
Diemen Zuid,dmnz001,0,1688627777,Yes
Beilen,bl001,18,1688627777,Yes
Den Dolder,dld001,0,1688627777,Yes
's-Hertogenbosch Oost,Hto001,1,1688627777,Yes
Assen,asn001,75,1688627777,Yes
Vlissingen,vs001,17,1688627777,Yes
Enschede,es003,63,1688627777,Yes
Helmond,hm001,17,1688627777,Yes
Delfzijl,Dz001,0,1688627777,Yes
Sliedrecht,sdt001,0,1688627777,Yes
Voorschoten,vst001,3,1688627777,Yes
Wijhe,wh001,0,1688627777,Yes
Maarssen,MAS001,,1666857726,Yes
Hillegom,hil001,1,1688627777,Yes
Castricum,cas002,36,1688627777,Yes
Hoofddorp,hfd001,39,1668505847,Yes
Rotterdam Lombardijen,rlb001,3,1688627777,Yes
Reuver,rv001,8,1688627777,Yes
Ede-Wageningen Zuidplein,ed002,2,1688627777,Yes
Wijchen,wc001,3,1688627777,Yes
Elst,est001,0,1688627777,Yes
Apeldoorn,apd001,97,1688627777,Yes
"Delft, Fietsenstalling",dt002,72,1688627777,Yes
Rijswijk,rsw002,26,1688627777,Yes
Appingedam,Apg001,3,1688627777,Yes
Middelburg,mdb001,21,1678295851,Yes
Rijswijk,rsw001,31,1675153509,Yes
