description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,4,1689055938,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1689055938,Yes
Ermelo,eml001,1,1689055938,Unknown
Ravenstein,Rvs001,7,1689055938,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,7,1689055938,Yes
Schagen,sgn001,16,1689055938,Yes
Oldenzaal,odz001,2,1689055938,Yes
Cuijk,ck001,16,1689055938,Yes
Goes,gs003,14,1689055938,Yes
Vroomshoop,vhp001,4,1689055938,Yes
Best,bet001,5,1689055938,Yes
Winterswijk,ww001,4,1689055938,Yes
Amsterdam Bijlmer ArenA,asb003,25,1689055938,Yes
Utrecht Centraal Jaarbeursplein,ut016,396,1689055938,Yes
Zuidhorn,Zh001,6,1689055938,Yes
Soestdijk,sd001,2,1689055938,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,7,1689055938,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,38,1689055938,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,18,1689055938,Yes
Maarheeze,mz001,3,1689055938,Yes
Den Haag HS,gv001,55,1689055938,Yes
Heerhugowaard,hwd003,11,1689055938,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,12,1689055938,Yes
Deventer Boerhavelaan,dv003,20,1689055938,Yes
Uden,Ow002,8,1689055938,Yes
Deventer,dv001,114,1689055938,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,4,1689055938,Yes
Den Helder Zuid,hdrz001,5,1689055938,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,236,1689055938,Yes
Sneek,sk001,2,1689055938,Yes
Geldrop,Gp001,0,1689055938,Yes
Oudenbosch,odb001,3,1689055938,Yes
Anna Paulowna,ana001,2,1689055938,Yes
Horst Sevenum,hrt001,2,1689055938,Yes
Amersfoort Schothorst,amfs001,12,1689055938,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,42,1689055938,Yes
OV-ebike Arnhem Centrum,ah003,3,1689055938,Yes
Gilze Rijen,gz001,7,1689055938,Yes
Emmen,emn001,21,1689055938,Yes
Halfweg Zwanenburg,hwzb001,2,1689055938,Yes
Hoorn Kersenboogerd,hnk001,7,1689055938,Yes
Hoorn,hn001,38,1689055938,Yes
Rotterdam Kralingse Zoom,Rta003,14,1689055938,Yes
Rhenen,rhn001,1,1689055938,Yes
Rijssen,rsn001,7,1689055938,Yes
Venlo,vl001,46,1689055938,Yes
Ommen,omn001,2,1689055938,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,16,1689055938,Yes
Groningen Noord,Gnn001,4,1689055938,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1689055938,Yes
Haarlem Spaarnwoude,hlms001,1,1689055938,Yes
Dordrecht,ddr001,18,1689055938,Yes
Soest Zuid,stz001,3,1689055938,Yes
Haren,HRN002,0,1689055938,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,13,1689055938,Yes
Utrecht P+R Westraven,ut007,13,1689055938,Yes
Maastricht Randwyck,mtr001,1,1689055938,Yes
Amsterdam Muiderpoort,asdm001,26,1689055938,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1689055938,Yes
Meerssen,mes001,4,1689055938,Yes
Maassluis,mss001,10,1689055938,Yes
Weesp,wp001,26,1689055938,Yes
Weert,wt003,13,1689055938,Yes
Vierlingsbeek,vlb001,5,1689055938,Yes
Amsterdam Sloterdijk,ass001,84,1689055938,Yes
Gorinchem,gr001,0,1689055938,Yes
Rotterdam Alexander,rta001,5,1689055938,Yes
Valkenburg,vk001,0,1689055938,Yes
Almelo,aml002,0,1689055938,Yes
Bloemendaal,bll001,3,1689055938,Yes
Etten-Leur,etn001,3,1689055938,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,10,1689055938,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
