description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,5,1688962250,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688962250,Yes
Ermelo,eml001,4,1688962250,Unknown
Ravenstein,Rvs001,5,1688962250,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1688962250,Yes
Schagen,sgn001,8,1688962250,Yes
Oldenzaal,odz001,2,1688962250,Yes
Cuijk,ck001,15,1688962250,Yes
Goes,gs003,13,1688962250,Yes
Vroomshoop,vhp001,4,1688962250,Yes
Best,bet001,17,1688962250,Yes
Winterswijk,ww001,4,1688962250,Yes
Amsterdam Bijlmer ArenA,asb003,27,1688962250,Yes
Utrecht Centraal Jaarbeursplein,ut016,513,1688962250,Yes
Zuidhorn,Zh001,7,1688962250,Yes
Soestdijk,sd001,2,1688962250,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,6,1688962250,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,45,1688962250,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,15,1688962250,Yes
Maarheeze,mz001,4,1688962250,Yes
Den Haag HS,gv001,70,1688962250,Yes
Heerhugowaard,hwd003,19,1688962250,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,11,1688962250,Yes
Deventer Boerhavelaan,dv003,20,1688962250,Yes
Uden,Ow002,8,1688962250,Yes
Deventer,dv001,134,1688962250,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688962250,Yes
Den Helder Zuid,hdrz001,5,1688962250,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,292,1688962250,Yes
Sneek,sk001,2,1688962250,Yes
Geldrop,Gp001,2,1688962250,Yes
Oudenbosch,odb001,3,1688962250,Yes
Anna Paulowna,ana001,1,1688962250,Yes
Horst Sevenum,hrt001,4,1688962250,Yes
Amersfoort Schothorst,amfs001,28,1688962250,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,53,1688962250,Yes
OV-ebike Arnhem Centrum,ah003,7,1688962250,Yes
Gilze Rijen,gz001,5,1688962250,Yes
Emmen,emn001,18,1688962250,No
Halfweg Zwanenburg,hwzb001,2,1688962250,Yes
Hoorn Kersenboogerd,hnk001,5,1688962250,Yes
Hoorn,hn001,49,1688962250,Yes
Rotterdam Kralingse Zoom,Rta003,17,1688962250,Yes
Rhenen,rhn001,1,1688962250,Yes
Rijssen,rsn001,5,1688962250,Yes
Venlo,vl001,44,1688962250,Yes
Ommen,omn001,2,1688962250,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,17,1688962250,Yes
Groningen Noord,Gnn001,7,1688962250,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688962250,Yes
Haarlem Spaarnwoude,hlms001,0,1688962250,Yes
Dordrecht,ddr001,40,1688962250,Yes
Soest Zuid,stz001,4,1688962250,Yes
Haren,HRN002,0,1688962250,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,18,1688962250,Yes
Utrecht P+R Westraven,ut007,10,1688962250,Yes
Maastricht Randwyck,mtr001,3,1688962250,Yes
Amsterdam Muiderpoort,asdm001,32,1688962250,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1688962250,Yes
Meerssen,mes001,2,1688962250,Yes
Maassluis,mss001,10,1688962250,No
Weesp,wp001,35,1688962250,Yes
Weert,wt003,21,1688962250,Yes
Vierlingsbeek,vlb001,4,1688962250,Yes
