description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,2,1689099048,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1689099047,Yes
Ermelo,eml001,1,1689099048,Unknown
Ravenstein,Rvs001,3,1689099047,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1689099047,Yes
Schagen,sgn001,14,1689099047,Yes
Oldenzaal,odz001,4,1689099047,Yes
Cuijk,ck001,13,1689099047,Yes
Goes,gs003,17,1689099047,Yes
Vroomshoop,vhp001,3,1689099048,Yes
Best,bet001,17,1689099048,Yes
Winterswijk,ww001,4,1689099048,Yes
Amsterdam Bijlmer ArenA,asb003,16,1689099047,Yes
Utrecht Centraal Jaarbeursplein,ut016,472,1689099048,Yes
Zuidhorn,Zh001,6,1689099048,Yes
Soestdijk,sd001,1,1689099047,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,2,1689099048,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,40,1689099047,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,12,1689099047,Yes
Maarheeze,mz001,3,1689099047,Yes
Den Haag HS,gv001,26,1689099047,Yes
Heerhugowaard,hwd003,17,1689099047,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,10,1689099047,Yes
Deventer Boerhavelaan,dv003,20,1689099047,Yes
Uden,Ow002,7,1689099047,Yes
Deventer,dv001,105,1689099047,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,4,1689099047,Yes
Den Helder Zuid,hdrz001,5,1689099047,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,251,1689099047,Yes
Sneek,sk001,2,1689099047,Yes
Geldrop,Gp001,2,1689099047,Yes
Oudenbosch,odb001,3,1689099047,Yes
Anna Paulowna,ana001,2,1689099047,Yes
Horst Sevenum,hrt001,3,1689099047,Yes
Amersfoort Schothorst,amfs001,20,1689099047,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,42,1689099047,Yes
OV-ebike Arnhem Centrum,ah003,13,1689099047,Yes
Gilze Rijen,gz001,5,1689099047,Yes
Emmen,emn001,22,1689099048,No
Halfweg Zwanenburg,hwzb001,1,1689099047,Yes
Hoorn Kersenboogerd,hnk001,7,1689099047,Yes
Hoorn,hn001,44,1689099047,Yes
Rotterdam Kralingse Zoom,Rta003,8,1689099047,Yes
Rhenen,rhn001,2,1689099047,Yes
Rijssen,rsn001,6,1689099048,Yes
Venlo,vl001,39,1689099047,Yes
Ommen,omn001,0,1689099047,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,13,1689099047,Yes
Groningen Noord,Gnn001,4,1689099047,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1689099047,Yes
Haarlem Spaarnwoude,hlms001,0,1689099047,Yes
Dordrecht,ddr001,31,1689099047,Yes
Soest Zuid,stz001,1,1689099048,Yes
Haren,HRN002,0,1689099048,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,17,1689099047,Yes
Utrecht P+R Westraven,ut007,13,1689099048,Yes
Maastricht Randwyck,mtr001,1,1689099047,Yes
Amsterdam Muiderpoort,asdm001,37,1689099047,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1689099048,Yes
Meerssen,mes001,4,1689099047,Yes
Maassluis,mss001,10,1689099048,Yes
Weesp,wp001,21,1689099048,Yes
Weert,wt003,2,1689099047,Yes
Vierlingsbeek,vlb001,5,1689099048,Yes
Amsterdam Sloterdijk,ass001,109,1689099047,Yes
Gorinchem,gr001,1,1689099047,Yes
Rotterdam Alexander,rta001,6,1689099047,Yes
Valkenburg,vk001,3,1689099048,Yes
Almelo,aml002,0,1689099048,Yes
Bloemendaal,bll001,1,1689099047,Yes
Etten-Leur,etn001,4,1689099047,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,12,1689099047,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,3,1689099047,Yes
Doetinchem,dtc001,2,1689099047,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,5,1689099047,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1689099048,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,7,1689099047,Yes
Zwolle,zl004,243,1689099047,Yes
Baarn,brn002,25,1689099047,Yes
Nijmegen,nm001,92,1689099047,Yes
