description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,4,1712457277,OV_FIETS,Yes
Brummen,bmn001,3,1712457277,OV_FIETS,Yes
Ermelo,eml001,3,1712457277,OV_FIETS,Unknown
Ravenstein,Rvs001,3,1712457277,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,58,1712457277,OV_FIETS,No
Nijmegen Goffert,nmgo001,2,1712457277,OV_FIETS,Yes
Lochem,lc001,3,1712457277,OV_FIETS,Yes
Bergen op Zoom,bgn002,19,1712457277,OV_FIETS,No
Oldenzaal,odz001,0,1712457277,OV_FIETS,Yes
Cuijk,ck001,14,1712457277,OV_FIETS,Yes
Veenendaal-De klomp,klp001,14,1712457277,OV_FIETS,Yes
Vroomshoop,vhp001,4,1712457277,OV_FIETS,Yes
Best,bet001,11,1712457277,OV_FIETS,No
Winterswijk,ww001,5,1712457277,OV_FIETS,Yes
Amsterdam Bijlmer ArenA,asb003,0,1695282760,OV_FIETS,Yes
Boxtel - Kluis,btl004,1,1712457277,OV_FIETS,Yes
Zuidhorn,Zh001,8,1712457277,OV_FIETS,Yes
Houten Castellum,htnc001,0,1712457277,OV_FIETS,No
Voorhout,vh001,3,1712457277,OV_FIETS,Yes
Tilburg Reeshof,tbr001,2,1712457277,OV_FIETS,Yes
Harderwijk,hd001,30,1712457277,OV_FIETS,No
Utrecht P+R Westraven,ut007,9,1712457277,OV_FIETS,Yes
Den Haag HS,gv001,12,1712457277,OV_FIETS,No
Heerhugowaard,hwd003,25,1712457277,OV_FIETS,No
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,15,1712457277,OV_FIETS,No
Deventer Boerhavelaan,dv003,20,1712457277,OV_FIETS,Yes
Uden,Ow002,8,1712457277,OV_FIETS,Yes
Deventer,dv001,78,1712457277,OV_FIETS,No
"Leiden Centraal, Centrumzijde",ledn002,3,1712457277,OV_FIETS,No
Helmond Brandevoort,hmbv001,3,1712457277,OV_FIETS,Yes
Den Helder Zuid,hdrz001,6,1712457277,OV_FIETS,Yes
Castricum,cas002,44,1712457277,OV_FIETS,No
Sneek,sk001,3,1712457277,OV_FIETS,Yes
Geldrop,Gp001,3,1712457277,OV_FIETS,Yes
Oudenbosch,odb001,4,1712457277,OV_FIETS,Yes
Anna Paulowna,ana001,3,1712457277,OV_FIETS,Yes
Goes,gs003,8,1712457277,OV_FIETS,No
Amersfoort Schothorst,amfs001,30,1712457277,OV_FIETS,No
Roosendaal,rsd002,48,1712457277,OV_FIETS,No
OV-ebike Arnhem Centrum,ah003,13,1712457277,OV_FIETS,No
Gilze Rijen,gz001,2,1712457277,OV_FIETS,Yes
Halfweg Zwanenburg,hwzb001,4,1712457277,OV_FIETS,Yes
Hoorn Kersenboogerd,hnk001,4,1712457277,OV_FIETS,Yes
Hoorn,hn001,46,1712457277,OV_FIETS,No
Rotterdam Kralingse Zoom,Rta003,16,1712457277,OV_FIETS,Yes
Boskoop,bsk001,1,1712457277,OV_FIETS,Yes
Rijssen,rsn001,6,1712457277,OV_FIETS,Yes
Venlo,vl001,35,1712457277,OV_FIETS,No
Ommen,omn001,3,1712457277,OV_FIETS,Yes
Culemborg,cl003,22,1712457277,OV_FIETS,No
Groningen Noord,Gnn001,1,1712457277,OV_FIETS,Yes
Eindhoven Strijp-S,ehs001,0,1712457277,OV_FIETS,Yes
Haarlem Spaarnwoude,hlms001,2,1712457277,OV_FIETS,Yes
Voorburg,vb002,23,1712457277,OV_FIETS,No
Soest Zuid,stz001,2,1712457277,OV_FIETS,Yes
Haren,HRN002,2,1712457277,OV_FIETS,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,0,1712457277,OV_FIETS,Yes
Maarheeze,mz001,3,1712457277,OV_FIETS,Yes
Maastricht Randwyck,mtr001,4,1712457277,OV_FIETS,Yes
Amsterdam Muiderpoort,asdm001,9,1712457277,OV_FIETS,No
Dieren,dr001,6,1712457277,OV_FIETS,Yes
Wolfheze,wf001,2,1712457277,OV_FIETS,Yes
