description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,3,1688929600,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688929600,Yes
Ermelo,eml001,5,1688929601,Unknown
Ravenstein,Rvs001,4,1688929600,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,6,1688929600,Yes
Schagen,sgn001,8,1688929600,Yes
Oldenzaal,odz001,2,1688929600,Yes
Cuijk,ck001,15,1688929600,Yes
Goes,gs003,13,1688929600,Yes
Vroomshoop,vhp001,4,1688929600,Yes
Best,bet001,18,1688929601,No
Winterswijk,ww001,4,1688929600,Yes
Amsterdam Bijlmer ArenA,asb003,24,1688929600,Yes
Utrecht Centraal Jaarbeursplein,ut016,479,1688929600,Yes
Zuidhorn,Zh001,7,1688929600,Yes
Soestdijk,sd001,2,1688929600,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,4,1688929600,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,36,1688929600,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,16,1688929600,Yes
Maarheeze,mz001,4,1688929600,Yes
Den Haag HS,gv001,63,1688929600,Yes
Heerhugowaard,hwd003,18,1688929600,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,15,1688929600,Yes
Deventer Boerhavelaan,dv003,20,1688929600,Yes
Uden,Ow002,8,1688929600,Yes
Deventer,dv001,129,1688929600,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688929600,Yes
Den Helder Zuid,hdrz001,5,1688929600,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,243,1688929600,Yes
Sneek,sk001,2,1688929600,Yes
Geldrop,Gp001,2,1688929600,Yes
Oudenbosch,odb001,3,1688929600,Yes
Anna Paulowna,ana001,1,1688929600,Yes
Horst Sevenum,hrt001,5,1688929600,Yes
Amersfoort Schothorst,amfs001,27,1688929600,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,49,1688929600,Yes
OV-ebike Arnhem Centrum,ah003,15,1688929600,Yes
Gilze Rijen,gz001,4,1688929600,Yes
Emmen,emn001,18,1688929601,No
Halfweg Zwanenburg,hwzb001,1,1688929600,Yes
Hoorn Kersenboogerd,hnk001,3,1688929600,Yes
Hoorn,hn001,43,1688929600,Yes
Rotterdam Kralingse Zoom,Rta003,17,1688929600,Yes
Rhenen,rhn001,1,1688929600,Yes
Rijssen,rsn001,5,1688929600,Yes
Venlo,vl001,42,1688929600,Yes
Ommen,omn001,2,1688929600,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,15,1688929600,Yes
Groningen Noord,Gnn001,7,1688929600,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688929600,Yes
Haarlem Spaarnwoude,hlms001,0,1688929600,Yes
Dordrecht,ddr001,32,1688929600,Yes
Soest Zuid,stz001,3,1688929600,Yes
Haren,HRN002,0,1688929601,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,19,1688929600,Yes
Utrecht P+R Westraven,ut007,10,1688929600,Yes
Maastricht Randwyck,mtr001,3,1688929600,Yes
Amsterdam Muiderpoort,asdm001,24,1688929600,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1688929600,Yes
Meerssen,mes001,2,1688929600,Yes
Maassluis,mss001,10,1688929600,Yes
Weesp,wp001,26,1688929600,Yes
Weert,wt003,19,1688929600,Yes
Vierlingsbeek,vlb001,4,1688929600,Yes
Amsterdam Sloterdijk,ass001,66,1688929600,Yes
Gorinchem,gr001,1,1688929600,Yes
