description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,2,1688717485,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,3,1688717485,Yes
Ermelo,eml001,0,1688717485,Unknown
Ravenstein,Rvs001,7,1688717485,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1688717485,Yes
Schagen,sgn001,4,1688717485,Yes
Oldenzaal,odz001,1,1688717485,Yes
Cuijk,ck001,10,1688717485,Yes
Goes,gs003,13,1688717485,Yes
Vroomshoop,vhp001,4,1688717485,Yes
Best,bet001,11,1688717485,Yes
Winterswijk,ww001,5,1688717485,Yes
Amsterdam Bijlmer ArenA,asb003,7,1688717485,Yes
Utrecht Centraal Jaarbeursplein,ut016,269,1688717485,Yes
Zuidhorn,Zh001,8,1688717485,Yes
Soestdijk,sd001,2,1688717485,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,0,1688717485,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,34,1688717485,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,9,1688717485,Yes
Maarheeze,mz001,1,1688717485,Yes
Den Haag HS,gv001,41,1688717485,Yes
Heerhugowaard,hwd003,8,1688717485,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,3,1688717485,Yes
Deventer Boerhavelaan,dv003,20,1688717485,Yes
Uden,Ow002,8,1688717485,Yes
Deventer,dv001,55,1688717485,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,2,1688717485,Yes
Den Helder Zuid,hdrz001,3,1688717485,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,112,1688717485,Yes
Sneek,sk001,3,1688717485,Yes
Geldrop,Gp001,2,1688717485,Yes
Oudenbosch,odb001,0,1688717485,Yes
Anna Paulowna,ana001,1,1688717485,Yes
Horst Sevenum,hrt001,0,1688717485,Yes
Amersfoort Schothorst,amfs001,8,1688717485,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,26,1688717485,Yes
OV-ebike Arnhem Centrum,ah003,2,1688717485,Yes
Gilze Rijen,gz001,2,1688717485,Yes
Emmen,emn001,22,1688717485,Yes
Halfweg Zwanenburg,hwzb001,2,1688717485,Yes
Hoorn Kersenboogerd,hnk001,4,1688717485,Yes
Hoorn,hn001,14,1688717485,Yes
Rotterdam Kralingse Zoom,Rta003,16,1688717485,Yes
Rhenen,rhn001,0,1688717485,Yes
Rijssen,rsn001,2,1688717485,Yes
Venlo,vl001,31,1688717485,Yes
Ommen,omn001,0,1688717485,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,9,1688717485,Yes
Groningen Noord,Gnn001,2,1688717485,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688717485,Yes
Haarlem Spaarnwoude,hlms001,1,1688717485,Yes
Dordrecht,ddr001,31,1688717485,Yes
Soest Zuid,stz001,4,1688717485,Yes
Haren,HRN002,3,1688717485,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,12,1688717485,Yes
Utrecht P+R Westraven,ut007,8,1688717485,Yes
Maastricht Randwyck,mtr001,6,1688717485,Yes
Amsterdam Muiderpoort,asdm001,8,1688717485,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,1,1688717485,Yes
Meerssen,mes001,4,1688717485,Yes
Maassluis,mss001,10,1688717485,Yes
Weesp,wp001,36,1688717485,Yes
Weert,wt003,1,1688717485,Yes
Vierlingsbeek,vlb001,6,1688717485,Yes
Amsterdam Sloterdijk,ass001,13,1688717485,Yes
Gorinchem,gr001,0,1688717485,Yes
Rotterdam Alexander,rta001,1,1688717485,Yes
Valkenburg,vk001,5,1688717485,Yes
Almelo,aml002,0,1688717485,Yes
Bloemendaal,bll001,1,1688717485,Yes
Etten-Leur,etn001,0,1688717485,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,11,1688717485,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,1,1688717485,Yes
Doetinchem,dtc001,2,1688717485,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,1,1688717485,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,5,1688717485,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,0,1688717485,Yes
Zwolle,zl004,128,1688717485,Yes
Baarn,brn002,8,1688717485,Yes
Nijmegen,nm001,36,1688717485,Yes
Bovenkarspel-Grootebroek,bkg001,4,1688717485,Yes
Dieren,dr001,0,1688717485,Yes
Zeist,db002,19,1688717485,Yes
Driebergen-Zeist,db001,73,1688717485,Yes
Echt,ec001,6,1688717485,Yes
Lelystad Centrum,lls003,8,1688717485,Yes
Middelburg,mdb002,6,1688717485,Yes
Raalte,rat001,2,1688717485,Yes
Dalfsen,dl001,1,1688717485,Yes
Rotterdam Slinge,rtd904,4,1688717485,Yes
Boxmeer,Bmr001,11,1688717485,Yes
Pijnacker,rtd906,4,1688717485,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,6,1688717485,Unknown
Voorhout,vh001,1,1688717485,Yes
Maastricht Noord,mtn001,6,1688717485,Yes
Doetinchem de Huet,dtch001,3,1688717485,Yes
Delden,ddn001,4,1688717485,Yes
Muiden P&R,wp901,6,1688717485,Yes
't Harde,Hde001,2,1688717485,Yes
Hengelo Gezondheidspark,hglg001,3,1688717485,Yes
Bodegraven,bdg001,4,1688717485,Yes
Utrecht Overvecht,uto001,1,1688717485,Yes
Hilversum Sportpark ,hvsp001,13,1688717485,Yes
Delft Zuid,dtz001,,1688717485,Yes
Vught,Vg001,3,1688717485,Yes
Amsterdam Zuid Zuidplein,asdz001,1,1688717485,Yes
Heemskerk,hk001,4,1688717485,Yes
Amsterdam Zuid Mahlerplein,asdz003,89,1688717485,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1688717485,Yes
Utrecht Zuilen,utzl001,0,1688717485,Yes
Alphen aan den Rijn,apn001,25,1688717485,Yes
Rotterdam Blaak,rtb001,10,1688717485,Yes
Vriezenveen,vz001,4,1688717485,Yes
Zwijndrecht,zwd003,26,1688717485,Yes
OV-ebike Driebergen-Zeist,db003,23,1688717485,Yes
Eindhoven Noordzijde,ehv003,24,1688717485,Yes
Eindhoven Zuidzijde (centrum),ehv002,6,1688717485,Yes
Winschoten,ws001,6,1688717485,Yes
Veghel,Btl003,6,1688717485,Yes
Naarden-Bussum,ndb002,44,1674039176,Yes
Naarden-Bussum,ndb003,34,1688717485,Yes
Woerden,wd001,28,1688717485,Yes
s-Hertogenbosch,ht001,80,1688717485,Yes
Baarn,brn001,,1666857504,Yes
Overveen,ovn001,0,1688717485,Yes
Waalwijk,ht002,7,1688717485,Yes
Maarssen,mas003,22,1688717485,Yes
Kerkrade Centrum,krd001,4,1688717485,Yes
Venray,vry001,19,1688717485,Yes
Eindhoven Strijp-S,ehb001,1,1683629913,Yes
Veenendaal West,vndw001,5,1688717485,Yes
Aalten,atn001,3,1688717485,Yes
Haarlem Fiets Inn,hlm002,150,1688717485,Yes
Bilthoven,bhv002,15,1688717485,Yes
Purmerend,pmr001,3,1688717485,Yes
Bilthoven,bhv001,,1666857504,Yes
Hardenberg,hdb001,0,1688717485,Yes
Beverwijk,bv002,27,1688717485,Yes
Boxtel,btl001,10,1688717485,Yes
Hoogezand Sappemeer,Hgz001,1,1688717485,Yes
Heerhugowaard,hwd002,23,1667896108,Yes
Amersfoort Vathorst,avat001,3,1688717485,Yes
Roermond,rm001,36,1688717485,Yes
Krommenie-Assendelft,kma001,3,1688717485,Yes
Heerlen,hrl001,29,1678868445,Yes
Schiphol,shl001,3,1688717485,Yes
Rosmalen,rs001,3,1688717485,Yes
Utrecht P+R Science Park (De Uithof) ZS,ut908,10,1666164653,Yes
Vianen OV-fiets Carrousel,ut905,23,1688717485,Yes
Utrecht P+R Papendorp,ut904,3,1688717485,Yes
Utrecht Stadhuis,ut003,8,1677604114,Yes
P + R Utrecht Science Park (De Uithof),ut906,9,1688717485,Yes
Hengelo,hgl001,,1675688931,Yes
Arnhem Centrum,ah001,158,1688717485,Yes
Utrecht Rijnsweerd,ut903,5,1688717485,Yes
Alkmaar,amr001,44,1688717485,Yes
Vlaardingen Centrum,vdg001,,1642524080,Yes
Rotterdam Centraal,rtd001,154,1688717485,Yes
Tilburg West Universiteit,tbu001,9,1688717485,Yes
Sittard,std002,19,1688717485,Yes
"Leiden Centraal, Centrumzijde",ledn002,6,1688717485,Yes
Gouda Goverwelle,gdg001,2,1688717485,Yes
Den Haag Laan van NOI,laa001,0,1688717485,Yes
Alkmaar Noord,amrn002,21,1688717485,Yes
Zandvoort,zvt001,2,1688717485,Yes
Uitgeest,utg001,0,1688717485,Yes
Alkmaar Noord,amrn003,29,1667467212,Yes
Den Helder,hdr003,6,1667896108,Yes
Nootdorp,gvc901,4,1688717485,Yes
Houten,htn001,50,1688717485,Yes
Steenwijk,swk002,9,1688717485,Yes
Lage Zwaluwe,Zlw001,4,1688717485,Yes
Hoogeveen,hgv002,23,1679582772,Yes
Zutphen,zp001,41,1688717485,Yes
Zwolle Hanzeland,zl003,12,1688717485,Yes
Breda Centrum,Bd003,74,1688717485,Yes
Den Haag Mariahoeve,gvm001,1,1688717485,Yes
Zaltbommel,zbm001,25,1677765289,Yes
Barneveld Noord,bnn001,2,1688717485,Yes
Almere Centrum Landdrostdreef,alm001,52,1688717485,Yes
Zaltbommel,zbm002,14,1688717485,Yes
Schiedam,sdm001,1,1688717485,Yes
Zoetermeer Centrum West,ztm002,18,1688717485,Yes
Borne,bn001,8,1688717485,Yes
Zevenbergen,Zvb001,1,1688717485,Yes
Driehuis,drh001,5,1688717485,Yes
Helmond Brouwhuis,hmbh001,0,1688717485,Yes
Amsterdam Centraal Stationsplein,asd010,66,1688717485,Yes
Nijmegen Heyendaal,nmh001,0,1688717485,Yes
Barendrecht,brd002,16,1688717485,Yes
Rheden,rh001,6,1688717485,Yes
Barendrecht,brd001,29,1675240492,Yes
Bergen op Zoom,bgn002,4,1688717485,Yes
Breda Belcrum,bd002,89,1688717485,Yes
Amsterdam Centraal IJzijde,asd008,76,1688717485,Yes
Amsterdam Noord,asd009,21,1688717485,Yes
Obdam,obd001,1,1688717485,Yes
Tiel,tl003,22,1688717485,Yes
Tiel,tl002,26,1677765289,Yes
Amsterdam Centraal Oost,asd002,66,1688717485,Yes
Santpoort Noord,sptn001,3,1688717485,Yes
Oss West,ow001,7,1688717485,Yes
Tilburg Zuid,tb003,113,1688717485,Yes
Groningen,gn001,216,1688717485,Yes
Groningen P+R Hoogkerk,gn002,,1667985514,Yes
Groningen P+R Kardinge,gn003,6,1667985514,Yes
Utrecht Lunetten,utl001,0,1688717485,Yes
Enschede,es002,25,1679582772,Yes
OV-fiets - Maastricht,mt001,130,1688717485,Yes
OV-ebike Maastricht,mt003,21,1688717485,Yes
Putten,pt001,0,1688717485,Yes
Houten Castellum,htnc001,32,1688717485,Yes
Heerenveen,hr001,8,1668506290,Yes
Kampen,kpn002,29,1668679584,Yes
Veendam,Vdm001,1,1688717485,Yes
Didam,did001,0,1688717485,Yes
Gouda,gd001,125,1688717485,Yes
Heemstede-Aerdenhout,had002,8,1688717485,Yes
Rotterdam Fietspunt Wilhelminakade Prinsendam,Rtd003,6,1688717485,Yes
Rotterdam Fietspunt Marconiplein,Rtd004,3,1688717485,Yes
Enkhuizen,ekz001,18,1688717485,Unknown
Hellendoorn/Nijverdal OV-fiets Carrousel,nvd001,18,1688717485,Yes
Goor,go001,2,1688717485,Yes
