description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,0,1689081504,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1689081504,Yes
Ermelo,eml001,1,1689081504,Unknown
Ravenstein,Rvs001,6,1689081504,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,4,1689081504,Yes
Schagen,sgn001,16,1689081504,Yes
Oldenzaal,odz001,2,1689081504,Yes
Cuijk,ck001,5,1689081504,Yes
Goes,gs003,9,1689081504,Yes
Vroomshoop,vhp001,1,1689081504,Yes
Best,bet001,1,1689081504,Yes
Winterswijk,ww001,2,1689081504,Yes
Amsterdam Bijlmer ArenA,asb003,16,1689081504,Yes
Utrecht Centraal Jaarbeursplein,ut016,28,1689081504,Yes
Zuidhorn,Zh001,5,1689081504,Yes
Soestdijk,sd001,0,1689081504,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,4,1689081504,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,17,1689081504,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,2,1689081504,Yes
Maarheeze,mz001,0,1689081504,Yes
Den Haag HS,gv001,3,1689081504,Yes
Heerhugowaard,hwd003,7,1689081504,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,3,1689081504,Yes
Deventer Boerhavelaan,dv003,20,1689081504,Yes
Uden,Ow002,5,1689081504,Yes
Deventer,dv001,38,1689081504,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1689081504,Yes
Den Helder Zuid,hdrz001,0,1689081504,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,14,1689081504,Yes
Sneek,sk001,1,1689081504,Yes
Geldrop,Gp001,0,1689081504,Yes
Oudenbosch,odb001,1,1689081504,Yes
Anna Paulowna,ana001,3,1689081504,Yes
Horst Sevenum,hrt001,0,1689081504,Yes
Amersfoort Schothorst,amfs001,2,1689081504,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,18,1689081504,Yes
OV-ebike Arnhem Centrum,ah003,1,1689081504,Yes
Gilze Rijen,gz001,3,1689081504,Yes
Emmen,emn001,18,1689081504,Yes
Halfweg Zwanenburg,hwzb001,2,1689081504,Yes
Hoorn Kersenboogerd,hnk001,6,1689081504,Yes
Hoorn,hn001,13,1689081504,Yes
Rotterdam Kralingse Zoom,Rta003,8,1689081504,Yes
Rhenen,rhn001,1,1689081504,Yes
Rijssen,rsn001,4,1689081504,Yes
Venlo,vl001,18,1689081504,Yes
Ommen,omn001,1,1689081504,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,6,1689081504,Yes
Groningen Noord,Gnn001,3,1689081504,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1689081504,Yes
Haarlem Spaarnwoude,hlms001,1,1689081504,Yes
Dordrecht,ddr001,8,1689081504,Yes
Soest Zuid,stz001,1,1689081504,Yes
Haren,HRN002,0,1689081504,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,13,1689081504,Yes
Utrecht P+R Westraven,ut007,12,1689081504,Yes
Maastricht Randwyck,mtr001,0,1689081504,Yes
Amsterdam Muiderpoort,asdm001,1,1689081504,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,3,1689081504,Yes
Meerssen,mes001,4,1689081504,Yes
Maassluis,mss001,10,1689081504,Yes
Weesp,wp001,1,1689081504,Yes
Weert,wt003,0,1689081504,Yes
Vierlingsbeek,vlb001,4,1689081504,Yes
Amsterdam Sloterdijk,ass001,8,1689081504,Yes
Gorinchem,gr001,0,1689081504,Yes
Rotterdam Alexander,rta001,3,1689081504,Yes
Valkenburg,vk001,1,1689081504,Yes
Almelo,aml002,0,1689081504,Yes
Bloemendaal,bll001,1,1689081504,Yes
Etten-Leur,etn001,2,1689081504,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,5,1689081504,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,2,1689081504,Yes
Doetinchem,dtc001,0,1689081504,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,2,1689081504,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1689081504,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,5,1689081504,Yes
Zwolle,zl004,20,1689081504,Yes
Baarn,brn002,2,1689081504,Yes
Nijmegen,nm001,39,1689081504,Yes
Bovenkarspel-Grootebroek,bkg001,4,1689081504,Yes
Dieren,dr001,0,1689081504,Yes
Zeist,db002,18,1689081504,Yes
Driebergen-Zeist,db001,39,1689081504,Yes
Echt,ec001,4,1689081504,Yes
Lelystad Centrum,lls003,5,1689081504,Yes
Middelburg,mdb002,2,1689081504,Yes
Raalte,rat001,0,1689081504,Yes
Dalfsen,dl001,2,1689081504,Yes
Rotterdam Slinge,rtd904,1,1689081504,Yes
Boxmeer,Bmr001,9,1689081504,Yes
Pijnacker,rtd906,2,1689081504,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,0,1689081504,Unknown
Voorhout,vh001,1,1689081504,Yes
Maastricht Noord,mtn001,7,1689081504,Yes
Doetinchem de Huet,dtch001,1,1689081504,Yes
Delden,ddn001,1,1689081504,Yes
Muiden P&R,wp901,8,1689081504,Yes
't Harde,Hde001,0,1689081504,Yes
Hengelo Gezondheidspark,hglg001,3,1689081504,Yes
Bodegraven,bdg001,3,1689081504,Yes
Utrecht Overvecht,uto001,12,1689081504,Yes
Hilversum Sportpark ,hvsp001,6,1689081504,Yes
Delft Zuid,dtz001,,1689081504,Yes
Vught,Vg001,0,1689081504,Yes
Amsterdam Zuid Zuidplein,asdz001,1,1689081504,Yes
Heemskerk,hk001,6,1689081504,Yes
Amsterdam Zuid Mahlerplein,asdz003,3,1689081504,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1689081504,Yes
Utrecht Zuilen,utzl001,0,1689081504,Yes
Alphen aan den Rijn,apn001,42,1689081504,Yes
Rotterdam Blaak,rtb001,2,1689081504,Yes
Vriezenveen,vz001,2,1689081504,Yes
Zwijndrecht,zwd003,26,1689081504,Yes
OV-ebike Driebergen-Zeist,db003,12,1689081504,Yes
Eindhoven Noordzijde,ehv003,5,1689081504,Yes
Eindhoven Zuidzijde (centrum),ehv002,16,1689081504,Yes
Winschoten,ws001,4,1689081504,Yes
Veghel,Btl003,6,1689081504,Yes
Naarden-Bussum,ndb002,44,1674039176,Yes
Naarden-Bussum,ndb003,15,1689081504,Yes
Woerden,wd001,10,1689081504,Yes
s-Hertogenbosch,ht001,1,1689081504,Yes
Baarn,brn001,,1666857504,Yes
Overveen,ovn001,2,1689081504,Yes
Waalwijk,ht002,3,1689081504,Yes
Maarssen,mas003,10,1689081504,Yes
Kerkrade Centrum,krd001,4,1689081504,Yes
Venray,vry001,18,1689081504,Yes
Eindhoven Strijp-S,ehb001,1,1683629913,Yes
Veenendaal West,vndw001,3,1689081504,Yes
Aalten,atn001,3,1689081504,Yes
Haarlem Fiets Inn,hlm002,19,1689081504,Yes
Bilthoven,bhv002,0,1689081504,Yes
Purmerend,pmr001,0,1689081504,Yes
Bilthoven,bhv001,,1666857504,Yes
Hardenberg,hdb001,0,1689081504,Yes
Beverwijk,bv002,10,1689081504,Yes
Boxtel,btl001,13,1689081504,Yes
Hoogezand Sappemeer,Hgz001,1,1689081504,Yes
Heerhugowaard,hwd002,23,1667896108,Yes
Amersfoort Vathorst,avat001,0,1689081504,Yes
Roermond,rm001,13,1689081504,Yes
Krommenie-Assendelft,kma001,3,1689081504,Yes
Heerlen,hrl001,29,1678868445,Yes
Schiphol,shl001,3,1689081504,Yes
Rosmalen,rs001,1,1689081504,Yes
Utrecht P+R Science Park (De Uithof) ZS,ut908,10,1666164653,Yes
Vianen OV-fiets Carrousel,ut905,24,1689081504,Yes
Utrecht P+R Papendorp,ut904,1,1689081504,Yes
Utrecht Stadhuis,ut003,8,1677604114,Yes
P + R Utrecht Science Park (De Uithof),ut906,9,1689081504,Yes
Hengelo,hgl001,,1675688931,Yes
Arnhem Centrum,ah001,14,1689081504,Yes
Utrecht Rijnsweerd,ut903,12,1689081504,Yes
Alkmaar,amr001,3,1689081504,Yes
Vlaardingen Centrum,vdg001,,1642524080,Yes
Rotterdam Centraal,rtd001,131,1689081504,Yes
Tilburg West Universiteit,tbu001,9,1689081504,Yes
Sittard,std002,18,1689081504,Yes
"Leiden Centraal, Centrumzijde",ledn002,7,1689081504,Yes
Gouda Goverwelle,gdg001,0,1689081504,Yes
Den Haag Laan van NOI,laa001,0,1689081504,Yes
Alkmaar Noord,amrn002,19,1689081504,Yes
Zandvoort,zvt001,1,1689081504,Yes
Uitgeest,utg001,3,1689081504,Yes
Alkmaar Noord,amrn003,29,1667467212,Yes
Den Helder,hdr003,6,1667896108,Yes
Nootdorp,gvc901,3,1689081504,Yes
Houten,htn001,27,1689081504,Yes
Steenwijk,swk002,1,1689081504,Yes
Lage Zwaluwe,Zlw001,3,1689081504,Yes
Hoogeveen,hgv002,23,1679582772,Yes
Zutphen,zp001,23,1689081504,Yes
Zwolle Hanzeland,zl003,0,1689081504,Yes
Breda Centrum,Bd003,5,1689081504,Yes
Den Haag Mariahoeve,gvm001,1,1689081504,Yes
Zaltbommel,zbm001,25,1677765289,Yes
Barneveld Noord,bnn001,1,1689081504,Yes
Almere Centrum Landdrostdreef,alm001,35,1689081504,Yes
Zaltbommel,zbm002,2,1689081504,Yes
Schiedam,sdm001,4,1689081504,Yes
Zoetermeer Centrum West,ztm002,10,1689081504,Yes
Borne,bn001,7,1689081504,Yes
Zevenbergen,Zvb001,6,1689081504,Yes
Driehuis,drh001,3,1689081504,Yes
Helmond Brouwhuis,hmbh001,1,1689081504,Yes
Amsterdam Centraal Stationsplein,asd010,8,1689081504,Yes
Nijmegen Heyendaal,nmh001,1,1689081504,Yes
Barendrecht,brd002,7,1689081504,Yes
Rheden,rh001,3,1689081504,Yes
Barendrecht,brd001,29,1675240492,Yes
Bergen op Zoom,bgn002,2,1689081504,Yes
Breda Belcrum,bd002,55,1689081504,Yes
Amsterdam Centraal IJzijde,asd008,5,1689081504,Yes
Amsterdam Noord,asd009,12,1689081504,Yes
Obdam,obd001,0,1689081504,Yes
Tiel,tl003,7,1689081504,Yes
Tiel,tl002,26,1677765289,Yes
Amsterdam Centraal Oost,asd002,5,1689081504,Yes
Santpoort Noord,sptn001,6,1689081504,Yes
Oss West,ow001,7,1689081504,Yes
Tilburg Zuid,tb003,34,1689081504,Yes
Groningen,gn001,215,1689081504,Yes
Groningen P+R Hoogkerk,gn002,,1667985514,Yes
Groningen P+R Kardinge,gn003,6,1667985514,Yes
Utrecht Lunetten,utl001,4,1689081504,Yes
Enschede,es002,25,1679582772,Yes
OV-fiets - Maastricht,mt001,85,1689081504,Yes
OV-ebike Maastricht,mt003,2,1689081504,Yes
Putten,pt001,1,1689081504,Yes
Houten Castellum,htnc001,30,1689081504,Yes
Heerenveen,hr001,8,1668506290,Yes
Kampen,kpn002,29,1668679584,Yes
Veendam,Vdm001,2,1689081504,Yes
Didam,did001,1,1689081504,Yes
Gouda,gd001,84,1689081504,Yes
Heemstede-Aerdenhout,had002,6,1689081504,Yes
Rotterdam Fietspunt Wilhelminakade Prinsendam,Rtd003,3,1689081504,Yes
Rotterdam Fietspunt Marconiplein,Rtd004,2,1689081504,Yes
Enkhuizen,ekz001,15,1689081504,Unknown
Hellendoorn/Nijverdal OV-fiets Carrousel,nvd001,7,1689081504,Yes
Goor,go001,4,1689081504,Yes
Sleeuwijk Tol West,GR002 ,3,1689081504,Yes
Barneveld Centrum,bnc001,2,1689081504,Yes
Hoofddorp,hfd002,9,1689081504,Yes
Zoetermeer Oost,ztmo001,2,1689081504,Yes
Hoogeveen,hgv003,0,1689081504,Yes
Oisterwijk,Ot001,5,1689081504,Yes
Duivendrecht,dvd001,0,1689081504,Yes
Helmond 't Hout,hmh001,4,1689081504,Yes
Den Haag Centraal Koningin Julianaplein,gvc021,31,1689081504,Yes
Dronten,DRON001,4,1689081504,Yes
Heerenveen,hr002,3,1689081504,Yes
Utrecht Leidsche Rijn,utlr001,2,1689081504,Yes
Pijnacker Zuid,rtd907,1,1689081504,Yes
Sittard,std001,26,1678868445,Yes
Heerlen,hrl002,7,1689081504,Yes
Diemen,dmn001,1,1689081504,Yes
Boxtel - Kluis,btl004,0,1689081504,Yes
Voorburg,vb002,17,1689081504,Yes
Kampen,kpn003,11,1689081504,Yes
Meppel,mp002,4,1689081504,Yes
Hoogkarspel,hks001,2,1689081504,Yes
Westervoort,wtv001,0,1689081504,Yes
