description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,3,1688911614,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688911614,Yes
Ermelo,eml001,2,1688911614,Unknown
Ravenstein,Rvs001,6,1688911614,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,6,1688911614,Yes
Schagen,sgn001,4,1688911614,Yes
Oldenzaal,odz001,0,1688911614,Yes
Cuijk,ck001,15,1688911614,Yes
Goes,gs003,15,1688911614,Yes
Vroomshoop,vhp001,4,1688911614,Yes
Best,bet001,17,1688911614,No
Winterswijk,ww001,2,1688911614,Yes
Amsterdam Bijlmer ArenA,asb003,16,1688911614,Yes
Utrecht Centraal Jaarbeursplein,ut016,375,1688911614,Yes
Zuidhorn,Zh001,6,1688911614,Yes
Soestdijk,sd001,2,1688911614,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,2,1688911614,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,12,1688911614,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,11,1688911614,Yes
Maarheeze,mz001,4,1688911614,Yes
Den Haag HS,gv001,48,1688911614,Yes
Heerhugowaard,hwd003,13,1688911614,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,11,1688911614,Yes
Deventer Boerhavelaan,dv003,18,1688911614,Yes
Uden,Ow002,7,1688911614,Yes
Deventer,dv001,86,1688911614,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688911614,Yes
Den Helder Zuid,hdrz001,5,1688911614,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,132,1688911614,Yes
Sneek,sk001,0,1688911614,Yes
Geldrop,Gp001,3,1688911614,Yes
Oudenbosch,odb001,3,1688911614,Yes
Anna Paulowna,ana001,1,1688911614,Yes
Horst Sevenum,hrt001,3,1688911614,Yes
Amersfoort Schothorst,amfs001,20,1688911614,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,44,1688911614,Yes
OV-ebike Arnhem Centrum,ah003,7,1688911614,Yes
Gilze Rijen,gz001,3,1688911614,Yes
Emmen,emn001,19,1688911614,No
Halfweg Zwanenburg,hwzb001,1,1688911614,Yes
Hoorn Kersenboogerd,hnk001,2,1688911614,Yes
Hoorn,hn001,38,1688911614,Yes
Rotterdam Kralingse Zoom,Rta003,14,1688911614,Yes
Rhenen,rhn001,1,1688911614,Yes
Rijssen,rsn001,5,1688911614,Yes
Venlo,vl001,35,1688911614,Yes
Ommen,omn001,2,1688911614,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,8,1688911614,Yes
Groningen Noord,Gnn001,5,1688911614,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688911614,Yes
Haarlem Spaarnwoude,hlms001,0,1688911614,Yes
Dordrecht,ddr001,23,1688911614,Yes
Soest Zuid,stz001,2,1688911614,Yes
Haren,HRN002,0,1688911614,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,16,1688911614,Yes
Utrecht P+R Westraven,ut007,10,1688911614,Yes
Maastricht Randwyck,mtr001,6,1688911614,Yes
Amsterdam Muiderpoort,asdm001,7,1688911614,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1688911614,Yes
Meerssen,mes001,2,1688911614,Yes
Maassluis,mss001,10,1688911614,Yes
Weesp,wp001,12,1688911614,Yes
Weert,wt003,15,1688911614,Yes
Vierlingsbeek,vlb001,3,1688911614,Yes
Amsterdam Sloterdijk,ass001,45,1688911614,Yes
Gorinchem,gr001,0,1688911614,Yes
Rotterdam Alexander,rta001,1,1688911614,Yes
Valkenburg,vk001,4,1688911614,Yes
Almelo,aml002,0,1688911614,Yes
Bloemendaal,bll001,0,1688911614,Yes
Etten-Leur,etn001,2,1688911614,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,3,1688911614,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,4,1688911614,Yes
Doetinchem,dtc001,1,1688911614,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,4,1688911614,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1688911614,Yes
