description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,2,1688713723,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,3,1688713723,Yes
Ermelo,eml001,0,1688713723,Unknown
Ravenstein,Rvs001,7,1688713723,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1688713723,Yes
Schagen,sgn001,4,1688713723,Yes
Oldenzaal,odz001,2,1688713723,Yes
Cuijk,ck001,11,1688713723,Yes
Goes,gs003,14,1688713723,Yes
Vroomshoop,vhp001,4,1688713723,Yes
Best,bet001,11,1688713723,Yes
Winterswijk,ww001,5,1688713723,Yes
Amsterdam Bijlmer ArenA,asb003,9,1688713723,Yes
Utrecht Centraal Jaarbeursplein,ut016,355,1688713723,Yes
Zuidhorn,Zh001,8,1688713723,Yes
Soestdijk,sd001,2,1688713723,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,1,1688713723,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,35,1688713723,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,15,1688713723,Yes
Maarheeze,mz001,3,1688713723,Yes
Den Haag HS,gv001,52,1688713723,Yes
Heerhugowaard,hwd003,15,1688713723,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,2,1688713723,Yes
Deventer Boerhavelaan,dv003,20,1688713723,Yes
Uden,Ow002,8,1688713723,Yes
Deventer,dv001,70,1688713723,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,2,1688713723,Yes
Den Helder Zuid,hdrz001,3,1688713723,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,159,1688713723,Yes
Sneek,sk001,3,1688713723,Yes
Geldrop,Gp001,2,1688713723,Yes
Oudenbosch,odb001,1,1688713723,Yes
Anna Paulowna,ana001,1,1688713723,Yes
Horst Sevenum,hrt001,0,1688713723,Yes
Amersfoort Schothorst,amfs001,10,1688713723,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,32,1688713723,Yes
OV-ebike Arnhem Centrum,ah003,2,1688713723,Yes
Gilze Rijen,gz001,2,1688713723,Yes
Emmen,emn001,23,1688713723,Yes
Halfweg Zwanenburg,hwzb001,2,1688713723,Yes
Hoorn Kersenboogerd,hnk001,5,1688713723,Yes
Hoorn,hn001,14,1688713723,Yes
Rotterdam Kralingse Zoom,Rta003,16,1688713723,Yes
Rhenen,rhn001,0,1688713723,Yes
Rijssen,rsn001,3,1688713723,Yes
Venlo,vl001,35,1688713723,Yes
Ommen,omn001,0,1688713723,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,9,1688713723,Yes
Groningen Noord,Gnn001,1,1688713723,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,1,1688713723,Yes
Haarlem Spaarnwoude,hlms001,1,1688713723,Yes
Dordrecht,ddr001,26,1688713723,Yes
Soest Zuid,stz001,4,1688713723,Yes
Haren,HRN002,3,1688713723,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,11,1688713723,Yes
Utrecht P+R Westraven,ut007,8,1688713723,Yes
Maastricht Randwyck,mtr001,6,1688713723,Yes
Amsterdam Muiderpoort,asdm001,17,1688713723,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,1,1688713723,Yes
Meerssen,mes001,4,1688713723,Yes
Maassluis,mss001,10,1688713723,Yes
Weesp,wp001,36,1688713723,Yes
Weert,wt003,2,1688713723,Yes
Vierlingsbeek,vlb001,6,1688713723,Yes
Amsterdam Sloterdijk,ass001,33,1688713723,Yes
Gorinchem,gr001,0,1688713723,Yes
Rotterdam Alexander,rta001,1,1688713723,Yes
Valkenburg,vk001,5,1688713723,Yes
Almelo,aml002,4,1688713723,Yes
Bloemendaal,bll001,1,1688713723,Yes
Etten-Leur,etn001,1,1688713723,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,13,1688713723,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,2,1688713723,Yes
Doetinchem,dtc001,3,1688713723,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,3,1688713723,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,7,1688713723,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,0,1688713723,Yes
Zwolle,zl004,153,1688713723,Yes
Baarn,brn002,12,1688713723,Yes
Nijmegen,nm001,60,1688713723,Yes
Bovenkarspel-Grootebroek,bkg001,4,1688713723,Yes
Dieren,dr001,0,1688713723,Yes
Zeist,db002,19,1688713723,Yes
Driebergen-Zeist,db001,80,1688713723,Yes
Echt,ec001,6,1688713723,Yes
Lelystad Centrum,lls003,6,1688713723,Yes
Middelburg,mdb002,8,1688713723,Yes
Raalte,rat001,2,1688713723,Yes
Dalfsen,dl001,2,1688713723,Yes
Rotterdam Slinge,rtd904,4,1688713723,Yes
Boxmeer,Bmr001,11,1688713723,Yes
Pijnacker,rtd906,4,1688713723,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,7,1688713723,Unknown
Voorhout,vh001,1,1688713723,Yes
Maastricht Noord,mtn001,7,1688713723,Yes
Doetinchem de Huet,dtch001,4,1688713723,Yes
Delden,ddn001,4,1688713723,Yes
Muiden P&R,wp901,7,1688713723,Yes
't Harde,Hde001,2,1688713723,Yes
Hengelo Gezondheidspark,hglg001,4,1688713723,Yes
Bodegraven,bdg001,3,1688713723,Yes
Utrecht Overvecht,uto001,0,1688713723,Yes
Hilversum Sportpark ,hvsp001,13,1688713723,No
Delft Zuid,dtz001,,1688713723,Yes
Vught,Vg001,4,1688713723,Yes
Amsterdam Zuid Zuidplein,asdz001,22,1688713723,Yes
Heemskerk,hk001,4,1688713723,Yes
Amsterdam Zuid Mahlerplein,asdz003,99,1688713723,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1688713723,Yes
Utrecht Zuilen,utzl001,0,1688713723,Yes
Alphen aan den Rijn,apn001,32,1688713723,Yes
Rotterdam Blaak,rtb001,11,1688713723,Yes
Vriezenveen,vz001,4,1688713723,Yes
Zwijndrecht,zwd003,26,1688713723,Yes
OV-ebike Driebergen-Zeist,db003,23,1688713723,Yes
Eindhoven Noordzijde,ehv003,31,1688713723,Yes
Eindhoven Zuidzijde (centrum),ehv002,14,1688713723,Yes
Winschoten,ws001,6,1688713723,Yes
Veghel,Btl003,6,1688713723,Yes
