description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,3,1688926225,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688926225,Yes
Ermelo,eml001,4,1688926225,Unknown
Ravenstein,Rvs001,4,1688926225,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,6,1688926225,Yes
Schagen,sgn001,8,1688926225,Yes
Oldenzaal,odz001,2,1688926225,Yes
Cuijk,ck001,15,1688926225,Yes
Goes,gs003,13,1688926225,Yes
Vroomshoop,vhp001,4,1688926225,Yes
Best,bet001,18,1688926225,No
Winterswijk,ww001,4,1688926225,Yes
Amsterdam Bijlmer ArenA,asb003,24,1688926225,Yes
Utrecht Centraal Jaarbeursplein,ut016,451,1688926225,Yes
Zuidhorn,Zh001,7,1688926225,Yes
Soestdijk,sd001,2,1688926225,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,4,1688926225,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,28,1688926225,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,17,1688926225,Yes
Maarheeze,mz001,4,1688926225,Yes
Den Haag HS,gv001,58,1688926225,Yes
Heerhugowaard,hwd003,15,1688926225,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,15,1688926225,Yes
Deventer Boerhavelaan,dv003,20,1688926225,Yes
Uden,Ow002,8,1688926225,Yes
Deventer,dv001,124,1688926225,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688926225,Yes
Den Helder Zuid,hdrz001,5,1688926225,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,210,1688926225,Yes
Sneek,sk001,2,1688926225,Yes
Geldrop,Gp001,2,1688926225,Yes
Oudenbosch,odb001,3,1688926225,Yes
Anna Paulowna,ana001,1,1688926225,Yes
Horst Sevenum,hrt001,5,1688926225,Yes
Amersfoort Schothorst,amfs001,27,1688926225,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,45,1688926225,Yes
OV-ebike Arnhem Centrum,ah003,15,1688926225,Yes
Gilze Rijen,gz001,4,1688926225,Yes
Emmen,emn001,19,1688926225,No
Halfweg Zwanenburg,hwzb001,0,1688926225,Yes
Hoorn Kersenboogerd,hnk001,3,1688926225,Yes
Hoorn,hn001,43,1688926225,Yes
Rotterdam Kralingse Zoom,Rta003,17,1688926225,Yes
Rhenen,rhn001,1,1688926225,Yes
Rijssen,rsn001,5,1688926225,Yes
