description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,3,1688604979,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,2,1688604979,Yes
Ermelo,eml001,2,1688604979,Unknown
Ravenstein,Rvs001,4,1688604979,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,8,1688604979,Yes
Schagen,sgn001,11,1688604979,Yes
Oldenzaal,odz001,4,1688604979,Yes
Cuijk,ck001,14,1688604979,Yes
Goes,gs003,20,1688604979,No
Vroomshoop,vhp001,4,1688604979,Yes
Best,bet001,23,1688604979,No
Winterswijk,ww001,5,1688604979,Yes
Amsterdam Bijlmer ArenA,asb003,10,1688604979,No
Utrecht Centraal Jaarbeursplein,ut016,529,1688604979,Yes
Zuidhorn,Zh001,8,1688604979,Yes
Soestdijk,sd001,3,1688604979,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,2,1688604979,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,40,1688604979,No
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,23,1688604979,No
Maarheeze,mz001,3,1688604979,Yes
Den Haag HS,gv001,48,1688604979,No
Heerhugowaard,hwd003,24,1688604979,No
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,18,1688604979,No
Deventer Boerhavelaan,dv003,20,1688604979,Yes
Uden,Ow002,8,1688604979,Yes
Deventer,dv001,126,1688604979,No
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,4,1688604979,Yes
Den Helder Zuid,hdrz001,5,1688604979,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,256,1688604979,Yes
Sneek,sk001,3,1688604979,Yes
Geldrop,Gp001,2,1688604979,Yes
Oudenbosch,odb001,3,1688604979,Yes
Anna Paulowna,ana001,2,1688604979,Yes
Horst Sevenum,hrt001,4,1688604979,Yes
Amersfoort Schothorst,amfs001,21,1688604979,No
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,39,1688604979,No
OV-ebike Arnhem Centrum,ah003,13,1688604979,No
Gilze Rijen,gz001,7,1688604979,Yes
Emmen,emn001,24,1688604979,No
Halfweg Zwanenburg,hwzb001,5,1688604979,Yes
Hoorn Kersenboogerd,hnk001,6,1688604979,Yes
Hoorn,hn001,55,1688604979,No
Rotterdam Kralingse Zoom,Rta003,16,1688604979,Yes
Rhenen,rhn001,2,1688604979,Yes
Rijssen,rsn001,8,1688604979,Yes
Venlo,vl001,53,1688604979,No
Ommen,omn001,2,1688604979,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,13,1688604979,No
Groningen Noord,Gnn001,0,1688604979,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,1,1688604979,Yes
Haarlem Spaarnwoude,hlms001,1,1688604979,Yes
Dordrecht,ddr001,46,1688604979,No
Soest Zuid,stz001,5,1688604979,Yes
Haren,HRN002,5,1688604979,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,22,1688604979,Yes
Utrecht P+R Westraven,ut007,8,1688604979,Yes
Maastricht Randwyck,mtr001,7,1688604979,Yes
