description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,5,1688940447,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688940447,Yes
Ermelo,eml001,4,1688940447,Unknown
Ravenstein,Rvs001,4,1688940447,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1688940447,Yes
Schagen,sgn001,8,1688940447,Yes
Oldenzaal,odz001,2,1688940447,Yes
Cuijk,ck001,15,1688940447,Yes
Goes,gs003,13,1688940447,Yes
Vroomshoop,vhp001,4,1688940447,Yes
Best,bet001,17,1688940447,No
Winterswijk,ww001,4,1688940447,Yes
Amsterdam Bijlmer ArenA,asb003,26,1688940447,Yes
Utrecht Centraal Jaarbeursplein,ut016,516,1688940447,Yes
Zuidhorn,Zh001,7,1688940447,Yes
Soestdijk,sd001,2,1688940447,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,6,1688940447,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,47,1688940447,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,15,1688940447,Yes
Maarheeze,mz001,4,1688940447,Yes
Den Haag HS,gv001,76,1688940447,Yes
Heerhugowaard,hwd003,18,1688940447,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,11,1688940447,Yes
Deventer Boerhavelaan,dv003,20,1688940447,Yes
Uden,Ow002,8,1688940447,Yes
Deventer,dv001,134,1688940447,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688940447,Yes
Den Helder Zuid,hdrz001,5,1688940447,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,293,1688940447,Yes
Sneek,sk001,2,1688940447,Yes
Geldrop,Gp001,2,1688940447,Yes
Oudenbosch,odb001,3,1688940447,Yes
Anna Paulowna,ana001,1,1688940447,Yes
Horst Sevenum,hrt001,4,1688940447,Yes
Amersfoort Schothorst,amfs001,28,1688940447,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,51,1688940447,Yes
OV-ebike Arnhem Centrum,ah003,8,1688940447,Yes
Gilze Rijen,gz001,5,1688940447,Yes
Emmen,emn001,18,1688940447,No
Halfweg Zwanenburg,hwzb001,2,1688940447,Yes
Hoorn Kersenboogerd,hnk001,4,1688940447,Yes
Hoorn,hn001,49,1688940447,Yes
Rotterdam Kralingse Zoom,Rta003,17,1688940447,Yes
Rhenen,rhn001,1,1688940447,Yes
