description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,2,1714802087,OV_FIETS,Yes
Brummen,bmn001,4,1714802087,OV_FIETS,Yes
Ermelo,eml001,4,1714802087,OV_FIETS,Unknown
Ravenstein,Rvs001,7,1714802087,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,53,1714802087,OV_FIETS,Yes
Nijmegen Goffert,nmgo001,4,1714802087,OV_FIETS,Yes
Lochem,lc001,3,1714802087,OV_FIETS,Yes
Bergen op Zoom,bgn002,15,1714802087,OV_FIETS,Yes
Oldenzaal,odz001,2,1714802087,OV_FIETS,Yes
Cuijk,ck001,17,1714802087,OV_FIETS,Yes
Veenendaal-De klomp,klp001,24,1714802087,OV_FIETS,Yes
Vroomshoop,vhp001,3,1714802087,OV_FIETS,Yes
Best,bet001,20,1714802087,OV_FIETS,No
Winterswijk,ww001,1,1714802087,OV_FIETS,Yes
Amsterdam Bijlmer ArenA,asb003,0,1695282760,OV_FIETS,Yes
Boxtel - Kluis,btl004,8,1714802087,OV_FIETS,Yes
Zuidhorn,Zh001,8,1714802087,OV_FIETS,Yes
Houten Castellum,htnc001,40,1714802087,OV_FIETS,Yes
Voorhout,vh001,2,1714802087,OV_FIETS,Yes
Tilburg Reeshof,tbr001,1,1714802087,OV_FIETS,Yes
Harderwijk,hd001,49,1714802087,OV_FIETS,Yes
Utrecht P+R Westraven,ut007,12,1714802087,OV_FIETS,Yes
Den Haag HS,gv001,43,1714802087,OV_FIETS,Yes
Heerhugowaard,hwd003,25,1714802087,OV_FIETS,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,7,1714802087,OV_FIETS,Yes
Deventer Boerhavelaan,dv003,17,1714802087,OV_FIETS,Yes
Uden,Ow002,5,1714802087,OV_FIETS,Yes
Deventer,dv001,97,1714802087,OV_FIETS,Yes
"Leiden Centraal, Centrumzijde",ledn002,3,1714802087,OV_FIETS,No
Helmond Brandevoort,hmbv001,3,1714802087,OV_FIETS,Yes
Den Helder Zuid,hdrz001,5,1714802087,OV_FIETS,Yes
Castricum,cas002,41,1714802087,OV_FIETS,Yes
Sneek,sk001,7,1714802087,OV_FIETS,Yes
Geldrop,Gp001,6,1714802087,OV_FIETS,Yes
Oudenbosch,odb001,4,1714802087,OV_FIETS,Yes
Anna Paulowna,ana001,4,1714802087,OV_FIETS,Yes
Goes,gs003,21,1714802087,OV_FIETS,Yes
Amersfoort Schothorst,amfs001,25,1714802087,OV_FIETS,Yes
Roosendaal,rsd002,37,1714802087,OV_FIETS,Yes
OV-ebike Arnhem Centrum,ah003,16,1714802087,OV_FIETS,Yes
Gilze Rijen,gz001,4,1714802087,OV_FIETS,Yes
Halfweg Zwanenburg,hwzb001,6,1714802087,OV_FIETS,Yes
Hoorn Kersenboogerd,hnk001,5,1714802087,OV_FIETS,Yes
Hoorn,hn001,50,1714802087,OV_FIETS,Yes
Rotterdam Kralingse Zoom,Rta003,17,1714802087,OV_FIETS,Yes
Boskoop,bsk001,3,1714802087,OV_FIETS,Yes
Rijssen,rsn001,9,1714802087,OV_FIETS,Yes
Venlo,vl001,51,1714802087,OV_FIETS,Yes
Ommen,omn001,0,1714802087,OV_FIETS,Yes
Culemborg,cl003,26,1714802087,OV_FIETS,Yes
Groningen Noord,Gnn001,0,1714802087,OV_FIETS,Yes
Eindhoven Strijp-S,ehs001,0,1714802087,OV_FIETS,Yes
Haarlem Spaarnwoude,hlms001,5,1714802087,OV_FIETS,Yes
Voorburg,vb002,23,1714802087,OV_FIETS,Yes
Soest Zuid,stz001,0,1714802087,OV_FIETS,Yes
Haren,HRN002,5,1714802087,OV_FIETS,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,21,1714802087,OV_FIETS,Yes
Maarheeze,mz001,2,1714802087,OV_FIETS,Yes
Maastricht Randwyck,mtr001,2,1714802087,OV_FIETS,Yes
Amsterdam Muiderpoort,asdm001,19,1714802087,OV_FIETS,Yes
Dieren,dr001,3,1714802087,OV_FIETS,Yes
Wolfheze,wf001,4,1714802087,OV_FIETS,Yes
Meerssen,mes001,3,1714802087,OV_FIETS,Yes
Dordrecht,ddr001,52,1714802087,OV_FIETS,Yes
Maassluis,mss001,7,1714802087,OV_FIETS,No
Weesp,wp001,38,1714802087,OV_FIETS,Yes
Vierlingsbeek,vlb001,6,1714802087,OV_FIETS,Yes
Amsterdam Sloterdijk,ass001,136,1714802087,OV_FIETS,Yes
Gorinchem,gr001,4,1714802087,OV_FIETS,Yes
Rotterdam Alexander,rta001,0,1714802087,OV_FIETS,Yes
Valkenburg,vk001,1,1714802087,OV_FIETS,Yes
Almelo,aml002,19,1714802087,OV_FIETS,Yes
