description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,4,1688674156,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688674156,Yes
Ermelo,eml001,0,1688674156,Unknown
Ravenstein,Rvs001,6,1688674156,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,8,1688674156,Yes
Schagen,sgn001,7,1688674156,Yes
Oldenzaal,odz001,3,1688674156,Yes
Cuijk,ck001,11,1688674156,Yes
Goes,gs003,20,1688674156,Yes
Vroomshoop,vhp001,4,1688674156,Yes
Best,bet001,25,1688674156,No
Winterswijk,ww001,5,1688674156,Yes
Amsterdam Bijlmer ArenA,asb003,16,1688674156,Yes
Utrecht Centraal Jaarbeursplein,ut016,461,1688674156,Yes
Zuidhorn,Zh001,8,1688674156,Yes
Soestdijk,sd001,4,1688674156,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,6,1688674156,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,36,1688674156,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,22,1688674156,Yes
Maarheeze,mz001,3,1688674156,Yes
Den Haag HS,gv001,4,1688674156,Yes
Heerhugowaard,hwd003,21,1688674156,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,4,1688674156,Yes
Deventer Boerhavelaan,dv003,20,1688674156,Yes
Uden,Ow002,8,1688674156,Yes
Deventer,dv001,92,1688674156,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688674156,Yes
Den Helder Zuid,hdrz001,4,1688674156,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,115,1688674156,Yes
Sneek,sk001,4,1688674156,Yes
Geldrop,Gp001,1,1688674156,Yes
Oudenbosch,odb001,2,1688674156,Yes
Anna Paulowna,ana001,2,1688674156,Yes
Horst Sevenum,hrt001,3,1688674156,Yes
Amersfoort Schothorst,amfs001,28,1688674156,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,43,1688674156,Yes
OV-ebike Arnhem Centrum,ah003,14,1688674156,Yes
Gilze Rijen,gz001,4,1688674156,Yes
Emmen,emn001,22,1688674156,No
Halfweg Zwanenburg,hwzb001,4,1688674156,Yes
Hoorn Kersenboogerd,hnk001,6,1688674156,Yes
Hoorn,hn001,14,1688674156,Yes
Rotterdam Kralingse Zoom,Rta003,20,1688674156,Yes
Rhenen,rhn001,1,1688674156,Yes
Rijssen,rsn001,5,1688674156,Yes
Venlo,vl001,45,1688674156,Yes
Ommen,omn001,0,1688674156,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,17,1688674156,Yes
Groningen Noord,Gnn001,0,1688674156,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,1,1688674156,Yes
Haarlem Spaarnwoude,hlms001,2,1688674156,Yes
Dordrecht,ddr001,41,1688674156,Yes
Soest Zuid,stz001,4,1688674156,Yes
Haren,HRN002,1,1688674156,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,15,1688674156,Yes
Utrecht P+R Westraven,ut007,7,1688674156,Yes
Maastricht Randwyck,mtr001,7,1688674156,Yes
Amsterdam Muiderpoort,asdm001,27,1688674156,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,2,1688674156,Yes
Meerssen,mes001,4,1688674156,Yes
Maassluis,mss001,10,1688674156,Yes
Weesp,wp001,40,1688674156,Yes
Weert,wt003,15,1688674156,Yes
Vierlingsbeek,vlb001,6,1688674156,Yes
Amsterdam Sloterdijk,ass001,71,1688674156,Yes
Gorinchem,gr001,2,1688674156,Yes
Rotterdam Alexander,rta001,1,1688674156,Yes
Valkenburg,vk001,5,1688674156,Yes
Almelo,aml002,19,1688674156,Yes
Bloemendaal,bll001,0,1688674156,Yes
Etten-Leur,etn001,3,1688674156,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,11,1688674156,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,3,1688674156,Yes
Doetinchem,dtc001,2,1688674156,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,2,1688674156,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1688674156,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,2,1688674156,Yes
Zwolle,zl004,222,1688674156,Yes
Baarn,brn002,27,1688674156,Yes
Nijmegen,nm001,64,1688674156,Yes
Bovenkarspel-Grootebroek,bkg001,3,1688674156,Yes
Dieren,dr001,4,1688674156,Yes
Zeist,db002,20,1688674156,Yes
Driebergen-Zeist,db001,118,1688674156,Yes
Echt,ec001,7,1688674156,Yes
Lelystad Centrum,lls003,10,1688674156,Yes
Middelburg,mdb002,12,1688674156,Yes
Raalte,rat001,4,1688674156,Yes
Dalfsen,dl001,4,1688674156,Yes
Rotterdam Slinge,rtd904,6,1688674156,Yes
Boxmeer,Bmr001,13,1688674156,Yes
Pijnacker,rtd906,4,1688674156,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,7,1688674156,Unknown
Voorhout,vh001,2,1688674156,Yes
Maastricht Noord,mtn001,7,1688674156,Yes
Doetinchem de Huet,dtch001,5,1688674156,Yes
Delden,ddn001,3,1688674156,Yes
Muiden P&R,wp901,7,1688674156,Yes
't Harde,Hde001,3,1688674156,Yes
Hengelo Gezondheidspark,hglg001,5,1688674156,Yes
Bodegraven,bdg001,4,1688674156,Yes
Utrecht Overvecht,uto001,7,1688674156,Yes
Hilversum Sportpark ,hvsp001,13,1688674156,No
Delft Zuid,dtz001,,1688674156,Yes
Vught,Vg001,4,1688674156,Yes
Amsterdam Zuid Zuidplein,asdz001,33,1688674156,Yes
Heemskerk,hk001,5,1688674156,Yes
Amsterdam Zuid Mahlerplein,asdz003,91,1688674156,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1688674156,Yes
Utrecht Zuilen,utzl001,8,1688674156,Yes
Alphen aan den Rijn,apn001,45,1688674156,Yes
Rotterdam Blaak,rtb001,10,1688674156,No
Vriezenveen,vz001,4,1688674156,Yes
Zwijndrecht,zwd003,30,1688674156,Yes
OV-ebike Driebergen-Zeist,db003,20,1688674156,Yes
Eindhoven Noordzijde,ehv003,58,1688674156,No
Eindhoven Zuidzijde (centrum),ehv002,70,1688674156,Yes
Winschoten,ws001,6,1688674156,Yes
Veghel,Btl003,6,1688674156,Yes
Naarden-Bussum,ndb002,44,1674039176,Yes
Naarden-Bussum,ndb003,50,1688674156,Yes
Woerden,wd001,53,1688674156,Yes
s-Hertogenbosch,ht001,189,1688674156,Yes
Baarn,brn001,,1666857504,Yes
Overveen,ovn001,1,1688674156,Yes
Waalwijk,ht002,7,1688674156,Yes
Maarssen,mas003,27,1688674156,Yes
Kerkrade Centrum,krd001,4,1688674156,Yes
Venray,vry001,19,1688674156,Yes
Eindhoven Strijp-S,ehb001,1,1683629913,Yes
Veenendaal West,vndw001,6,1688674156,Yes
Aalten,atn001,4,1688674156,Yes
Haarlem Fiets Inn,hlm002,176,1688674156,Yes
Bilthoven,bhv002,24,1688674156,Yes
Purmerend,pmr001,4,1688674156,Yes
Bilthoven,bhv001,,1666857504,Yes
Hardenberg,hdb001,3,1688674156,Yes
Beverwijk,bv002,47,1688674156,Yes
Boxtel,btl001,16,1688674156,No
Hoogezand Sappemeer,Hgz001,4,1688674156,Yes
Heerhugowaard,hwd002,23,1667896108,Yes
Amersfoort Vathorst,avat001,3,1688674156,Yes
Roermond,rm001,43,1688674156,Yes
Krommenie-Assendelft,kma001,2,1688674156,Yes
Heerlen,hrl001,29,1678868445,Yes
Schiphol,shl001,3,1688674156,Yes
Rosmalen,rs001,7,1688674156,Yes
Utrecht P+R Science Park (De Uithof) ZS,ut908,10,1666164653,Yes
Vianen OV-fiets Carrousel,ut905,24,1688674156,Yes
Utrecht P+R Papendorp,ut904,3,1688674156,Yes
Utrecht Stadhuis,ut003,8,1677604114,Yes
P + R Utrecht Science Park (De Uithof),ut906,9,1688674156,Yes
Hengelo,hgl001,,1675688931,Yes
Arnhem Centrum,ah001,227,1688674156,Yes
Utrecht Rijnsweerd,ut903,8,1688674156,Yes
Alkmaar,amr001,75,1688674156,Yes
Vlaardingen Centrum,vdg001,,1642524080,Yes
Rotterdam Centraal,rtd001,243,1688674156,Yes
Tilburg West Universiteit,tbu001,0,1688674156,Yes
Sittard,std002,24,1688674156,Yes
"Leiden Centraal, Centrumzijde",ledn002,21,1688674156,No
Gouda Goverwelle,gdg001,0,1688674156,Yes
Den Haag Laan van NOI,laa001,1,1688674156,Yes
Alkmaar Noord,amrn002,27,1688674156,Yes
Zandvoort,zvt001,10,1688674156,Yes
Uitgeest,utg001,3,1688674156,Yes
Alkmaar Noord,amrn003,29,1667467212,Yes
Den Helder,hdr003,6,1667896108,Yes
Nootdorp,gvc901,2,1688674156,Yes
Houten,htn001,60,1688674156,Yes
Steenwijk,swk002,10,1688674156,Yes
Lage Zwaluwe,Zlw001,3,1688674156,Yes
Hoogeveen,hgv002,23,1679582772,Yes
Zutphen,zp001,54,1688674156,Yes
Zwolle Hanzeland,zl003,16,1688674156,Yes
Breda Centrum,Bd003,138,1688674156,No
Den Haag Mariahoeve,gvm001,2,1688674156,Yes
Zaltbommel,zbm001,25,1677765289,Yes
Barneveld Noord,bnn001,4,1688674156,Yes
Almere Centrum Landdrostdreef,alm001,59,1688674156,Yes
Zaltbommel,zbm002,25,1688674156,Yes
Schiedam,sdm001,20,1688674156,Yes
Zoetermeer Centrum West,ztm002,17,1688674156,Yes
Borne,bn001,8,1688674156,Yes
Zevenbergen,Zvb001,4,1688674156,Yes
Driehuis,drh001,6,1688674156,Yes
Helmond Brouwhuis,hmbh001,2,1688674156,Yes
Amsterdam Centraal Stationsplein,asd010,113,1688674156,Yes
Nijmegen Heyendaal,nmh001,0,1688674156,Yes
Barendrecht,brd002,22,1688674156,Yes
Rheden,rh001,4,1688674156,Yes
Barendrecht,brd001,29,1675240492,Yes
Bergen op Zoom,bgn002,21,1688674156,Yes
Breda Belcrum,bd002,106,1688674156,Yes
Amsterdam Centraal IJzijde,asd008,139,1688674156,Yes
Amsterdam Noord,asd009,25,1688674156,Yes
Obdam,obd001,3,1688674156,Yes
Tiel,tl003,25,1688674156,Yes
Tiel,tl002,26,1677765289,Yes
Amsterdam Centraal Oost,asd002,119,1688674156,Yes
Santpoort Noord,sptn001,6,1688674156,Yes
Oss West,ow001,6,1688674156,Yes
Tilburg Zuid,tb003,183,1688674156,Yes
Groningen,gn001,162,1688674156,Yes
Groningen P+R Hoogkerk,gn002,,1667985514,Yes
Groningen P+R Kardinge,gn003,6,1667985514,Yes
Utrecht Lunetten,utl001,2,1688674156,Yes
Enschede,es002,25,1679582772,Yes
OV-fiets - Maastricht,mt001,152,1688674156,Yes
OV-ebike Maastricht,mt003,21,1688674156,Yes
Putten,pt001,2,1688674156,Yes
Houten Castellum,htnc001,30,1688674156,Yes
Heerenveen,hr001,8,1668506290,Yes
Kampen,kpn002,29,1668679584,Yes
Veendam,Vdm001,4,1688674156,Yes
Didam,did001,2,1688674156,Yes
Gouda,gd001,175,1688674156,Yes
Heemstede-Aerdenhout,had002,17,1688674156,Yes
Rotterdam Fietspunt Wilhelminakade Prinsendam,Rtd003,6,1688674156,Yes
Rotterdam Fietspunt Marconiplein,Rtd004,8,1688674156,Yes
Enkhuizen,ekz001,18,1688674156,Unknown
Hellendoorn/Nijverdal OV-fiets Carrousel,nvd001,17,1688674156,Yes
Goor,go001,3,1688674156,Yes
Sleeuwijk Tol West,GR002 ,3,1688674156,Yes
Barneveld Centrum,bnc001,2,1688674156,Yes
Hoofddorp,hfd002,59,1688674156,Yes
Zoetermeer Oost,ztmo001,1,1688674156,Yes
Hoogeveen,hgv003,24,1688674156,Yes
Oisterwijk,Ot001,7,1688674156,Yes
Duivendrecht,dvd001,3,1688674156,Yes
Helmond 't Hout,hmh001,3,1688674156,Yes
Den Haag Centraal Koningin Julianaplein,gvc021,329,1688674156,Yes
Dronten,DRON001,5,1688674156,Yes
Heerenveen,hr002,21,1688674156,Yes
Utrecht Leidsche Rijn,utlr001,2,1688674156,Yes
Pijnacker Zuid,rtd907,2,1688674156,Yes
Sittard,std001,26,1678868445,Yes
Heerlen,hrl002,17,1688674156,Yes
Diemen,dmn001,1,1688674156,Yes
Boxtel - Kluis,btl004,0,1688674156,Yes
