description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,4,1688792855,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1688792855,Yes
Ermelo,eml001,3,1688792855,Unknown
Ravenstein,Rvs001,6,1688792855,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,4,1688792855,Yes
Schagen,sgn001,0,1688792855,Yes
Oldenzaal,odz001,4,1688792855,Yes
Cuijk,ck001,17,1688792855,Yes
Goes,gs003,16,1688792855,Yes
Vroomshoop,vhp001,4,1688792855,Yes
Best,bet001,16,1688792855,No
Winterswijk,ww001,1,1688792855,Yes
Amsterdam Bijlmer ArenA,asb003,19,1688792855,Yes
Utrecht Centraal Jaarbeursplein,ut016,371,1688792855,Yes
Zuidhorn,Zh001,8,1688792855,Yes
Soestdijk,sd001,2,1688792855,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,2,1688792855,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,20,1688792855,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,13,1688792855,Yes
Maarheeze,mz001,3,1688792855,Yes
Den Haag HS,gv001,37,1688792855,Yes
Heerhugowaard,hwd003,19,1688792855,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,5,1688792855,Yes
Deventer Boerhavelaan,dv003,17,1688792855,Yes
Uden,Ow002,8,1688792855,Yes
Deventer,dv001,45,1688792855,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,0,1688792855,Yes
Den Helder Zuid,hdrz001,4,1688792855,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,137,1688792855,Yes
Sneek,sk001,0,1688792855,Yes
Geldrop,Gp001,2,1688792855,Yes
Oudenbosch,odb001,3,1688792855,Yes
Anna Paulowna,ana001,1,1688792855,Yes
Horst Sevenum,hrt001,1,1688792855,Yes
Amersfoort Schothorst,amfs001,26,1688792855,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,42,1688792855,Yes
OV-ebike Arnhem Centrum,ah003,2,1688792855,Yes
Gilze Rijen,gz001,7,1688792855,Yes
Emmen,emn001,20,1688792855,No
Halfweg Zwanenburg,hwzb001,5,1688792855,Yes
Hoorn Kersenboogerd,hnk001,8,1688792855,Yes
Hoorn,hn001,14,1688792855,Yes
Rotterdam Kralingse Zoom,Rta003,12,1688792855,Yes
Rhenen,rhn001,0,1688792855,Yes
Rijssen,rsn001,7,1688792855,Yes
Venlo,vl001,47,1688792855,Yes
Ommen,omn001,0,1688792855,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,12,1688792855,Yes
Groningen Noord,Gnn001,1,1688792855,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688792855,Yes
Haarlem Spaarnwoude,hlms001,2,1688792855,Yes
Dordrecht,ddr001,21,1688792855,Yes
Soest Zuid,stz001,3,1688792855,Yes
Haren,HRN002,3,1688792855,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,20,1688792855,Yes
Utrecht P+R Westraven,ut007,8,1688792855,Yes
Maastricht Randwyck,mtr001,3,1688792855,Yes
Amsterdam Muiderpoort,asdm001,11,1688792855,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,1,1688792855,Yes
Meerssen,mes001,2,1688792855,Yes
Maassluis,mss001,10,1688792855,No
Weesp,wp001,39,1688792855,Yes
Weert,wt003,8,1688792855,Yes
Vierlingsbeek,vlb001,5,1688792855,Yes
Amsterdam Sloterdijk,ass001,73,1688792855,Yes
Gorinchem,gr001,0,1688792855,Yes
Rotterdam Alexander,rta001,1,1688792855,Yes
Valkenburg,vk001,2,1688792855,Yes
Almelo,aml002,0,1688792855,Yes
Bloemendaal,bll001,4,1688792855,Yes
Etten-Leur,etn001,3,1688792855,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,10,1688792855,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,1,1688792855,Yes
Doetinchem,dtc001,4,1688792855,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,4,1688792855,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,4,1688792855,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,7,1688792855,Yes
Zwolle,zl004,222,1688792855,Yes
Baarn,brn002,24,1688792855,Yes
Nijmegen,nm001,66,1688792855,Yes
Bovenkarspel-Grootebroek,bkg001,3,1688792855,Yes
Dieren,dr001,0,1688792855,Yes
Zeist,db002,16,1688792855,Yes
Driebergen-Zeist,db001,116,1688792855,Yes
Echt,ec001,6,1688792855,Yes
Lelystad Centrum,lls003,2,1688792855,Yes
Middelburg,mdb002,2,1688792855,Yes
Raalte,rat001,5,1688792855,Yes
Dalfsen,dl001,2,1688792855,Yes
Rotterdam Slinge,rtd904,4,1688792855,Yes
Boxmeer,Bmr001,13,1688792855,Yes
Pijnacker,rtd906,3,1688792855,Yes
