description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,2,1689102424,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1689102424,Yes
Ermelo,eml001,1,1689102424,Unknown
Ravenstein,Rvs001,4,1689102424,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1689102424,Yes
Schagen,sgn001,14,1689102424,Yes
Oldenzaal,odz001,4,1689102424,Yes
Cuijk,ck001,13,1689102424,Yes
Goes,gs003,17,1689102424,Yes
Vroomshoop,vhp001,3,1689102424,Yes
Best,bet001,17,1689102424,No
Winterswijk,ww001,4,1689102424,Yes
Amsterdam Bijlmer ArenA,asb003,17,1689102424,Yes
Utrecht Centraal Jaarbeursplein,ut016,489,1689102424,Yes
Zuidhorn,Zh001,0,1689102424,Yes
Soestdijk,sd001,1,1689102424,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,5,1689102424,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,40,1689102424,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,14,1689102424,Yes
Maarheeze,mz001,2,1689102424,Yes
Den Haag HS,gv001,30,1689102424,Yes
Heerhugowaard,hwd003,17,1689102424,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,13,1689102424,Yes
Deventer Boerhavelaan,dv003,20,1689102424,Yes
Uden,Ow002,7,1689102424,Yes
Deventer,dv001,109,1689102424,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,4,1689102424,Yes
Den Helder Zuid,hdrz001,5,1689102424,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,248,1689102424,Yes
Sneek,sk001,2,1689102424,Yes
Geldrop,Gp001,2,1689102424,Yes
Oudenbosch,odb001,3,1689102424,Yes
Anna Paulowna,ana001,2,1689102424,Yes
Horst Sevenum,hrt001,3,1689102424,Yes
Amersfoort Schothorst,amfs001,21,1689102424,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,47,1689102424,Yes
OV-ebike Arnhem Centrum,ah003,15,1689102424,Yes
Gilze Rijen,gz001,5,1689102424,Yes
Emmen,emn001,22,1689102424,No
Halfweg Zwanenburg,hwzb001,1,1689102424,Yes
Hoorn Kersenboogerd,hnk001,7,1689102424,Yes
Hoorn,hn001,46,1689102424,Yes
Rotterdam Kralingse Zoom,Rta003,8,1689102424,Yes
Rhenen,rhn001,2,1689102424,Yes
Rijssen,rsn001,6,1689102424,Yes
Venlo,vl001,40,1689102424,Yes
Ommen,omn001,3,1689102424,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,15,1689102424,Yes
Groningen Noord,Gnn001,3,1689102424,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1689102424,Yes
Haarlem Spaarnwoude,hlms001,0,1689102424,Yes
Dordrecht,ddr001,35,1689102424,Yes
Soest Zuid,stz001,1,1689102424,Yes
Haren,HRN002,6,1689102424,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,18,1689102424,Yes
Utrecht P+R Westraven,ut007,13,1689102424,Yes
Maastricht Randwyck,mtr001,2,1689102424,Yes
Amsterdam Muiderpoort,asdm001,42,1689102424,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1689102424,Yes
Meerssen,mes001,4,1689102424,Yes
Maassluis,mss001,10,1689102424,Yes
Weesp,wp001,22,1689102424,Yes
Weert,wt003,2,1689102424,Yes
Vierlingsbeek,vlb001,5,1689102424,Yes
Amsterdam Sloterdijk,ass001,108,1689102424,Yes
Gorinchem,gr001,1,1689102424,Yes
Rotterdam Alexander,rta001,6,1689102424,Yes
Valkenburg,vk001,4,1689102424,Yes
Almelo,aml002,0,1689102424,Yes
Bloemendaal,bll001,1,1689102424,Yes
Etten-Leur,etn001,2,1689102424,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,12,1689102424,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,3,1689102424,Yes
Doetinchem,dtc001,6,1689102424,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,3,1689102424,Yes
