description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,0,1688649695,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,2,1688649695,Yes
Ermelo,eml001,0,1688649695,Unknown
Ravenstein,Rvs001,6,1688649695,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,4,1688649695,Yes
Schagen,sgn001,5,1688649695,Yes
Oldenzaal,odz001,0,1688649695,Yes
Cuijk,ck001,9,1688649695,Yes
Goes,gs003,0,1688649695,Yes
Vroomshoop,vhp001,4,1688649695,Yes
Best,bet001,3,1688649695,Yes
Winterswijk,ww001,0,1688649695,Yes
Amsterdam Bijlmer ArenA,asb003,1,1688649695,Yes
Utrecht Centraal Jaarbeursplein,ut016,0,1688649695,Yes
Zuidhorn,Zh001,8,1688649695,Yes
Soestdijk,sd001,2,1688649695,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,1,1688649695,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,8,1688649695,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,0,1688649695,Yes
Maarheeze,mz001,3,1688649695,Yes
Den Haag HS,gv001,2,1688649695,Yes
Heerhugowaard,hwd003,4,1688649695,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,1,1688649695,Yes
Deventer Boerhavelaan,dv003,20,1688649695,Yes
Uden,Ow002,8,1688649695,Yes
Deventer,dv001,8,1688649695,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,2,1688649695,Yes
Den Helder Zuid,hdrz001,0,1688649695,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,10,1688649695,Yes
Sneek,sk001,2,1688649695,Yes
Geldrop,Gp001,0,1688649695,Yes
Oudenbosch,odb001,1,1688649695,Yes
Anna Paulowna,ana001,2,1688649695,Yes
Horst Sevenum,hrt001,0,1688649695,Yes
Amersfoort Schothorst,amfs001,1,1688649695,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,9,1688649695,Yes
OV-ebike Arnhem Centrum,ah003,8,1688649695,Yes
Gilze Rijen,gz001,0,1688649695,Yes
Emmen,emn001,20,1688649695,Yes
Halfweg Zwanenburg,hwzb001,2,1688649695,Yes
Hoorn Kersenboogerd,hnk001,1,1688649695,Yes
Hoorn,hn001,14,1688649695,Yes
Rotterdam Kralingse Zoom,Rta003,4,1688649695,Yes
Rhenen,rhn001,0,1688649695,Yes
Rijssen,rsn001,3,1688649695,Yes
Venlo,vl001,23,1688649695,Yes
Ommen,omn001,1,1688649695,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,2,1688649695,Yes
