description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,0,1688825228,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688825228,Yes
Ermelo,eml001,0,1688825228,Unknown
Ravenstein,Rvs001,7,1688825228,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1688825228,Yes
Schagen,sgn001,0,1688825228,Yes
Oldenzaal,odz001,1,1688825228,Yes
Cuijk,ck001,13,1688825228,Yes
Goes,gs003,6,1688825228,Yes
Vroomshoop,vhp001,4,1688825228,Yes
Best,bet001,13,1688825228,No
Winterswijk,ww001,0,1688825228,Yes
Amsterdam Bijlmer ArenA,asb003,0,1688825228,Yes
Utrecht Centraal Jaarbeursplein,ut016,66,1688825228,Yes
Zuidhorn,Zh001,7,1688825228,Yes
Soestdijk,sd001,2,1688825228,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,0,1688825228,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,10,1688825228,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,6,1688825228,Yes
Maarheeze,mz001,3,1688825228,Yes
Den Haag HS,gv001,0,1688825228,Yes
Heerhugowaard,hwd003,4,1688825228,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,7,1688825228,Yes
Deventer Boerhavelaan,dv003,16,1688825228,Yes
Uden,Ow002,6,1688825228,Yes
Deventer,dv001,2,1688825228,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,2,1688825228,Yes
Den Helder Zuid,hdrz001,2,1688825228,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,16,1688825228,Yes
Sneek,sk001,1,1688825228,Yes
Geldrop,Gp001,0,1688825228,Yes
Oudenbosch,odb001,2,1688825228,Yes
Anna Paulowna,ana001,1,1688825228,Yes
Horst Sevenum,hrt001,3,1688825228,Yes
Amersfoort Schothorst,amfs001,16,1688825228,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,29,1688825228,Yes
OV-ebike Arnhem Centrum,ah003,2,1688825228,Yes
Gilze Rijen,gz001,0,1688825228,Yes
Emmen,emn001,18,1688825228,Yes
Halfweg Zwanenburg,hwzb001,6,1688825228,Yes
Hoorn Kersenboogerd,hnk001,3,1688825228,Yes
Hoorn,hn001,22,1688825228,Yes
Rotterdam Kralingse Zoom,Rta003,13,1688825228,Yes
Rhenen,rhn001,0,1688825228,Yes
Rijssen,rsn001,4,1688825228,Yes
Venlo,vl001,34,1688825228,Yes
Ommen,omn001,0,1688825228,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,1,1688825228,Yes
Groningen Noord,Gnn001,1,1688825228,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,1,1688825228,Yes
Haarlem Spaarnwoude,hlms001,0,1688825228,Yes
Dordrecht,ddr001,3,1688825228,Yes
Soest Zuid,stz001,3,1688825228,Yes
Haren,HRN002,0,1688825228,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,1,1688825228,Yes
Utrecht P+R Westraven,ut007,9,1688825228,Yes
Maastricht Randwyck,mtr001,2,1688825228,Yes
Amsterdam Muiderpoort,asdm001,0,1688825228,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,3,1688825228,Yes
Meerssen,mes001,2,1688825228,Yes
Maassluis,mss001,10,1688825228,Yes
Weesp,wp001,13,1688825228,Yes
Weert,wt003,0,1688825228,Yes
Vierlingsbeek,vlb001,3,1688825228,Yes
Amsterdam Sloterdijk,ass001,2,1688825228,Yes
Gorinchem,gr001,0,1688825228,Yes
Rotterdam Alexander,rta001,0,1688825228,Yes
Valkenburg,vk001,1,1688825228,Yes
Almelo,aml002,0,1688825228,Yes
Bloemendaal,bll001,0,1688825228,Yes
Etten-Leur,etn001,4,1688825228,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,0,1688825228,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,1,1688825228,Yes
Doetinchem,dtc001,0,1688825228,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,4,1688825228,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,7,1688825228,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,0,1688825228,Yes
Zwolle,zl004,48,1688825228,Yes
Baarn,brn002,1,1688825228,Yes
Nijmegen,nm001,22,1688825228,Yes
Bovenkarspel-Grootebroek,bkg001,0,1688825228,Yes
Dieren,dr001,0,1688825228,Yes
Zeist,db002,10,1688825228,Yes
Driebergen-Zeist,db001,89,1688825228,Yes
Echt,ec001,6,1688825228,Yes
Lelystad Centrum,lls003,1,1688825228,Yes
Middelburg,mdb002,2,1688825228,Yes
Raalte,rat001,2,1688825228,Yes
Dalfsen,dl001,0,1688825228,Yes
Rotterdam Slinge,rtd904,2,1688825228,Yes
Boxmeer,Bmr001,12,1688825228,Yes
Pijnacker,rtd906,3,1688825228,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,0,1688825228,Unknown
Voorhout,vh001,1,1688825228,Yes
Maastricht Noord,mtn001,8,1688825228,Yes
Doetinchem de Huet,dtch001,2,1688825228,Yes
Delden,ddn001,0,1688825228,Yes
Muiden P&R,wp901,5,1688825228,Yes
't Harde,Hde001,3,1688825228,Yes
Hengelo Gezondheidspark,hglg001,5,1688825228,Yes
Bodegraven,bdg001,5,1688825228,Yes
Utrecht Overvecht,uto001,1,1688825228,Yes
Hilversum Sportpark ,hvsp001,7,1688825228,Yes
Delft Zuid,dtz001,,1688825228,Yes
Vught,Vg001,0,1688825228,Yes
Amsterdam Zuid Zuidplein,asdz001,1,1688825228,Yes
Heemskerk,hk001,6,1688825228,Yes
Amsterdam Zuid Mahlerplein,asdz003,1,1688825228,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1688825228,Yes
Utrecht Zuilen,utzl001,0,1688825228,Yes
Alphen aan den Rijn,apn001,10,1688825228,Yes
Rotterdam Blaak,rtb001,3,1688825228,Yes
Vriezenveen,vz001,4,1688825228,Yes
Zwijndrecht,zwd003,27,1688825228,Yes
OV-ebike Driebergen-Zeist,db003,11,1688825228,Yes
Eindhoven Noordzijde,ehv003,2,1688825228,No
Eindhoven Zuidzijde (centrum),ehv002,0,1688825228,Yes
Winschoten,ws001,1,1688825228,Yes
Veghel,Btl003,6,1688825228,Yes
Naarden-Bussum,ndb002,44,1674039176,Yes
Naarden-Bussum,ndb003,1,1688825228,Yes
Woerden,wd001,16,1688825228,Yes
s-Hertogenbosch,ht001,2,1688825228,Yes
Baarn,brn001,,1666857504,Yes
Overveen,ovn001,2,1688825228,Yes
Waalwijk,ht002,3,1688825228,Yes
Maarssen,mas003,0,1688825228,Yes
Kerkrade Centrum,krd001,4,1688825228,Yes
Venray,vry001,14,1688825228,Yes
Eindhoven Strijp-S,ehb001,1,1683629913,Yes
Veenendaal West,vndw001,5,1688825228,Yes
Aalten,atn001,3,1688825228,Yes
Haarlem Fiets Inn,hlm002,10,1688825228,Yes
Bilthoven,bhv002,12,1688825228,Yes
Purmerend,pmr001,1,1688825228,Yes
Bilthoven,bhv001,,1666857504,Yes
Hardenberg,hdb001,1,1688825228,Yes
Beverwijk,bv002,17,1688825228,Yes
Boxtel,btl001,14,1688825228,No
Hoogezand Sappemeer,Hgz001,4,1688825228,Yes
Heerhugowaard,hwd002,23,1667896108,Yes
Amersfoort Vathorst,avat001,0,1688825228,Yes
Roermond,rm001,4,1688825228,Yes
Krommenie-Assendelft,kma001,3,1688825228,Yes
Heerlen,hrl001,29,1678868445,Yes
Schiphol,shl001,3,1688825228,Yes
Rosmalen,rs001,1,1688825228,Yes
Utrecht P+R Science Park (De Uithof) ZS,ut908,10,1666164653,Yes
Vianen OV-fiets Carrousel,ut905,24,1688825228,Yes
Utrecht P+R Papendorp,ut904,2,1688825228,Yes
Utrecht Stadhuis,ut003,8,1677604114,Yes
P + R Utrecht Science Park (De Uithof),ut906,8,1688825228,Yes
Hengelo,hgl001,,1675688931,Yes
Arnhem Centrum,ah001,95,1688825228,Yes
Utrecht Rijnsweerd,ut903,5,1688825228,Yes
Alkmaar,amr001,5,1688825228,Yes
Vlaardingen Centrum,vdg001,,1642524080,Yes
Rotterdam Centraal,rtd001,7,1688825228,Yes
Tilburg West Universiteit,tbu001,0,1688825228,Yes
Sittard,std002,13,1688825228,Yes
"Leiden Centraal, Centrumzijde",ledn002,5,1688825228,No
Gouda Goverwelle,gdg001,0,1688825228,Yes
Den Haag Laan van NOI,laa001,0,1688825228,Yes
Alkmaar Noord,amrn002,8,1688825228,Yes
Zandvoort,zvt001,0,1688825228,Yes
Uitgeest,utg001,0,1688825228,Yes
Alkmaar Noord,amrn003,29,1667467212,Yes
Den Helder,hdr003,6,1667896108,Yes
Nootdorp,gvc901,4,1688825228,Yes
Houten,htn001,43,1688825228,Yes
Steenwijk,swk002,1,1688825228,Yes
Lage Zwaluwe,Zlw001,3,1688825228,Yes
Hoogeveen,hgv002,23,1679582772,Yes
Zutphen,zp001,34,1688825228,Yes
Zwolle Hanzeland,zl003,12,1688825228,Yes
Breda Centrum,Bd003,101,1688825228,Yes
Den Haag Mariahoeve,gvm001,2,1688825228,Yes
Zaltbommel,zbm001,25,1677765289,Yes
Barneveld Noord,bnn001,2,1688825228,Yes
Almere Centrum Landdrostdreef,alm001,32,1688825228,Yes
Zaltbommel,zbm002,21,1688825228,Yes
Schiedam,sdm001,0,1688825228,Yes
Zoetermeer Centrum West,ztm002,19,1688825228,Yes
Borne,bn001,7,1688825228,Yes
Zevenbergen,Zvb001,7,1688825228,Yes
Driehuis,drh001,1,1688825228,Yes
Helmond Brouwhuis,hmbh001,3,1688825228,Yes
Amsterdam Centraal Stationsplein,asd010,11,1688825228,Yes
Nijmegen Heyendaal,nmh001,0,1688825228,Yes
Barendrecht,brd002,21,1688825228,Yes
Rheden,rh001,0,1688825228,Yes
Barendrecht,brd001,29,1675240492,Yes
Bergen op Zoom,bgn002,7,1688825228,Yes
Breda Belcrum,bd002,88,1688825228,Yes
Amsterdam Centraal IJzijde,asd008,7,1688825228,Yes
Amsterdam Noord,asd009,0,1688825228,Yes
Obdam,obd001,1,1688825228,Yes
Tiel,tl003,13,1688825228,Yes
Tiel,tl002,26,1677765289,Yes
Amsterdam Centraal Oost,asd002,2,1688825228,Yes
Santpoort Noord,sptn001,2,1688825228,Yes
Oss West,ow001,5,1688825228,Yes
Tilburg Zuid,tb003,6,1688825228,Yes
Groningen,gn001,176,1688825228,Yes
Groningen P+R Hoogkerk,gn002,,1667985514,Yes
Groningen P+R Kardinge,gn003,6,1667985514,Yes
Utrecht Lunetten,utl001,0,1688825228,Yes
Enschede,es002,25,1679582772,Yes
OV-fiets - Maastricht,mt001,38,1688825228,Yes
OV-ebike Maastricht,mt003,13,1688825228,Yes
Putten,pt001,5,1688825228,Yes
Houten Castellum,htnc001,28,1688825228,Yes
Heerenveen,hr001,8,1668506290,Yes
Kampen,kpn002,29,1668679584,Yes
Veendam,Vdm001,1,1688825228,Yes
Didam,did001,0,1688825228,Yes
Gouda,gd001,68,1688825228,Yes
Heemstede-Aerdenhout,had002,1,1688825228,Yes
Rotterdam Fietspunt Wilhelminakade Prinsendam,Rtd003,0,1688825228,Yes
Rotterdam Fietspunt Marconiplein,Rtd004,0,1688825228,Yes
Enkhuizen,ekz001,8,1688825228,Unknown
Hellendoorn/Nijverdal OV-fiets Carrousel,nvd001,0,1688825228,Yes
Goor,go001,1,1688825228,Yes
Sleeuwijk Tol West,GR002 ,3,1688825228,Yes
Barneveld Centrum,bnc001,0,1688825228,Yes
Hoofddorp,hfd002,40,1688825228,Yes
Zoetermeer Oost,ztmo001,2,1688825228,Yes
Hoogeveen,hgv003,6,1688825228,Yes
Oisterwijk,Ot001,0,1688825228,Yes
Duivendrecht,dvd001,0,1688825228,Yes
Helmond 't Hout,hmh001,1,1688825228,Yes
