description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,2,1689095229,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1689095229,Yes
Ermelo,eml001,1,1689095229,Unknown
Ravenstein,Rvs001,3,1689095229,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1689095229,Yes
Schagen,sgn001,13,1689095229,Yes
Oldenzaal,odz001,3,1689095229,Yes
Cuijk,ck001,13,1689095229,Yes
Goes,gs003,17,1689095229,Yes
Vroomshoop,vhp001,3,1689095229,Yes
Best,bet001,17,1689095229,Yes
Winterswijk,ww001,4,1689095229,Yes
Amsterdam Bijlmer ArenA,asb003,16,1689095229,Yes
Utrecht Centraal Jaarbeursplein,ut016,468,1689095229,Yes
Zuidhorn,Zh001,6,1689095229,Yes
Soestdijk,sd001,1,1689095229,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,0,1689095229,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,40,1689095229,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,13,1689095229,Yes
Maarheeze,mz001,3,1689095229,Yes
Den Haag HS,gv001,27,1689095229,Yes
Heerhugowaard,hwd003,17,1689095229,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,12,1689095229,Yes
Deventer Boerhavelaan,dv003,20,1689095229,Yes
Uden,Ow002,7,1689095229,Yes
Deventer,dv001,100,1689095229,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,4,1689095229,Yes
Den Helder Zuid,hdrz001,4,1689095229,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,254,1689095229,Yes
Sneek,sk001,2,1689095229,Yes
Geldrop,Gp001,2,1689095229,Yes
Oudenbosch,odb001,3,1689095229,Yes
Anna Paulowna,ana001,2,1689095229,Yes
Horst Sevenum,hrt001,3,1689095229,Yes
