description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,3,1688584007,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,1,1688584007,Yes
Ermelo,eml001,2,1688584007,Unknown
Ravenstein,Rvs001,3,1688584007,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,8,1688584007,Yes
Schagen,sgn001,11,1688584007,Yes
Oldenzaal,odz001,2,1688584007,Yes
Cuijk,ck001,14,1688584007,Yes
Goes,gs003,18,1688584007,Yes
Vroomshoop,vhp001,4,1688584007,Yes
Best,bet001,21,1688584007,No
Winterswijk,ww001,5,1688584007,Yes
Amsterdam Bijlmer ArenA,asb003,5,1688584007,Yes
Utrecht Centraal Jaarbeursplein,ut016,494,1688584007,Yes
Zuidhorn,Zh001,8,1688584007,Yes
Soestdijk,sd001,3,1688584007,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,1,1688584007,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,41,1688584007,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,20,1688584007,Yes
Maarheeze,mz001,3,1688584007,Yes
Den Haag HS,gv001,45,1688584007,Yes
Heerhugowaard,hwd003,24,1688584007,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,22,1688584007,Yes
Deventer Boerhavelaan,dv003,20,1688584007,Yes
Uden,Ow002,6,1688584007,Yes
Deventer,dv001,128,1688584007,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,4,1688584007,Yes
Den Helder Zuid,hdrz001,5,1688584007,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,211,1688584007,Yes
Sneek,sk001,3,1688584007,Yes
Geldrop,Gp001,2,1688584007,Yes
Oudenbosch,odb001,3,1688584007,Yes
Anna Paulowna,ana001,2,1688584007,Yes
Horst Sevenum,hrt001,5,1688584007,Yes
Amersfoort Schothorst,amfs001,23,1688584007,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,41,1688584007,Yes
OV-ebike Arnhem Centrum,ah003,13,1688584007,Yes
Gilze Rijen,gz001,5,1688584007,Yes
Emmen,emn001,24,1688584007,No
Halfweg Zwanenburg,hwzb001,5,1688584007,Yes
Hoorn Kersenboogerd,hnk001,0,1688584007,Yes
Hoorn,hn001,56,1688584007,Yes
Rotterdam Kralingse Zoom,Rta003,16,1688584007,Yes
Rhenen,rhn001,2,1688584007,Yes
Rijssen,rsn001,8,1688584007,Yes
Venlo,vl001,52,1688584007,Yes
Ommen,omn001,2,1688584007,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,12,1688584007,Yes
Groningen Noord,Gnn001,0,1688584007,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,1,1688584007,Yes
Haarlem Spaarnwoude,hlms001,3,1688584007,Yes
Dordrecht,ddr001,46,1688584007,Yes
Soest Zuid,stz001,6,1688584007,Yes
Haren,HRN002,5,1688584007,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,22,1688584007,Yes
Utrecht P+R Westraven,ut007,6,1688584007,Yes
Maastricht Randwyck,mtr001,6,1688584007,Yes
Amsterdam Muiderpoort,asdm001,45,1688584007,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1688584007,Yes
Meerssen,mes001,4,1688584007,Yes
Maassluis,mss001,8,1688584007,Yes
Weesp,wp001,37,1688584007,Yes
Weert,wt003,23,1688584007,Yes
Vierlingsbeek,vlb001,6,1688584007,Yes
Amsterdam Sloterdijk,ass001,82,1688584007,Yes
Gorinchem,gr001,0,1688584007,Yes
Rotterdam Alexander,rta001,2,1688584007,Yes
Valkenburg,vk001,5,1688584007,Yes
Almelo,aml002,21,1688584007,Yes
Bloemendaal,bll001,1,1688584007,Yes
Etten-Leur,etn001,2,1688584007,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,18,1688584007,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,2,1688584007,Yes
Doetinchem,dtc001,2,1688584007,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,5,1688584007,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1688584007,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,3,1688584007,Yes
Zwolle,zl004,251,1688584007,Yes
Baarn,brn002,22,1688584007,Yes
Nijmegen,nm001,60,1688584007,Yes
Bovenkarspel-Grootebroek,bkg001,4,1688584007,Yes
Dieren,dr001,3,1688584007,Yes
Zeist,db002,23,1688584007,Yes
Driebergen-Zeist,db001,123,1688584007,Yes
Echt,ec001,8,1688584007,Yes
Lelystad Centrum,lls003,11,1688584007,Yes
Middelburg,mdb002,20,1688584007,Yes
Raalte,rat001,5,1688584007,Yes
Dalfsen,dl001,1,1688584007,Yes
Rotterdam Slinge,rtd904,3,1688584007,Yes
Boxmeer,Bmr001,14,1688584007,Yes
Pijnacker,rtd906,4,1688584007,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,6,1688584007,Unknown
Voorhout,vh001,4,1688584007,Yes
Maastricht Noord,mtn001,8,1688584007,Yes
Doetinchem de Huet,dtch001,6,1688584007,Yes
Delden,ddn001,4,1688584007,Yes
Muiden P&R,wp901,4,1688584007,Yes
't Harde,Hde001,2,1688584007,Yes
Hengelo Gezondheidspark,hglg001,6,1688584007,Yes
Bodegraven,bdg001,4,1688584007,Yes
