description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,4,1688746260,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688746260,Yes
Ermelo,eml001,2,1688746260,Unknown
Ravenstein,Rvs001,6,1688746260,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1688746260,Yes
Schagen,sgn001,1,1688746260,Yes
Oldenzaal,odz001,3,1688746260,Yes
Cuijk,ck001,13,1688746260,Yes
Goes,gs003,16,1688746260,Yes
Vroomshoop,vhp001,4,1688746260,Yes
Best,bet001,22,1688746260,Yes
Winterswijk,ww001,0,1688746260,Yes
Amsterdam Bijlmer ArenA,asb003,20,1688746260,Yes
Utrecht Centraal Jaarbeursplein,ut016,218,1688746260,Yes
Zuidhorn,Zh001,8,1688746260,Yes
Soestdijk,sd001,3,1688746260,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,0,1688746260,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,21,1688746260,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,7,1688746260,Yes
Maarheeze,mz001,4,1688746260,Yes
Den Haag HS,gv001,2,1688746260,Yes
Heerhugowaard,hwd003,14,1688746260,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,3,1688746260,Yes
Deventer Boerhavelaan,dv003,18,1688746260,Yes
Uden,Ow002,8,1688746260,Yes
Deventer,dv001,32,1688746260,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,0,1688746260,Yes
Den Helder Zuid,hdrz001,4,1688746260,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,85,1688746260,Yes
Sneek,sk001,1,1688746260,Yes
Geldrop,Gp001,2,1688746260,Yes
Oudenbosch,odb001,3,1688746260,Yes
Anna Paulowna,ana001,1,1688746260,Yes
Horst Sevenum,hrt001,2,1688746260,Yes
Amersfoort Schothorst,amfs001,17,1688746260,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,21,1688746260,Yes
OV-ebike Arnhem Centrum,ah003,8,1688746260,Yes
Gilze Rijen,gz001,5,1688746260,Yes
Emmen,emn001,19,1688746260,No
Halfweg Zwanenburg,hwzb001,4,1688746260,Yes
Hoorn Kersenboogerd,hnk001,8,1688746260,Yes
Hoorn,hn001,14,1688746260,Yes
Rotterdam Kralingse Zoom,Rta003,14,1688746260,Yes
Rhenen,rhn001,1,1688746260,Yes
Rijssen,rsn001,5,1688746260,Yes
Venlo,vl001,46,1688746260,Yes
Ommen,omn001,0,1688746260,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,7,1688746260,Yes
Groningen Noord,Gnn001,1,1688746260,Yes
