description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,2,1688663310,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,2,1688663310,Yes
Ermelo,eml001,0,1688663310,Unknown
Ravenstein,Rvs001,7,1688663310,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,6,1688663310,Yes
Schagen,sgn001,6,1688663310,Yes
Oldenzaal,odz001,3,1688663310,Yes
Cuijk,ck001,11,1688663310,Yes
Goes,gs003,18,1688663310,Yes
Vroomshoop,vhp001,4,1688663310,Yes
Best,bet001,18,1688663310,Yes
Winterswijk,ww001,5,1688663310,Yes
Amsterdam Bijlmer ArenA,asb003,10,1688663310,Yes
Utrecht Centraal Jaarbeursplein,ut016,295,1688663310,Yes
Zuidhorn,Zh001,8,1688663310,Yes
Soestdijk,sd001,2,1688663310,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,3,1688663310,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,22,1688663310,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,14,1688663310,Yes
Maarheeze,mz001,3,1688663310,Yes
Den Haag HS,gv001,9,1688663310,Yes
Heerhugowaard,hwd003,18,1688663310,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,7,1688663310,Yes
Deventer Boerhavelaan,dv003,20,1688663310,Yes
Uden,Ow002,8,1688663310,Yes
Deventer,dv001,60,1688663310,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688663310,Yes
Den Helder Zuid,hdrz001,4,1688663310,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,39,1688663310,Yes
Sneek,sk001,4,1688663310,Yes
Geldrop,Gp001,1,1688663310,Yes
Oudenbosch,odb001,2,1688663310,Yes
Anna Paulowna,ana001,2,1688663310,Yes
Horst Sevenum,hrt001,3,1688663310,Yes
Amersfoort Schothorst,amfs001,20,1688663310,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,37,1688663310,Yes
OV-ebike Arnhem Centrum,ah003,11,1688663310,Yes
Gilze Rijen,gz001,4,1688663310,Yes
Emmen,emn001,23,1688663310,No
Halfweg Zwanenburg,hwzb001,3,1688663310,Yes
Hoorn Kersenboogerd,hnk001,5,1688663310,Yes
Hoorn,hn001,14,1688663310,Yes
Rotterdam Kralingse Zoom,Rta003,12,1688663310,Yes
Rhenen,rhn001,1,1688663310,Yes
Rijssen,rsn001,5,1688663310,Yes
Venlo,vl001,44,1688663310,Yes
Ommen,omn001,0,1688663310,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,16,1688663310,Yes
Groningen Noord,Gnn001,0,1688663310,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688663310,Yes
Haarlem Spaarnwoude,hlms001,1,1688663310,Yes
Dordrecht,ddr001,38,1688663310,Yes
Soest Zuid,stz001,5,1688663310,Yes
Haren,HRN002,0,1688663310,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,13,1688663310,Yes
Utrecht P+R Westraven,ut007,6,1688663310,Yes
Maastricht Randwyck,mtr001,7,1688663310,Yes
Amsterdam Muiderpoort,asdm001,26,1688663310,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,2,1688663310,Yes
Meerssen,mes001,4,1688663310,Yes
Maassluis,mss001,9,1688663310,Yes
Weesp,wp001,39,1688663310,Yes
Weert,wt003,14,1688663310,Yes
Vierlingsbeek,vlb001,6,1688663310,Yes
Amsterdam Sloterdijk,ass001,47,1688663310,Yes
Gorinchem,gr001,2,1688663310,Yes
Rotterdam Alexander,rta001,0,1688663310,Yes
Valkenburg,vk001,5,1688663310,Yes
Almelo,aml002,16,1688663310,Yes
Bloemendaal,bll001,0,1688663310,Yes
Etten-Leur,etn001,1,1688663310,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,5,1688663310,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,3,1688663310,Yes
Doetinchem,dtc001,1,1688663310,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,0,1688663310,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1688663310,Yes
Boskoop,bk001,3,1683629913,Yes
