description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,1,1688667018,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688667018,Yes
Ermelo,eml001,0,1688667018,Unknown
Ravenstein,Rvs001,7,1688667018,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,6,1688667018,Yes
Schagen,sgn001,5,1688667018,Yes
Oldenzaal,odz001,3,1688667018,Yes
Cuijk,ck001,8,1688667018,Yes
Goes,gs003,18,1688667018,Yes
Vroomshoop,vhp001,4,1688667018,Yes
Best,bet001,18,1688667018,Yes
Winterswijk,ww001,5,1688667018,Yes
Amsterdam Bijlmer ArenA,asb003,11,1688667018,Yes
Utrecht Centraal Jaarbeursplein,ut016,322,1688667018,Yes
Zuidhorn,Zh001,8,1688667018,Yes
Soestdijk,sd001,4,1688667018,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,3,1688667018,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,27,1688667018,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,15,1688667018,Yes
Maarheeze,mz001,3,1688667018,Yes
Den Haag HS,gv001,9,1688667018,Yes
Heerhugowaard,hwd003,18,1688667018,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,7,1688667018,Yes
Deventer Boerhavelaan,dv003,20,1688667018,Yes
Uden,Ow002,8,1688667018,Yes
Deventer,dv001,66,1688667018,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688667018,Yes
Den Helder Zuid,hdrz001,4,1688667018,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,41,1688667018,Yes
Sneek,sk001,4,1688667018,Yes
Geldrop,Gp001,1,1688667018,Yes
Oudenbosch,odb001,2,1688667018,Yes
Anna Paulowna,ana001,2,1688667018,Yes
Horst Sevenum,hrt001,3,1688667018,Yes
Amersfoort Schothorst,amfs001,20,1688667018,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,39,1688667018,Yes
OV-ebike Arnhem Centrum,ah003,12,1688667018,Yes
Gilze Rijen,gz001,6,1688667018,Yes
Emmen,emn001,22,1688667018,No
Halfweg Zwanenburg,hwzb001,3,1688667018,Yes
Hoorn Kersenboogerd,hnk001,5,1688667018,Yes
Hoorn,hn001,14,1688667018,Yes
Rotterdam Kralingse Zoom,Rta003,11,1688667018,Yes
Rhenen,rhn001,1,1688667018,Yes
Rijssen,rsn001,6,1688667018,Yes
Venlo,vl001,43,1688667018,Yes
Ommen,omn001,0,1688667018,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,19,1688667018,Yes
Groningen Noord,Gnn001,0,1688667018,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688667018,Yes
Haarlem Spaarnwoude,hlms001,2,1688667018,Yes
Dordrecht,ddr001,39,1688667018,Yes
Soest Zuid,stz001,4,1688667018,Yes
Haren,HRN002,1,1688667018,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,13,1688667018,Yes
Utrecht P+R Westraven,ut007,6,1688667018,Yes
Maastricht Randwyck,mtr001,7,1688667018,Yes
Amsterdam Muiderpoort,asdm001,26,1688667018,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,2,1688667018,Yes
Meerssen,mes001,4,1688667018,Yes
