description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,4,1688696735,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688696734,Yes
Ermelo,eml001,0,1688696735,Unknown
Ravenstein,Rvs001,6,1688696734,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,7,1688696734,Yes
Schagen,sgn001,7,1688696734,Yes
Oldenzaal,odz001,4,1688696734,Yes
Cuijk,ck001,12,1688696734,Yes
Goes,gs003,20,1688696734,No
Vroomshoop,vhp001,4,1688696735,Yes
Best,bet001,25,1688696735,No
Winterswijk,ww001,5,1688696735,Yes
Amsterdam Bijlmer ArenA,asb003,17,1688696734,No
Utrecht Centraal Jaarbeursplein,ut016,528,1688696734,Yes
Zuidhorn,Zh001,8,1688696735,Yes
Soestdijk,sd001,4,1688696734,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,3,1688696734,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,39,1688696734,No
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,20,1688696734,No
Maarheeze,mz001,4,1688696734,Yes
Den Haag HS,gv001,60,1688696734,No
Heerhugowaard,hwd003,19,1688696734,No
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,7,1688696734,No
Deventer Boerhavelaan,dv003,20,1688696734,Yes
Uden,Ow002,8,1688696734,Yes
Deventer,dv001,107,1688696734,No
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688696734,Yes
Den Helder Zuid,hdrz001,4,1688696734,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,257,1688696734,Yes
Sneek,sk001,4,1688696734,Yes
Geldrop,Gp001,1,1688696734,Yes
Oudenbosch,odb001,2,1688696734,Yes
Anna Paulowna,ana001,1,1688696734,Yes
Horst Sevenum,hrt001,0,1688696734,Yes
Amersfoort Schothorst,amfs001,26,1688696734,No
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,46,1688696734,No
OV-ebike Arnhem Centrum,ah003,14,1688696734,No
Gilze Rijen,gz001,5,1688696734,Yes
Emmen,emn001,21,1688696735,No
Halfweg Zwanenburg,hwzb001,4,1688696734,Yes
Hoorn Kersenboogerd,hnk001,6,1688696734,Yes
Hoorn,hn001,14,1688696734,No
Rotterdam Kralingse Zoom,Rta003,20,1688696734,Yes
Rhenen,rhn001,1,1688696734,Yes
Rijssen,rsn001,4,1688696735,Yes
Venlo,vl001,47,1688696734,No
Ommen,omn001,0,1688696734,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,19,1688696734,No
Groningen Noord,Gnn001,2,1688696734,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,1,1688696734,Yes
Haarlem Spaarnwoude,hlms001,1,1688696734,Yes
Dordrecht,ddr001,45,1688696734,No
Soest Zuid,stz001,4,1688696734,Yes
Haren,HRN002,2,1688696735,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,16,1688696734,Yes
Utrecht P+R Westraven,ut007,8,1688696735,Yes
Maastricht Randwyck,mtr001,7,1688696734,Yes
Amsterdam Muiderpoort,asdm001,38,1688696734,No
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,2,1688696735,Yes
Meerssen,mes001,4,1688696734,Yes
Maassluis,mss001,10,1688696735,No
Weesp,wp001,42,1688696735,No
Weert,wt003,15,1688696734,No
Vierlingsbeek,vlb001,6,1688696735,Yes
Amsterdam Sloterdijk,ass001,112,1688696734,No
Gorinchem,gr001,1,1688696734,Yes
Rotterdam Alexander,rta001,2,1688696734,Yes
Valkenburg,vk001,5,1688696735,Yes
Almelo,aml002,18,1688696735,Yes
Bloemendaal,bll001,1,1688696734,Yes
Etten-Leur,etn001,3,1688696734,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,15,1688696734,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,3,1688696734,Yes
Doetinchem,dtc001,4,1688696734,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,4,1688696734,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1688696735,Yes
Boskoop,bk001,3,1683629913,Yes
