description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,5,1688959428,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688959428,Yes
Ermelo,eml001,4,1688959428,Unknown
Ravenstein,Rvs001,5,1688959428,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1688959428,Yes
Schagen,sgn001,8,1688959428,Yes
Oldenzaal,odz001,2,1688959428,Yes
Cuijk,ck001,15,1688959428,Yes
Goes,gs003,13,1688959428,No
Vroomshoop,vhp001,4,1688959428,Yes
Best,bet001,17,1688959428,No
Winterswijk,ww001,4,1688959428,Yes
Amsterdam Bijlmer ArenA,asb003,27,1688959428,No
Utrecht Centraal Jaarbeursplein,ut016,512,1688959428,Yes
Zuidhorn,Zh001,7,1688959428,Yes
Soestdijk,sd001,2,1688959428,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,6,1688959428,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,45,1688959428,No
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,15,1688959428,Yes
Maarheeze,mz001,4,1688959428,Yes
Den Haag HS,gv001,71,1688959428,Yes
Heerhugowaard,hwd003,19,1688959428,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,11,1688959428,Yes
Deventer Boerhavelaan,dv003,20,1688959428,Yes
Uden,Ow002,8,1688959428,Yes
Deventer,dv001,134,1688959428,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688959428,Yes
Den Helder Zuid,hdrz001,5,1688959428,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,291,1688959428,Yes
Sneek,sk001,2,1688959428,Yes
Geldrop,Gp001,1,1688959428,Yes
Oudenbosch,odb001,3,1688959428,Yes
Anna Paulowna,ana001,1,1688959428,Yes
Horst Sevenum,hrt001,4,1688959428,Yes
Amersfoort Schothorst,amfs001,28,1688959428,No
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,53,1688959428,Yes
OV-ebike Arnhem Centrum,ah003,7,1688959428,Yes
Gilze Rijen,gz001,5,1688959428,Yes
Emmen,emn001,18,1688959428,No
Halfweg Zwanenburg,hwzb001,2,1688959428,Yes
Hoorn Kersenboogerd,hnk001,4,1688959428,Yes
Hoorn,hn001,49,1688959428,Yes
Rotterdam Kralingse Zoom,Rta003,17,1688959428,Yes
Rhenen,rhn001,1,1688959428,Yes
Rijssen,rsn001,5,1688959428,Yes
Venlo,vl001,44,1688959428,Yes
Ommen,omn001,2,1688959428,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,17,1688959428,No
Groningen Noord,Gnn001,7,1688959428,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688959428,Yes
Haarlem Spaarnwoude,hlms001,0,1688959428,Yes
Dordrecht,ddr001,40,1688959428,Yes
Soest Zuid,stz001,3,1688959428,Yes
Haren,HRN002,0,1688959428,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,18,1688959428,Yes
Utrecht P+R Westraven,ut007,10,1688959428,Yes
Maastricht Randwyck,mtr001,3,1688959428,Yes
Amsterdam Muiderpoort,asdm001,31,1688959428,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1688959428,Yes
Meerssen,mes001,2,1688959428,Yes
Maassluis,mss001,10,1688959428,No
Weesp,wp001,35,1688959428,No
Weert,wt003,21,1688959428,Yes
Vierlingsbeek,vlb001,4,1688959428,Yes
Amsterdam Sloterdijk,ass001,121,1688959428,Yes
Gorinchem,gr001,2,1688959428,Yes
Rotterdam Alexander,rta001,0,1688959428,Yes
Valkenburg,vk001,4,1688959428,Yes
Almelo,aml002,0,1688959428,Yes
Bloemendaal,bll001,0,1688959428,Yes
Etten-Leur,etn001,3,1688959428,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,16,1688959428,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,3,1688959428,Yes
Doetinchem,dtc001,2,1688959428,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,6,1688959428,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1688959428,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,6,1688959428,Yes
Zwolle,zl004,272,1688959428,Yes
Baarn,brn002,26,1688959428,Yes
Nijmegen,nm001,177,1688959428,Yes
Bovenkarspel-Grootebroek,bkg001,3,1688959428,Yes
Dieren,dr001,3,1688959428,Yes
Zeist,db002,17,1688959428,Yes
Driebergen-Zeist,db001,123,1688959428,No
Echt,ec001,5,1688959428,Yes
Lelystad Centrum,lls003,14,1688959428,Yes
Middelburg,mdb002,24,1688959428,Yes
Raalte,rat001,5,1688959428,Yes
Dalfsen,dl001,2,1688959428,Yes
Rotterdam Slinge,rtd904,4,1688959428,Yes
Boxmeer,Bmr001,12,1688959428,Yes
Pijnacker,rtd906,4,1688959428,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,6,1688959428,Unknown
Voorhout,vh001,4,1688959428,Yes
Maastricht Noord,mtn001,9,1688959428,Yes
Doetinchem de Huet,dtch001,4,1688959428,Yes
Delden,ddn001,1,1688959428,Yes
Muiden P&R,wp901,7,1688959428,Yes
't Harde,Hde001,5,1688959428,Yes
Hengelo Gezondheidspark,hglg001,5,1688959428,Yes
Bodegraven,bdg001,4,1688959428,Yes
Utrecht Overvecht,uto001,8,1688959428,Yes
Hilversum Sportpark ,hvsp001,11,1688959428,No
Delft Zuid,dtz001,,1688959428,Yes
Vught,Vg001,5,1688959428,Yes
Amsterdam Zuid Zuidplein,asdz001,148,1688959428,Yes
Heemskerk,hk001,4,1688959428,Yes
Amsterdam Zuid Mahlerplein,asdz003,106,1688959428,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1688959428,No
Utrecht Zuilen,utzl001,7,1688959428,Yes
Alphen aan den Rijn,apn001,42,1688959428,No
Rotterdam Blaak,rtb001,7,1688959428,No
Vriezenveen,vz001,4,1688959428,Yes
Zwijndrecht,zwd003,28,1688959428,Yes
OV-ebike Driebergen-Zeist,db003,24,1688959428,No
Eindhoven Noordzijde,ehv003,2,1688959428,No
Eindhoven Zuidzijde (centrum),ehv002,229,1688959428,Yes
Winschoten,ws001,5,1688959428,Yes
Veghel,Btl003,6,1688959428,Yes
Naarden-Bussum,ndb002,44,1674039176,Yes
Naarden-Bussum,ndb003,49,1688959428,Yes
Woerden,wd001,54,1688959428,Yes
s-Hertogenbosch,ht001,234,1688959428,Yes
Baarn,brn001,,1666857504,Yes
Overveen,ovn001,2,1688959428,Yes
Waalwijk,ht002,6,1688959428,Yes
Maarssen,mas003,24,1688959428,Yes
Kerkrade Centrum,krd001,2,1688959428,Yes
Venray,vry001,18,1688959428,Yes
Eindhoven Strijp-S,ehb001,1,1683629913,Yes
Veenendaal West,vndw001,7,1688959428,No
Aalten,atn001,5,1688959428,Yes
Haarlem Fiets Inn,hlm002,229,1688959428,Yes
Bilthoven,bhv002,29,1688959428,No
Purmerend,pmr001,3,1688959428,Yes
Bilthoven,bhv001,,1666857504,Yes
Hardenberg,hdb001,3,1688959428,Yes
Beverwijk,bv002,48,1688959428,Yes
Boxtel,btl001,14,1688959428,No
Hoogezand Sappemeer,Hgz001,4,1688959428,Yes
Heerhugowaard,hwd002,23,1667896108,Yes
Amersfoort Vathorst,avat001,4,1688959428,Yes
Roermond,rm001,48,1688959428,No
Krommenie-Assendelft,kma001,4,1688959428,Yes
Heerlen,hrl001,29,1678868445,Yes
Schiphol,shl001,3,1688959428,Yes
Rosmalen,rs001,6,1688959428,Yes
Utrecht P+R Science Park (De Uithof) ZS,ut908,10,1666164653,Yes
Vianen OV-fiets Carrousel,ut905,24,1688959428,Yes
Utrecht P+R Papendorp,ut904,2,1688959428,Yes
Utrecht Stadhuis,ut003,8,1677604114,Yes
P + R Utrecht Science Park (De Uithof),ut906,9,1688959428,Yes
Hengelo,hgl001,,1675688931,Yes
Arnhem Centrum,ah001,242,1688959428,Yes
Utrecht Rijnsweerd,ut903,8,1688959428,Yes
Alkmaar,amr001,77,1688959428,Yes
Vlaardingen Centrum,vdg001,,1642524080,Yes
Rotterdam Centraal,rtd001,282,1688959428,Yes
Tilburg West Universiteit,tbu001,15,1688959428,Yes
Sittard,std002,22,1688959428,No
"Leiden Centraal, Centrumzijde",ledn002,5,1688959428,No
Gouda Goverwelle,gdg001,2,1688959428,Yes
Den Haag Laan van NOI,laa001,0,1688959428,Yes
Alkmaar Noord,amrn002,28,1688959428,Yes
Zandvoort,zvt001,15,1688959428,Yes
Uitgeest,utg001,2,1688959428,Yes
Alkmaar Noord,amrn003,29,1667467212,Yes
Den Helder,hdr003,6,1667896108,Yes
Nootdorp,gvc901,4,1688959428,Yes
Houten,htn001,58,1688959428,No
Steenwijk,swk002,7,1688959428,No
Lage Zwaluwe,Zlw001,2,1688959428,Yes
Hoogeveen,hgv002,23,1679582772,Yes
Zutphen,zp001,66,1688959428,No
Zwolle Hanzeland,zl003,20,1688959428,Yes
