description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,1,1688976747,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688976747,Yes
Ermelo,eml001,2,1688976747,Unknown
Ravenstein,Rvs001,4,1688976747,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,3,1688976747,Yes
Schagen,sgn001,7,1688976747,Yes
Oldenzaal,odz001,0,1688976747,Yes
Cuijk,ck001,8,1688976747,Yes
Goes,gs003,4,1688976747,Yes
Vroomshoop,vhp001,4,1688976747,Yes
Best,bet001,1,1688976747,Yes
Winterswijk,ww001,4,1688976747,Yes
Amsterdam Bijlmer ArenA,asb003,6,1688976747,Yes
Utrecht Centraal Jaarbeursplein,ut016,23,1688976747,Yes
Zuidhorn,Zh001,4,1688976747,Yes
Soestdijk,sd001,1,1688976747,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,3,1688976747,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,19,1688976747,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,5,1688976747,Yes
Maarheeze,mz001,0,1688976747,Yes
Den Haag HS,gv001,29,1688976747,Yes
Heerhugowaard,hwd003,9,1688976747,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,3,1688976747,Yes
Deventer Boerhavelaan,dv003,20,1688976747,Yes
Uden,Ow002,8,1688976747,Yes
Deventer,dv001,59,1688976747,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688976747,Yes
Den Helder Zuid,hdrz001,0,1688976747,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,59,1688976747,Yes
Sneek,sk001,2,1688976747,Yes
Geldrop,Gp001,2,1688976747,Yes
Oudenbosch,odb001,1,1688976747,Yes
Anna Paulowna,ana001,1,1688976747,Yes
Horst Sevenum,hrt001,1,1688976747,Yes
Amersfoort Schothorst,amfs001,1,1688976747,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,30,1688976747,Yes
OV-ebike Arnhem Centrum,ah003,0,1688976747,Yes
Gilze Rijen,gz001,3,1688976747,Yes
Emmen,emn001,15,1688976747,Yes
Halfweg Zwanenburg,hwzb001,0,1688976747,Yes
Hoorn Kersenboogerd,hnk001,3,1688976747,Yes
Hoorn,hn001,16,1688976747,Yes
Rotterdam Kralingse Zoom,Rta003,11,1688976747,Yes
Rhenen,rhn001,2,1688976747,Yes
Rijssen,rsn001,2,1688976747,Yes
Venlo,vl001,28,1688976747,Yes
Ommen,omn001,2,1688976747,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,6,1688976747,Yes
Groningen Noord,Gnn001,6,1688976747,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688976747,Yes
Haarlem Spaarnwoude,hlms001,2,1688976747,Yes
Dordrecht,ddr001,1,1688976747,Yes
Soest Zuid,stz001,4,1688976747,Yes
Haren,HRN002,0,1688976747,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,9,1688976747,Yes
Utrecht P+R Westraven,ut007,10,1688976747,Yes
Maastricht Randwyck,mtr001,3,1688976747,Yes
Amsterdam Muiderpoort,asdm001,0,1688976747,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1688976747,Yes
Meerssen,mes001,2,1688976747,Yes
Maassluis,mss001,10,1688976747,Yes
Weesp,wp001,8,1688976747,Yes
Weert,wt003,1,1688976747,Yes
Vierlingsbeek,vlb001,6,1688976747,Yes
Amsterdam Sloterdijk,ass001,1,1688976747,Yes
Gorinchem,gr001,0,1688976747,Yes
Rotterdam Alexander,rta001,2,1688976747,Yes
Valkenburg,vk001,4,1688976747,Yes
Almelo,aml002,0,1688976747,Yes
Bloemendaal,bll001,0,1688976747,Yes
Etten-Leur,etn001,3,1688976747,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,8,1688976747,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,2,1688976747,Yes
Doetinchem,dtc001,0,1688976747,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,3,1688976747,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1688976747,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,3,1688976747,Yes
Zwolle,zl004,53,1688976747,Yes
Baarn,brn002,10,1688976747,Yes
Nijmegen,nm001,97,1688976747,Yes
Bovenkarspel-Grootebroek,bkg001,3,1688976747,Yes
Dieren,dr001,3,1688976747,Yes
Zeist,db002,17,1688976747,Yes
Driebergen-Zeist,db001,55,1688976747,Yes
Echt,ec001,1,1688976747,Yes
Lelystad Centrum,lls003,0,1688976747,Yes
Middelburg,mdb002,14,1688976747,Yes
Raalte,rat001,1,1688976747,Yes
Dalfsen,dl001,3,1688976747,Yes
Rotterdam Slinge,rtd904,0,1688976747,Yes
Boxmeer,Bmr001,9,1688976747,Yes
Pijnacker,rtd906,3,1688976747,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,5,1688976747,Unknown
Voorhout,vh001,3,1688976747,Yes
Maastricht Noord,mtn001,9,1688976747,Yes
Doetinchem de Huet,dtch001,0,1688976747,Yes
Delden,ddn001,1,1688976747,Yes
Muiden P&R,wp901,7,1688976747,Yes
't Harde,Hde001,0,1688976747,Yes
Hengelo Gezondheidspark,hglg001,3,1688976747,Yes
Bodegraven,bdg001,0,1688976747,Yes
Utrecht Overvecht,uto001,0,1688976747,Yes
Hilversum Sportpark ,hvsp001,10,1688976747,Yes
Delft Zuid,dtz001,,1688976747,Yes
Vught,Vg001,2,1688976747,Yes
Amsterdam Zuid Zuidplein,asdz001,4,1688976747,Yes
Heemskerk,hk001,3,1688976747,Yes
Amsterdam Zuid Mahlerplein,asdz003,31,1688976747,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1688976747,Yes
Utrecht Zuilen,utzl001,1,1688976747,Yes
Alphen aan den Rijn,apn001,42,1688976747,Yes
Rotterdam Blaak,rtb001,2,1688976747,Yes
Vriezenveen,vz001,4,1688976747,Yes
Zwijndrecht,zwd003,21,1688976747,Yes
OV-ebike Driebergen-Zeist,db003,14,1688976747,Yes
Eindhoven Noordzijde,ehv003,0,1688976747,Yes
Eindhoven Zuidzijde (centrum),ehv002,34,1688976747,Yes
Winschoten,ws001,5,1688976747,Yes
Veghel,Btl003,6,1688976747,Yes
Naarden-Bussum,ndb002,44,1674039176,Yes
Naarden-Bussum,ndb003,17,1688976747,Yes
Woerden,wd001,34,1688976747,Yes
s-Hertogenbosch,ht001,13,1688976747,Yes
Baarn,brn001,,1666857504,Yes
Overveen,ovn001,2,1688976747,Yes
Waalwijk,ht002,1,1688976747,Yes
Maarssen,mas003,10,1688976747,Yes
Kerkrade Centrum,krd001,2,1688976747,Yes
Venray,vry001,17,1688976747,Yes
Eindhoven Strijp-S,ehb001,1,1683629913,Yes
Veenendaal West,vndw001,7,1688976747,No
Aalten,atn001,5,1688976747,Yes
Haarlem Fiets Inn,hlm002,66,1688976747,Yes
Bilthoven,bhv002,0,1688976747,Yes
Purmerend,pmr001,1,1688976747,Yes
Bilthoven,bhv001,,1666857504,Yes
Hardenberg,hdb001,2,1688976747,Yes
Beverwijk,bv002,22,1688976747,Yes
Boxtel,btl001,11,1688976747,Yes
Hoogezand Sappemeer,Hgz001,0,1688976747,Yes
Heerhugowaard,hwd002,23,1667896108,Yes
Amersfoort Vathorst,avat001,3,1688976747,Yes
Roermond,rm001,28,1688976747,Yes
Krommenie-Assendelft,kma001,4,1688976747,Yes
Heerlen,hrl001,29,1678868445,Yes
Schiphol,shl001,3,1688976747,Yes
Rosmalen,rs001,2,1688976747,Yes
Utrecht P+R Science Park (De Uithof) ZS,ut908,10,1666164653,Yes
Vianen OV-fiets Carrousel,ut905,24,1688976747,Yes
Utrecht P+R Papendorp,ut904,1,1688976747,Yes
Utrecht Stadhuis,ut003,8,1677604114,Yes
P + R Utrecht Science Park (De Uithof),ut906,9,1688976747,Yes
Hengelo,hgl001,,1675688931,Yes
Arnhem Centrum,ah001,0,1688976747,Yes
Utrecht Rijnsweerd,ut903,8,1688976747,Yes
Alkmaar,amr001,24,1688976747,Yes
Vlaardingen Centrum,vdg001,,1642524080,Yes
