description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,1,1689070214,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1689070214,Yes
Ermelo,eml001,0,1689070214,Unknown
Ravenstein,Rvs001,7,1689070214,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,4,1689070214,Yes
Schagen,sgn001,16,1689070214,Yes
Oldenzaal,odz001,1,1689070214,Yes
Cuijk,ck001,9,1689070214,Yes
Goes,gs003,4,1689070214,Yes
Vroomshoop,vhp001,4,1689070214,Yes
Best,bet001,0,1689070214,Yes
Winterswijk,ww001,3,1689070214,Yes
Amsterdam Bijlmer ArenA,asb003,15,1689070214,Yes
Utrecht Centraal Jaarbeursplein,ut016,6,1689070214,Yes
Zuidhorn,Zh001,6,1689070214,Yes
Soestdijk,sd001,0,1689070214,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,2,1689070214,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,17,1689070214,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,3,1689070214,Yes
Maarheeze,mz001,0,1689070214,Yes
Den Haag HS,gv001,3,1689070214,Yes
Heerhugowaard,hwd003,5,1689070214,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,5,1689070214,Yes
Deventer Boerhavelaan,dv003,20,1689070214,Yes
Uden,Ow002,6,1689070214,Yes
Deventer,dv001,35,1689070214,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1689070214,Yes
Den Helder Zuid,hdrz001,0,1689070214,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,12,1689070214,Yes
Sneek,sk001,2,1689070214,Yes
Geldrop,Gp001,0,1689070214,Yes
Oudenbosch,odb001,1,1689070214,Yes
Anna Paulowna,ana001,3,1689070214,Yes
Horst Sevenum,hrt001,0,1689070214,Yes
Amersfoort Schothorst,amfs001,1,1689070214,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,18,1689070214,Yes
OV-ebike Arnhem Centrum,ah003,1,1689070214,Yes
Gilze Rijen,gz001,4,1689070214,Yes
Emmen,emn001,16,1689070214,Yes
Halfweg Zwanenburg,hwzb001,1,1689070214,Yes
Hoorn Kersenboogerd,hnk001,5,1689070214,Yes
