description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,4,1688700054,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688700054,Yes
Ermelo,eml001,0,1688700054,Unknown
Ravenstein,Rvs001,6,1688700054,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,7,1688700054,Yes
Schagen,sgn001,7,1688700054,Yes
Oldenzaal,odz001,4,1688700054,Yes
Cuijk,ck001,12,1688700054,Yes
Goes,gs003,20,1688700054,No
Vroomshoop,vhp001,4,1688700054,Yes
Best,bet001,25,1688700054,No
Winterswijk,ww001,5,1688700054,Yes
Amsterdam Bijlmer ArenA,asb003,17,1688700054,No
Utrecht Centraal Jaarbeursplein,ut016,528,1688700054,Yes
Zuidhorn,Zh001,8,1688700054,Yes
Soestdijk,sd001,4,1688700054,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,3,1688700054,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,39,1688700054,No
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,20,1688700054,Yes
Maarheeze,mz001,4,1688700054,Yes
Den Haag HS,gv001,62,1688700054,Yes
Heerhugowaard,hwd003,19,1688700054,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,7,1688700054,Yes
Deventer Boerhavelaan,dv003,20,1688700054,Yes
Uden,Ow002,8,1688700054,Yes
Deventer,dv001,107,1688700054,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688700054,Yes
Den Helder Zuid,hdrz001,4,1688700054,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,258,1688700054,Yes
Sneek,sk001,4,1688700054,Yes
Geldrop,Gp001,2,1688700054,Yes
Oudenbosch,odb001,2,1688700054,Yes
Anna Paulowna,ana001,1,1688700054,Yes
Horst Sevenum,hrt001,0,1688700054,Yes
Amersfoort Schothorst,amfs001,26,1688700054,No
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,46,1688700054,Yes
OV-ebike Arnhem Centrum,ah003,14,1688700054,No
Gilze Rijen,gz001,5,1688700054,Yes
Emmen,emn001,21,1688700054,No
Halfweg Zwanenburg,hwzb001,4,1688700054,Yes
Hoorn Kersenboogerd,hnk001,6,1688700054,Yes
Hoorn,hn001,14,1688700054,Yes
Rotterdam Kralingse Zoom,Rta003,20,1688700054,Yes
Rhenen,rhn001,1,1688700054,Yes
Rijssen,rsn001,4,1688700054,Yes
Venlo,vl001,47,1688700054,Yes
Ommen,omn001,0,1688700054,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,19,1688700054,No
Groningen Noord,Gnn001,2,1688700054,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,1,1688700054,Yes
Haarlem Spaarnwoude,hlms001,1,1688700054,Yes
Dordrecht,ddr001,45,1688700054,Yes
Soest Zuid,stz001,4,1688700054,Yes
Haren,HRN002,2,1688700054,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,16,1688700054,Yes
Utrecht P+R Westraven,ut007,8,1688700054,Yes
Maastricht Randwyck,mtr001,7,1688700054,Yes
Amsterdam Muiderpoort,asdm001,38,1688700054,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,2,1688700054,Yes
Meerssen,mes001,4,1688700054,Yes
Maassluis,mss001,10,1688700054,No
Weesp,wp001,42,1688700054,No
Weert,wt003,15,1688700054,Yes
Vierlingsbeek,vlb001,6,1688700054,Yes
Amsterdam Sloterdijk,ass001,112,1688700054,Yes
Gorinchem,gr001,1,1688700054,Yes
Rotterdam Alexander,rta001,2,1688700054,Yes
Valkenburg,vk001,5,1688700054,Yes
Almelo,aml002,18,1688700054,Yes
Bloemendaal,bll001,1,1688700054,Yes
Etten-Leur,etn001,3,1688700054,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,15,1688700054,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,3,1688700054,Yes
Doetinchem,dtc001,4,1688700054,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
