description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,3,1688756776,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,2,1688756776,Yes
Ermelo,eml001,4,1688756776,Unknown
Ravenstein,Rvs001,6,1688756776,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,4,1688756776,Yes
Schagen,sgn001,0,1688756776,Yes
Oldenzaal,odz001,3,1688756776,Yes
Cuijk,ck001,14,1688756776,Yes
Goes,gs003,16,1688756776,Yes
Vroomshoop,vhp001,4,1688756776,Yes
Best,bet001,20,1688756776,Yes
Winterswijk,ww001,0,1688756776,Yes
Amsterdam Bijlmer ArenA,asb003,13,1688756776,Yes
Utrecht Centraal Jaarbeursplein,ut016,76,1688756776,Yes
Zuidhorn,Zh001,8,1688756776,Yes
Soestdijk,sd001,2,1688756776,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,0,1688756776,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,8,1688756776,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,4,1688756776,Yes
Maarheeze,mz001,2,1688756776,Yes
Den Haag HS,gv001,5,1688756776,Yes
Heerhugowaard,hwd003,17,1688756776,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,2,1688756776,Yes
Deventer Boerhavelaan,dv003,17,1688756776,Yes
Uden,Ow002,8,1688756776,Yes
Deventer,dv001,6,1688756776,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,1,1688756776,Yes
Den Helder Zuid,hdrz001,4,1688756776,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,13,1688756776,Yes
Sneek,sk001,0,1688756776,Yes
Geldrop,Gp001,2,1688756776,Yes
Oudenbosch,odb001,3,1688756776,Yes
Anna Paulowna,ana001,1,1688756776,Yes
Horst Sevenum,hrt001,0,1688756776,Yes
Amersfoort Schothorst,amfs001,21,1688756776,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,25,1688756776,Yes
OV-ebike Arnhem Centrum,ah003,3,1688756776,Yes
Gilze Rijen,gz001,6,1688756776,Yes
Emmen,emn001,20,1688756776,No
Halfweg Zwanenburg,hwzb001,4,1688756776,Yes
Hoorn Kersenboogerd,hnk001,8,1688756776,Yes
Hoorn,hn001,14,1688756776,Yes
Rotterdam Kralingse Zoom,Rta003,13,1688756776,Yes
Rhenen,rhn001,0,1688756776,Yes
Rijssen,rsn001,7,1688756776,Yes
Venlo,vl001,45,1688756776,Yes
Ommen,omn001,0,1688756776,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,2,1688756776,Yes
Groningen Noord,Gnn001,0,1688756776,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,2,1688756776,Yes
Haarlem Spaarnwoude,hlms001,2,1688756776,Yes
Dordrecht,ddr001,0,1688756776,Yes
Soest Zuid,stz001,2,1688756776,Yes
Haren,HRN002,1,1688756776,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,19,1688756776,Yes
Utrecht P+R Westraven,ut007,8,1688756776,Yes
Maastricht Randwyck,mtr001,4,1688756776,Yes
Amsterdam Muiderpoort,asdm001,0,1688756776,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,0,1688756776,Yes
Meerssen,mes001,2,1688756776,Yes
Maassluis,mss001,10,1688756776,Yes
Weesp,wp001,32,1688756776,Yes
Weert,wt003,8,1688756776,Yes
Vierlingsbeek,vlb001,6,1688756776,Yes
Amsterdam Sloterdijk,ass001,3,1688756776,Yes
Gorinchem,gr001,1,1688756776,Yes
Rotterdam Alexander,rta001,0,1688756776,Yes
Valkenburg,vk001,2,1688756776,Yes
Almelo,aml002,0,1688756776,Yes
Bloemendaal,bll001,4,1688756776,Yes
Etten-Leur,etn001,10,1688756776,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,13,1688756776,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,1,1688756776,Yes
Doetinchem,dtc001,2,1688756776,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,4,1688756776,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,4,1688756776,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,7,1688756776,Yes
Zwolle,zl004,153,1688756776,Yes
Baarn,brn002,0,1688756776,Yes
Nijmegen,nm001,33,1688756776,Yes
Bovenkarspel-Grootebroek,bkg001,3,1688756776,Yes
Dieren,dr001,0,1688756776,Yes
Zeist,db002,17,1688756776,Yes
Driebergen-Zeist,db001,95,1688756776,Yes
Echt,ec001,7,1688756776,Yes
Lelystad Centrum,lls003,8,1688756776,Yes
Middelburg,mdb002,2,1688756776,Yes
Raalte,rat001,4,1688756776,Yes
Dalfsen,dl001,1,1688756776,Yes
Rotterdam Slinge,rtd904,4,1688756776,Yes
Boxmeer,Bmr001,13,1688756776,Yes
Pijnacker,rtd906,3,1688756776,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,4,1688756776,Unknown
Voorhout,vh001,1,1688756776,Yes
Maastricht Noord,mtn001,7,1688756776,Yes
Doetinchem de Huet,dtch001,5,1688756776,Yes
Delden,ddn001,0,1688756776,Yes
Muiden P&R,wp901,7,1688756776,Yes
't Harde,Hde001,2,1688756776,Yes
Hengelo Gezondheidspark,hglg001,3,1688756776,Yes
Bodegraven,bdg001,3,1688756776,Yes
Utrecht Overvecht,uto001,1,1688756776,Yes
Hilversum Sportpark ,hvsp001,12,1688756776,No
Delft Zuid,dtz001,,1688756776,Yes
Vught,Vg001,0,1688756776,Yes
Amsterdam Zuid Zuidplein,asdz001,2,1688756776,Yes
Heemskerk,hk001,6,1688756776,Yes
Amsterdam Zuid Mahlerplein,asdz003,2,1688756776,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1688756776,Yes
Utrecht Zuilen,utzl001,1,1688756776,Yes
Alphen aan den Rijn,apn001,19,1688756776,Yes
Rotterdam Blaak,rtb001,2,1688756776,Yes
Vriezenveen,vz001,4,1688756776,Yes
Zwijndrecht,zwd003,21,1688756776,Yes
OV-ebike Driebergen-Zeist,db003,21,1688756776,Yes
Eindhoven Noordzijde,ehv003,2,1688756776,No
Eindhoven Zuidzijde (centrum),ehv002,3,1688756776,Yes
Winschoten,ws001,3,1688756776,Yes
Veghel,Btl003,4,1688756776,Yes
Naarden-Bussum,ndb002,44,1674039176,Yes
Naarden-Bussum,ndb003,28,1688756776,Yes
Woerden,wd001,1,1688756776,Yes
s-Hertogenbosch,ht001,69,1688756776,Yes
Baarn,brn001,,1666857504,Yes
Overveen,ovn001,2,1688756776,Yes
Waalwijk,ht002,3,1688756776,Yes
Maarssen,mas003,15,1688756776,Yes
Kerkrade Centrum,krd001,3,1688756776,Yes
Venray,vry001,18,1688756776,Yes
Eindhoven Strijp-S,ehb001,1,1683629913,Yes
Veenendaal West,vndw001,7,1688756776,Yes
Aalten,atn001,6,1688756776,Yes
Haarlem Fiets Inn,hlm002,37,1688756776,Yes
Bilthoven,bhv002,14,1688756776,Yes
Purmerend,pmr001,4,1688756776,Yes
Bilthoven,bhv001,,1666857504,Yes
Hardenberg,hdb001,0,1688756776,Yes
Beverwijk,bv002,33,1688756776,Yes
Boxtel,btl001,14,1688756776,No
Hoogezand Sappemeer,Hgz001,4,1688756776,Yes
Heerhugowaard,hwd002,23,1667896108,Yes
Amersfoort Vathorst,avat001,4,1688756776,Yes
Roermond,rm001,28,1688756776,Yes
Krommenie-Assendelft,kma001,3,1688756776,Yes
Heerlen,hrl001,29,1678868445,Yes
Schiphol,shl001,3,1688756776,Yes
Rosmalen,rs001,4,1688756776,Yes
Utrecht P+R Science Park (De Uithof) ZS,ut908,10,1666164653,Yes
Vianen OV-fiets Carrousel,ut905,24,1688756776,Yes
Utrecht P+R Papendorp,ut904,1,1688756776,Yes
Utrecht Stadhuis,ut003,8,1677604114,Yes
P + R Utrecht Science Park (De Uithof),ut906,9,1688756776,Yes
Hengelo,hgl001,,1675688931,Yes
Arnhem Centrum,ah001,183,1688756776,Yes
Utrecht Rijnsweerd,ut903,7,1688756776,Yes
Alkmaar,amr001,33,1688756776,Yes
Vlaardingen Centrum,vdg001,,1642524080,Yes
Rotterdam Centraal,rtd001,7,1688756776,Yes
Tilburg West Universiteit,tbu001,1,1688756776,Yes
Sittard,std002,18,1688756776,Yes
"Leiden Centraal, Centrumzijde",ledn002,7,1688756776,No
Gouda Goverwelle,gdg001,0,1688756776,Yes
Den Haag Laan van NOI,laa001,0,1688756776,Yes
Alkmaar Noord,amrn002,21,1688756776,Yes
Zandvoort,zvt001,2,1688756776,Yes
Uitgeest,utg001,0,1688756776,Yes
Alkmaar Noord,amrn003,29,1667467212,Yes
Den Helder,hdr003,6,1667896108,Yes
Nootdorp,gvc901,4,1688756776,Yes
Houten,htn001,47,1688756776,Yes
Steenwijk,swk002,6,1688756776,Yes
Lage Zwaluwe,Zlw001,2,1688756776,Yes
Hoogeveen,hgv002,23,1679582772,Yes
Zutphen,zp001,48,1688756776,Yes
Zwolle Hanzeland,zl003,14,1688756776,Yes
Breda Centrum,Bd003,127,1688756776,No
Den Haag Mariahoeve,gvm001,2,1688756776,Yes
Zaltbommel,zbm001,25,1677765289,Yes
Barneveld Noord,bnn001,5,1688756776,Yes
Almere Centrum Landdrostdreef,alm001,57,1688756776,Yes
Zaltbommel,zbm002,24,1688756776,Yes
Schiedam,sdm001,1,1688756776,Yes
Zoetermeer Centrum West,ztm002,17,1688756776,Yes
Borne,bn001,3,1688756776,Yes
Zevenbergen,Zvb001,8,1688756776,Yes
Driehuis,drh001,7,1688756776,Yes
Helmond Brouwhuis,hmbh001,4,1688756776,Yes
Amsterdam Centraal Stationsplein,asd010,5,1688756776,Yes
Nijmegen Heyendaal,nmh001,0,1688756776,Yes
Barendrecht,brd002,16,1688756776,Yes
Rheden,rh001,3,1688756776,Yes
Barendrecht,brd001,29,1675240492,Yes
Bergen op Zoom,bgn002,13,1688756776,Yes
Breda Belcrum,bd002,73,1688756776,Yes
Amsterdam Centraal IJzijde,asd008,10,1688756776,Yes
Amsterdam Noord,asd009,1,1688756776,Yes
Obdam,obd001,1,1688756776,Yes
Tiel,tl003,16,1688756776,Yes
Tiel,tl002,26,1677765289,Yes
