description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,4,1689019805,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1689019805,Yes
Ermelo,eml001,4,1689019805,Unknown
Ravenstein,Rvs001,6,1689019805,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,7,1689019805,Yes
Schagen,sgn001,15,1689019805,Yes
Oldenzaal,odz001,2,1689019805,Yes
Cuijk,ck001,15,1689019805,Yes
Goes,gs003,16,1689019805,Yes
Vroomshoop,vhp001,4,1689019805,Yes
Best,bet001,17,1689019805,No
Winterswijk,ww001,4,1689019805,Yes
Amsterdam Bijlmer ArenA,asb003,25,1689019805,Yes
Utrecht Centraal Jaarbeursplein,ut016,553,1689019805,Yes
Zuidhorn,Zh001,6,1689019805,Yes
Soestdijk,sd001,2,1689019805,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,9,1689019805,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,35,1689019805,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,17,1689019805,Yes
Maarheeze,mz001,3,1689019805,Yes
Den Haag HS,gv001,45,1689019805,Yes
Heerhugowaard,hwd003,19,1689019805,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,19,1689019805,Yes
Deventer Boerhavelaan,dv003,20,1689019805,Yes
Uden,Ow002,7,1689019805,Yes
Deventer,dv001,128,1689019805,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,4,1689019805,Yes
Den Helder Zuid,hdrz001,5,1689019805,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,229,1689019805,Yes
Sneek,sk001,2,1689019805,Yes
Geldrop,Gp001,1,1689019805,Yes
Oudenbosch,odb001,3,1689019805,Yes
Anna Paulowna,ana001,2,1689019805,Yes
Horst Sevenum,hrt001,5,1689019805,Yes
Amersfoort Schothorst,amfs001,28,1689019805,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,55,1689019805,Yes
OV-ebike Arnhem Centrum,ah003,12,1689019805,Yes
Gilze Rijen,gz001,6,1689019805,Yes
Emmen,emn001,19,1689019805,No
Halfweg Zwanenburg,hwzb001,2,1689019805,Yes
Hoorn Kersenboogerd,hnk001,6,1689019805,Yes
Hoorn,hn001,53,1689019805,Yes
Rotterdam Kralingse Zoom,Rta003,16,1689019805,Yes
Rhenen,rhn001,0,1689019805,Yes
Rijssen,rsn001,7,1689019805,Yes
Venlo,vl001,51,1689019805,Yes
Ommen,omn001,2,1689019805,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,10,1689019805,Yes
Groningen Noord,Gnn001,4,1689019805,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1689019805,Yes
Haarlem Spaarnwoude,hlms001,2,1689019805,Yes
Dordrecht,ddr001,42,1689019805,Yes
Soest Zuid,stz001,3,1689019805,Yes
Haren,HRN002,0,1689019805,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,13,1689019805,Yes
Utrecht P+R Westraven,ut007,13,1689019805,Yes
Maastricht Randwyck,mtr001,1,1689019805,Yes
Amsterdam Muiderpoort,asdm001,25,1689019805,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,4,1689019805,Yes
Meerssen,mes001,4,1689019805,Yes
Maassluis,mss001,10,1689019805,Yes
Weesp,wp001,31,1689019805,Yes
Weert,wt003,21,1689019805,Yes
Vierlingsbeek,vlb001,5,1689019805,Yes
Amsterdam Sloterdijk,ass001,124,1689019805,Yes
Gorinchem,gr001,0,1689019805,Yes
Rotterdam Alexander,rta001,5,1689019805,Yes
Valkenburg,vk001,0,1689019805,Yes
Almelo,aml002,0,1689019805,Yes
Bloemendaal,bll001,0,1689019805,Yes
Etten-Leur,etn001,1,1689019805,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,11,1689019805,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,3,1689019805,Yes
Doetinchem,dtc001,3,1689019805,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,1,1689019805,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,8,1689019805,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,7,1689019805,Yes
Zwolle,zl004,263,1689019805,Yes
Baarn,brn002,22,1689019805,Yes
Nijmegen,nm001,142,1689019805,Yes
Bovenkarspel-Grootebroek,bkg001,4,1689019805,Yes
Dieren,dr001,2,1689019805,Yes
Zeist,db002,19,1689019805,Yes
Driebergen-Zeist,db001,126,1689019805,Yes
Echt,ec001,6,1689019805,Yes
Lelystad Centrum,lls003,17,1689019805,Yes
Middelburg,mdb002,17,1689019805,Yes
Raalte,rat001,4,1689019805,Yes
Dalfsen,dl001,2,1689019805,Yes
Rotterdam Slinge,rtd904,5,1689019805,Yes
Boxmeer,Bmr001,13,1689019805,Yes
Pijnacker,rtd906,3,1689019805,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,0,1689019805,Unknown
Voorhout,vh001,2,1689019805,Yes
Maastricht Noord,mtn001,10,1689019805,Yes
Doetinchem de Huet,dtch001,4,1689019805,Yes
Delden,ddn001,1,1689019805,Yes
Muiden P&R,wp901,8,1689019805,Yes
't Harde,Hde001,5,1689019805,Yes
Hengelo Gezondheidspark,hglg001,4,1689019805,Yes
Bodegraven,bdg001,3,1689019805,Yes
Utrecht Overvecht,uto001,13,1689019805,Yes
Hilversum Sportpark ,hvsp001,13,1689019805,No
Delft Zuid,dtz001,,1689019805,Yes
Vught,Vg001,3,1689019805,Yes
Amsterdam Zuid Zuidplein,asdz001,88,1689019805,Yes
Heemskerk,hk001,6,1689019805,Yes
Amsterdam Zuid Mahlerplein,asdz003,49,1689019805,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1689019805,Yes
Utrecht Zuilen,utzl001,6,1689019805,Yes
Alphen aan den Rijn,apn001,48,1689019805,Yes
Rotterdam Blaak,rtb001,11,1689019805,No
Vriezenveen,vz001,4,1689019805,Yes
Zwijndrecht,zwd003,29,1689019805,Yes
OV-ebike Driebergen-Zeist,db003,23,1689019805,Yes
Eindhoven Noordzijde,ehv003,32,1689019805,No
Eindhoven Zuidzijde (centrum),ehv002,179,1689019805,Yes
