description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,0,1688652517,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,2,1688652517,Yes
Ermelo,eml001,0,1688652517,Unknown
Ravenstein,Rvs001,7,1688652517,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1688652517,Yes
Schagen,sgn001,7,1688652517,Yes
Oldenzaal,odz001,0,1688652517,Yes
Cuijk,ck001,10,1688652517,Yes
Goes,gs003,2,1688652517,Yes
Vroomshoop,vhp001,4,1688652517,Yes
Best,bet001,6,1688652517,Yes
Winterswijk,ww001,2,1688652517,Yes
Amsterdam Bijlmer ArenA,asb003,0,1688652517,Yes
Utrecht Centraal Jaarbeursplein,ut016,24,1688652517,Yes
Zuidhorn,Zh001,8,1688652517,Yes
Soestdijk,sd001,2,1688652517,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,0,1688652517,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,9,1688652517,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,2,1688652517,Yes
Maarheeze,mz001,3,1688652517,Yes
Den Haag HS,gv001,5,1688652517,Yes
Heerhugowaard,hwd003,7,1688652517,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,4,1688652517,Yes
Deventer Boerhavelaan,dv003,20,1688652517,Yes
Uden,Ow002,8,1688652517,Yes
Deventer,dv001,17,1688652517,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,2,1688652517,Yes
Den Helder Zuid,hdrz001,0,1688652517,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,9,1688652517,Yes
Sneek,sk001,2,1688652517,Yes
Geldrop,Gp001,1,1688652517,Yes
Oudenbosch,odb001,1,1688652517,Yes
Anna Paulowna,ana001,2,1688652517,Yes
Horst Sevenum,hrt001,0,1688652517,Yes
