description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,6,1703731831,OV_FIETS,Yes
Brummen,bmn001,5,1703731831,OV_FIETS,Yes
Ermelo,eml001,1,1703731831,OV_FIETS,Unknown
Ravenstein,Rvs001,5,1703731831,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,90,1703731831,OV_FIETS,No
Nijmegen Goffert,nmgo001,2,1703731831,OV_FIETS,Yes
Lochem,lc001,5,1703731831,OV_FIETS,Yes
Bergen op Zoom,bgn002,20,1703731831,OV_FIETS,No
Oldenzaal,odz001,3,1703731831,OV_FIETS,Yes
Cuijk,ck001,16,1703731831,OV_FIETS,Yes
Veenendaal-De klomp,klp001,19,1703731831,OV_FIETS,Yes
Vroomshoop,vhp001,4,1703731831,OV_FIETS,Yes
Best,bet001,17,1703731831,OV_FIETS,No
Winterswijk,ww001,4,1703731831,OV_FIETS,Yes
Amsterdam Bijlmer ArenA,asb003,0,1695282760,OV_FIETS,Yes
Boxtel - Kluis,btl004,10,1703731831,OV_FIETS,Yes
Zuidhorn,Zh001,6,1703731831,OV_FIETS,Yes
Houten Castellum,htnc001,35,1703731831,OV_FIETS,No
Voorhout,vh001,3,1703731831,OV_FIETS,Yes
Tilburg Reeshof,tbr001,4,1703731831,OV_FIETS,Yes
Harderwijk,hd001,49,1703731831,OV_FIETS,No
Utrecht P+R Westraven,ut007,14,1703731831,OV_FIETS,Yes
Den Haag HS,gv001,68,1703731831,OV_FIETS,No
Heerhugowaard,hwd003,31,1703731831,OV_FIETS,No
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,11,1703731831,OV_FIETS,No
Deventer Boerhavelaan,dv003,18,1703731831,OV_FIETS,Yes
Uden,Ow002,5,1703731831,OV_FIETS,Yes
Deventer,dv001,143,1703731831,OV_FIETS,No
"Leiden Centraal, Centrumzijde",ledn002,4,1703731831,OV_FIETS,No
Helmond Brandevoort,hmbv001,4,1703731831,OV_FIETS,Yes
Den Helder Zuid,hdrz001,6,1703731831,OV_FIETS,Yes
Castricum,cas002,62,1703731831,OV_FIETS,No
Sneek,sk001,5,1703731831,OV_FIETS,Yes
Geldrop,Gp001,10,1703731831,OV_FIETS,Yes
Oudenbosch,odb001,1,1703731831,OV_FIETS,Yes
Anna Paulowna,ana001,2,1703731831,OV_FIETS,Yes
Goes,gs003,23,1703731831,OV_FIETS,No
Amersfoort Schothorst,amfs001,27,1703731831,OV_FIETS,No
Roosendaal,rsd002,52,1703731831,OV_FIETS,No
OV-ebike Arnhem Centrum,ah003,26,1703731831,OV_FIETS,No
Gilze Rijen,gz001,6,1703731831,OV_FIETS,Yes
Halfweg Zwanenburg,hwzb001,4,1703731831,OV_FIETS,Yes
Hoorn Kersenboogerd,hnk001,5,1703731831,OV_FIETS,Yes
Hoorn,hn001,58,1703731831,OV_FIETS,No
Rotterdam Kralingse Zoom,Rta003,21,1703731831,OV_FIETS,Yes
Boskoop,bsk001,6,1703731831,OV_FIETS,Yes
Rijssen,rsn001,4,1703731831,OV_FIETS,Yes
Venlo,vl001,58,1703731831,OV_FIETS,No
Ommen,omn001,2,1703731831,OV_FIETS,Yes
Culemborg,cl003,13,1703731831,OV_FIETS,No
Groningen Noord,Gnn001,0,1703731831,OV_FIETS,Yes
Eindhoven Strijp-S,ehs001,1,1703731831,OV_FIETS,Yes
Haarlem Spaarnwoude,hlms001,2,1703731831,OV_FIETS,Yes
Voorburg,vb002,29,1703731831,OV_FIETS,No
Soest Zuid,stz001,6,1703731831,OV_FIETS,Yes
Haren,HRN002,2,1703731831,OV_FIETS,Unknown
