description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,3,1713331862,OV_FIETS,Yes
Brummen,bmn001,6,1713331862,OV_FIETS,Yes
Ermelo,eml001,2,1713331862,OV_FIETS,Unknown
Ravenstein,Rvs001,6,1713331862,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,104,1713331862,OV_FIETS,Yes
Nijmegen Goffert,nmgo001,0,1713331862,OV_FIETS,Yes
Lochem,lc001,6,1713331862,OV_FIETS,Yes
Bergen op Zoom,bgn002,23,1713331862,OV_FIETS,Yes
Oldenzaal,odz001,4,1713331862,OV_FIETS,Yes
Cuijk,ck001,14,1713331862,OV_FIETS,Yes
Veenendaal-De klomp,klp001,20,1713331862,OV_FIETS,Yes
Vroomshoop,vhp001,4,1713331862,OV_FIETS,Yes
Best,bet001,23,1713331862,OV_FIETS,Yes
Winterswijk,ww001,5,1713331862,OV_FIETS,Yes
Amsterdam Bijlmer ArenA,asb003,0,1695282760,OV_FIETS,Yes
Boxtel - Kluis,btl004,5,1713331862,OV_FIETS,Yes
Zuidhorn,Zh001,7,1713331862,OV_FIETS,Yes
Houten Castellum,htnc001,39,1713331862,OV_FIETS,Yes
Voorhout,vh001,2,1713331862,OV_FIETS,Yes
Tilburg Reeshof,tbr001,0,1713331862,OV_FIETS,Yes
Harderwijk,hd001,57,1713331862,OV_FIETS,Yes
Utrecht P+R Westraven,ut007,15,1713331862,OV_FIETS,Yes
Den Haag HS,gv001,66,1713331862,OV_FIETS,Yes
Heerhugowaard,hwd003,23,1713331862,OV_FIETS,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,14,1713331862,OV_FIETS,Yes
Deventer Boerhavelaan,dv003,20,1713331862,OV_FIETS,Yes
Uden,Ow002,7,1713331862,OV_FIETS,Yes
Deventer,dv001,138,1713331862,OV_FIETS,Yes
"Leiden Centraal, Centrumzijde",ledn002,44,1713331862,OV_FIETS,Yes
