description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,3,1688753456,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,2,1688753456,Yes
Ermelo,eml001,1,1688753456,Unknown
Ravenstein,Rvs001,6,1688753456,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,4,1688753456,Yes
Schagen,sgn001,0,1688753456,Yes
Oldenzaal,odz001,3,1688753456,Yes
Cuijk,ck001,14,1688753456,Yes
Goes,gs003,18,1688753456,Yes
Vroomshoop,vhp001,4,1688753456,Yes
Best,bet001,22,1688753456,Yes
Winterswijk,ww001,0,1688753456,Yes
Amsterdam Bijlmer ArenA,asb003,13,1688753456,Yes
Utrecht Centraal Jaarbeursplein,ut016,106,1688753456,Yes
Zuidhorn,Zh001,8,1688753456,Yes
Soestdijk,sd001,2,1688753456,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,0,1688753456,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,10,1688753456,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,5,1688753456,Yes
Maarheeze,mz001,2,1688753456,Yes
Den Haag HS,gv001,4,1688753456,Yes
Heerhugowaard,hwd003,17,1688753456,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,4,1688753456,Yes
Deventer Boerhavelaan,dv003,18,1688753456,Yes
Uden,Ow002,8,1688753456,Yes
Deventer,dv001,2,1688753456,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,0,1688753456,Yes
Den Helder Zuid,hdrz001,4,1688753456,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,20,1688753456,Yes
Sneek,sk001,0,1688753456,Yes
Geldrop,Gp001,2,1688753456,Yes
Oudenbosch,odb001,3,1688753456,Yes
Anna Paulowna,ana001,1,1688753456,Yes
Horst Sevenum,hrt001,0,1688753456,Yes
