description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,4,1688771333,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1688771333,Yes
Ermelo,eml001,3,1688771333,Unknown
Ravenstein,Rvs001,6,1688771333,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,4,1688771333,Yes
Schagen,sgn001,0,1688771333,Yes
Oldenzaal,odz001,4,1688771333,Yes
Cuijk,ck001,17,1688771333,Yes
Goes,gs003,16,1688771333,No
Vroomshoop,vhp001,4,1688771333,Yes
Best,bet001,16,1688771333,No
Winterswijk,ww001,0,1688771333,Yes
Amsterdam Bijlmer ArenA,asb003,17,1688771333,Yes
Utrecht Centraal Jaarbeursplein,ut016,377,1688771333,Yes
Zuidhorn,Zh001,8,1688771333,Yes
Soestdijk,sd001,2,1688771333,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,1,1688771333,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,19,1688771333,No
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,7,1688771333,Yes
Maarheeze,mz001,3,1688771333,Yes
Den Haag HS,gv001,22,1688771333,Yes
Heerhugowaard,hwd003,19,1688771333,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,5,1688771333,Yes
Deventer Boerhavelaan,dv003,17,1688771333,Yes
Uden,Ow002,8,1688771333,Yes
Deventer,dv001,45,1688771333,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,0,1688771333,Yes
Den Helder Zuid,hdrz001,2,1688771333,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,110,1688771333,Yes
Sneek,sk001,0,1688771333,Yes
Geldrop,Gp001,2,1688771333,Yes
Oudenbosch,odb001,3,1688771333,Yes
Anna Paulowna,ana001,1,1688771333,Yes
Horst Sevenum,hrt001,1,1688771333,Yes
Amersfoort Schothorst,amfs001,26,1688771333,No
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,42,1688771333,Yes
OV-ebike Arnhem Centrum,ah003,4,1688771333,Yes
Gilze Rijen,gz001,7,1688771333,Yes
Emmen,emn001,20,1688771333,No
Halfweg Zwanenburg,hwzb001,5,1688771333,Yes
Hoorn Kersenboogerd,hnk001,8,1688771333,Yes
Hoorn,hn001,14,1688771333,Yes
Rotterdam Kralingse Zoom,Rta003,11,1688771333,Yes
Rhenen,rhn001,0,1688771333,Yes
Rijssen,rsn001,7,1688771333,Yes
Venlo,vl001,47,1688771333,Yes
Ommen,omn001,0,1688771333,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,11,1688771333,Yes
Groningen Noord,Gnn001,0,1688771333,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1688771333,Yes
Haarlem Spaarnwoude,hlms001,1,1688771333,Yes
Dordrecht,ddr001,20,1688771333,Yes
Soest Zuid,stz001,4,1688771333,Yes
Haren,HRN002,3,1688771333,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,19,1688771333,Yes
Utrecht P+R Westraven,ut007,8,1688771333,Yes
Maastricht Randwyck,mtr001,3,1688771333,Yes
Amsterdam Muiderpoort,asdm001,9,1688771333,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,1,1688771333,Yes
Meerssen,mes001,2,1688771333,Yes
Maassluis,mss001,10,1688771333,No
Weesp,wp001,39,1688771333,No
Weert,wt003,10,1688771333,Yes
Vierlingsbeek,vlb001,6,1688771333,Yes
Amsterdam Sloterdijk,ass001,68,1688771333,Yes
Gorinchem,gr001,0,1688771333,Yes
Rotterdam Alexander,rta001,1,1688771333,Yes
Valkenburg,vk001,2,1688771333,Yes
Almelo,aml002,0,1688771333,Yes
Bloemendaal,bll001,4,1688771333,Yes
Etten-Leur,etn001,4,1688771333,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,11,1688771333,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
Purmerend Overwhere,pmo001,1,1688771333,Yes
Doetinchem,dtc001,4,1688771333,Yes
Lelystad Centrum,lls002,15,1666626240,Yes
Nijmegen Goffert,nmgo001,6,1688771333,Yes
Zandvoort Zilt-Bikes,zvt002,,1642524080,Yes
Zwolle Hanzeland/Zuidzijde,zl002,,1674641829,Yes
Holten,hon001,4,1688771333,Yes
Boskoop,bk001,3,1683629913,Yes
Breda Prinsenbeek,bdpb001,7,1688771333,Yes
Zwolle,zl004,221,1688771333,Yes
Baarn,brn002,24,1688771333,Yes
Nijmegen,nm001,59,1688771333,Yes
Bovenkarspel-Grootebroek,bkg001,3,1688771333,Yes
Dieren,dr001,0,1688771333,Yes
Zeist,db002,16,1688771333,Yes
Driebergen-Zeist,db001,116,1688771333,Yes
Echt,ec001,6,1688771333,Yes
Lelystad Centrum,lls003,3,1688771333,Yes
Middelburg,mdb002,2,1688771333,Yes
Raalte,rat001,5,1688771333,Yes
Dalfsen,dl001,2,1688771333,Yes
Rotterdam Slinge,rtd904,4,1688771333,Yes
Boxmeer,Bmr001,13,1688771333,Yes
Pijnacker,rtd906,3,1688771333,Yes
Veenendaal,vndc002,2,1659359068,Yes
Nunspeet,Ns001,2,1688771333,Unknown
Voorhout,vh001,1,1688771333,Yes
Maastricht Noord,mtn001,7,1688771333,Yes
Doetinchem de Huet,dtch001,5,1688771333,Yes
Delden,ddn001,2,1688771333,Yes
Muiden P&R,wp901,6,1688771333,Yes
't Harde,Hde001,6,1688771333,Yes
Hengelo Gezondheidspark,hglg001,4,1688771333,Yes
Bodegraven,bdg001,4,1688771333,Yes
Utrecht Overvecht,uto001,0,1688771333,Yes
Hilversum Sportpark ,hvsp001,12,1688771333,No
Delft Zuid,dtz001,,1688771333,Yes
Vught,Vg001,2,1688771333,Yes
Amsterdam Zuid Zuidplein,asdz001,86,1688771333,Yes
Heemskerk,hk001,7,1688771333,Yes
Amsterdam Zuid Mahlerplein,asdz003,52,1688771333,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1688771333,No
Utrecht Zuilen,utzl001,3,1688771333,Yes
Alphen aan den Rijn,apn001,39,1688771333,Yes
Rotterdam Blaak,rtb001,2,1688771333,No
Vriezenveen,vz001,4,1688771333,Yes
Zwijndrecht,zwd003,23,1688771333,Yes
OV-ebike Driebergen-Zeist,db003,24,1688771333,Yes
Eindhoven Noordzijde,ehv003,2,1688771333,No
Eindhoven Zuidzijde (centrum),ehv002,71,1688771333,Yes
Winschoten,ws001,3,1688771333,Yes
Veghel,Btl003,6,1688771333,Yes
Naarden-Bussum,ndb002,44,1674039176,Yes
Naarden-Bussum,ndb003,44,1688771333,Yes
Woerden,wd001,31,1688771333,Yes
s-Hertogenbosch,ht001,163,1688771333,Yes
Baarn,brn001,,1666857504,Yes
Overveen,ovn001,2,1688771333,Yes
Waalwijk,ht002,6,1688771333,Yes
Maarssen,mas003,16,1688771333,Yes
Kerkrade Centrum,krd001,4,1688771333,Yes
Venray,vry001,19,1688771333,Yes
Eindhoven Strijp-S,ehb001,1,1683629913,Yes
Veenendaal West,vndw001,7,1688771333,Yes
Aalten,atn001,6,1688771333,Yes
Haarlem Fiets Inn,hlm002,136,1688771333,Yes
Bilthoven,bhv002,17,1688771333,Yes
Purmerend,pmr001,4,1688771333,Yes
Bilthoven,bhv001,,1666857504,Yes
Hardenberg,hdb001,1,1688771333,Yes
Beverwijk,bv002,40,1688771333,Yes
Boxtel,btl001,14,1688771333,No
Hoogezand Sappemeer,Hgz001,4,1688771333,Yes
Heerhugowaard,hwd002,23,1667896108,Yes
Amersfoort Vathorst,avat001,4,1688771333,Yes
Roermond,rm001,30,1688771333,No
Krommenie-Assendelft,kma001,3,1688771333,Yes
Heerlen,hrl001,29,1678868445,Yes
Schiphol,shl001,3,1688771333,Yes
Rosmalen,rs001,6,1688771333,Yes
Utrecht P+R Science Park (De Uithof) ZS,ut908,10,1666164653,Yes
Vianen OV-fiets Carrousel,ut905,24,1688771333,Yes
Utrecht P+R Papendorp,ut904,2,1688771333,Yes
Utrecht Stadhuis,ut003,8,1677604114,Yes
P + R Utrecht Science Park (De Uithof),ut906,9,1688771333,Yes
Hengelo,hgl001,,1675688931,Yes
Arnhem Centrum,ah001,198,1688771333,Yes
Utrecht Rijnsweerd,ut903,8,1688771333,Yes
Alkmaar,amr001,54,1688771333,Yes
Vlaardingen Centrum,vdg001,,1642524080,Yes
