description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,2,1688735857,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,2,1688735857,Yes
Ermelo,eml001,0,1688735857,Unknown
Ravenstein,Rvs001,6,1688735857,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1688735857,Yes
Schagen,sgn001,2,1688735857,Yes
Oldenzaal,odz001,2,1688735857,Yes
Cuijk,ck001,11,1688735857,Yes
Goes,gs003,13,1688735857,Yes
Vroomshoop,vhp001,4,1688735857,Yes
Best,bet001,13,1688735857,Yes
Winterswijk,ww001,3,1688735857,Yes
Amsterdam Bijlmer ArenA,asb003,13,1688735857,Yes
Utrecht Centraal Jaarbeursplein,ut016,185,1688735857,Yes
Zuidhorn,Zh001,8,1688735857,Yes
Soestdijk,sd001,3,1688735857,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,1,1688735857,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,31,1688735857,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,5,1688735857,Yes
Maarheeze,mz001,3,1688735857,Yes
Den Haag HS,gv001,8,1688735857,Yes
Heerhugowaard,hwd003,11,1688735857,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,6,1688735857,Yes
Deventer Boerhavelaan,dv003,18,1688735857,Yes
Uden,Ow002,7,1688735857,Yes
Deventer,dv001,42,1688735857,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,0,1688735857,Yes
Den Helder Zuid,hdrz001,1,1688735857,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,32,1688735857,Yes
Sneek,sk001,1,1688735857,Yes
Geldrop,Gp001,2,1688735857,Yes
Oudenbosch,odb001,1,1688735857,Yes
Anna Paulowna,ana001,1,1688735857,Yes
Horst Sevenum,hrt001,4,1688735857,Yes
Amersfoort Schothorst,amfs001,9,1688735857,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,13,1688735857,Yes
OV-ebike Arnhem Centrum,ah003,3,1688735857,Yes
Gilze Rijen,gz001,5,1688735857,Yes
Emmen,emn001,16,1688735857,Yes
Halfweg Zwanenburg,hwzb001,0,1688735857,Yes
Hoorn Kersenboogerd,hnk001,4,1688735857,Yes
Hoorn,hn001,14,1688735857,Yes
Rotterdam Kralingse Zoom,Rta003,15,1688735857,Yes
Rhenen,rhn001,1,1688735857,Yes
Rijssen,rsn001,1,1688735857,Yes
Venlo,vl001,32,1688735857,Yes
Ommen,omn001,2,1688735857,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,0,1688735857,Yes
Groningen Noord,Gnn001,0,1688735857,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
