description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,4,1688810895,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1688810895,Yes
Ermelo,eml001,0,1688810895,Unknown
Ravenstein,Rvs001,6,1688810895,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,4,1688810895,Yes
Schagen,sgn001,0,1688810895,Yes
Oldenzaal,odz001,4,1688810895,Yes
Cuijk,ck001,17,1688810895,Yes
Goes,gs003,5,1688810895,Yes
Vroomshoop,vhp001,4,1688810895,Yes
Best,bet001,14,1688810895,No
Winterswijk,ww001,1,1688810895,Yes
Amsterdam Bijlmer ArenA,asb003,11,1688810895,Yes
Utrecht Centraal Jaarbeursplein,ut016,351,1688810895,Yes
Zuidhorn,Zh001,7,1688810895,Yes
Soestdijk,sd001,1,1688810895,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,0,1688810895,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,22,1688810895,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,15,1688810895,Yes
Maarheeze,mz001,1,1688810895,Yes
Den Haag HS,gv001,10,1688810895,Yes
Heerhugowaard,hwd003,12,1688810895,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,12,1688810895,Yes
Deventer Boerhavelaan,dv003,17,1688810895,Yes
Uden,Ow002,7,1688810895,Yes
Deventer,dv001,7,1688810895,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,2,1688810895,Yes
Den Helder Zuid,hdrz001,4,1688810895,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,17,1688810895,Yes
Sneek,sk001,1,1688810895,Yes
Geldrop,Gp001,3,1688810895,Yes
Oudenbosch,odb001,2,1688810895,Yes
Anna Paulowna,ana001,1,1688810895,Yes
Horst Sevenum,hrt001,1,1688810895,Yes
Amersfoort Schothorst,amfs001,22,1688810895,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,41,1688810895,Yes
OV-ebike Arnhem Centrum,ah003,2,1688810895,Yes
Gilze Rijen,gz001,5,1688810895,Yes
Emmen,emn001,17,1688810895,Yes
Halfweg Zwanenburg,hwzb001,6,1688810895,Yes
Hoorn Kersenboogerd,hnk001,6,1688810895,Yes
Hoorn,hn001,35,1688810895,Yes
Rotterdam Kralingse Zoom,Rta003,13,1688810895,Yes
Rhenen,rhn001,2,1688810895,Yes
Rijssen,rsn001,6,1688810895,Yes
Venlo,vl001,37,1688810895,Yes
Ommen,omn001,0,1688810895,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,1,1688810895,Yes
Groningen Noord,Gnn001,2,1688810895,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,2,1688810895,Yes
Haarlem Spaarnwoude,hlms001,3,1688810895,Yes
Dordrecht,ddr001,1,1688810895,Yes
Soest Zuid,stz001,2,1688810895,Yes
Haren,HRN002,2,1688810895,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,13,1688810895,Yes
Utrecht P+R Westraven,ut007,9,1688810895,Yes
Maastricht Randwyck,mtr001,5,1688810895,Yes
Amsterdam Muiderpoort,asdm001,3,1688810895,Yes
Castricum,cas001,54,1667467212,Yes
Wolfheze,wf001,3,1688810895,Yes
Meerssen,mes001,2,1688810895,Yes
Maassluis,mss001,10,1688810895,Yes
Weesp,wp001,30,1688810895,Yes
Weert,wt003,6,1688810895,Yes
Vierlingsbeek,vlb001,4,1688810895,Yes
Amsterdam Sloterdijk,ass001,59,1688810895,Yes
Gorinchem,gr001,0,1688810895,Yes
Rotterdam Alexander,rta001,0,1688810895,Yes
Valkenburg,vk001,2,1688810895,Yes
Almelo,aml002,0,1688810895,Yes
Bloemendaal,bll001,0,1688810895,Yes
Etten-Leur,etn001,2,1688810895,Yes
Almelo,aml001,19,1678718208,Yes
Heiloo,hlo001,4,1688810895,Yes
Utrecht Mariaplaats,ut014,14,1677604114,Yes
