description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,3,1688767735,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1688767735,Yes
Ermelo,eml001,3,1688767735,Unknown
Ravenstein,Rvs001,6,1688767735,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,4,1688767735,Yes
Schagen,sgn001,0,1688767735,Yes
Oldenzaal,odz001,4,1688767735,Yes
Cuijk,ck001,17,1688767735,Yes
Goes,gs003,16,1688767735,Yes
Vroomshoop,vhp001,4,1688767735,Yes
Best,bet001,16,1688767735,No
Winterswijk,ww001,0,1688767735,Yes
Amsterdam Bijlmer ArenA,asb003,17,1688767735,Yes
Utrecht Centraal Jaarbeursplein,ut016,306,1688767735,Yes
Zuidhorn,Zh001,8,1688767735,Yes
Soestdijk,sd001,3,1688767735,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,1,1688767735,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,19,1688767735,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,8,1688767735,Yes
Maarheeze,mz001,3,1688767735,Yes
Den Haag HS,gv001,20,1688767735,Yes
Heerhugowaard,hwd003,20,1688767735,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,5,1688767735,Yes
Deventer Boerhavelaan,dv003,17,1688767735,Yes
Uden,Ow002,8,1688767735,Yes
Deventer,dv001,41,1688767735,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,0,1688767735,Yes
Den Helder Zuid,hdrz001,2,1688767735,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,86,1688767735,Yes
Sneek,sk001,0,1688767735,Yes
Geldrop,Gp001,2,1688767735,Yes
Oudenbosch,odb001,3,1688767735,Yes
Anna Paulowna,ana001,1,1688767735,Yes
Horst Sevenum,hrt001,1,1688767735,Yes
Amersfoort Schothorst,amfs001,26,1688767735,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,47,1688767735,Yes
OV-ebike Arnhem Centrum,ah003,3,1688767735,Yes
Gilze Rijen,gz001,7,1688767735,Yes
Emmen,emn001,20,1688767735,No
Halfweg Zwanenburg,hwzb001,5,1688767735,Yes
Hoorn Kersenboogerd,hnk001,8,1688767735,Yes
Hoorn,hn001,14,1688767735,Yes
Rotterdam Kralingse Zoom,Rta003,11,1688767735,Yes
