description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,5,1688965736,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,4,1688965736,Yes
Ermelo,eml001,2,1688965736,Unknown
Ravenstein,Rvs001,5,1688965736,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,6,1688965736,Yes
Schagen,sgn001,8,1688965736,Yes
Oldenzaal,odz001,2,1688965736,Yes
Cuijk,ck001,13,1688965736,Yes
Goes,gs003,12,1688965736,Yes
Vroomshoop,vhp001,4,1688965736,Yes
Best,bet001,15,1688965736,Yes
Winterswijk,ww001,4,1688965736,Yes
Amsterdam Bijlmer ArenA,asb003,23,1688965736,Yes
Utrecht Centraal Jaarbeursplein,ut016,499,1688965736,Yes
Zuidhorn,Zh001,7,1688965736,Yes
Soestdijk,sd001,2,1688965736,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,6,1688965736,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,45,1688965736,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,15,1688965736,Yes
Maarheeze,mz001,3,1688965736,Yes
Den Haag HS,gv001,69,1688965736,Yes
Heerhugowaard,hwd003,16,1688965736,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,10,1688965736,Yes
Deventer Boerhavelaan,dv003,20,1688965736,Yes
Uden,Ow002,8,1688965736,Yes
Deventer,dv001,133,1688965736,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1688965736,Yes
Den Helder Zuid,hdrz001,5,1688965736,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,290,1688965736,Yes
Sneek,sk001,2,1688965736,Yes
Geldrop,Gp001,2,1688965736,Yes
Oudenbosch,odb001,3,1688965736,Yes
Anna Paulowna,ana001,1,1688965736,Yes
Horst Sevenum,hrt001,4,1688965736,Yes
Amersfoort Schothorst,amfs001,26,1688965736,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,49,1688965736,Yes
OV-ebike Arnhem Centrum,ah003,7,1688965736,Yes
Gilze Rijen,gz001,5,1688965736,Yes
Emmen,emn001,18,1688965736,No
Halfweg Zwanenburg,hwzb001,2,1688965736,Yes
Hoorn Kersenboogerd,hnk001,5,1688965736,Yes
Hoorn,hn001,49,1688965736,Yes
Rotterdam Kralingse Zoom,Rta003,17,1688965736,Yes
Rhenen,rhn001,1,1688965736,Yes
Rijssen,rsn001,5,1688965736,Yes
Venlo,vl001,43,1688965736,Yes
Ommen,omn001,2,1688965736,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,15,1688965736,Yes
