description,locationCode,rentalBikes,fetchTime,open
Utrecht Terwijde,utt001,1,1689073645,Yes
Eindhoven Noordzijde,,86,1665662115,Yes
Brummen,bmn001,5,1689073645,Yes
Ermelo,eml001,0,1689073645,Unknown
Ravenstein,Rvs001,7,1689073645,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,Yes
Bergen op Zoom,bgn001,19,1678694969,Yes
Lochem,lc001,5,1689073645,Yes
Schagen,sgn001,16,1689073645,Yes
Oldenzaal,odz001,2,1689073645,Yes
Cuijk,ck001,6,1689073645,Yes
Goes,gs003,6,1689073645,Yes
Vroomshoop,vhp001,1,1689073645,Yes
Best,bet001,0,1689073645,Yes
Winterswijk,ww001,2,1689073645,Yes
Amsterdam Bijlmer ArenA,asb003,13,1689073645,Yes
Utrecht Centraal Jaarbeursplein,ut016,11,1689073645,Yes
Zuidhorn,Zh001,6,1689073645,Yes
Soestdijk,sd001,0,1689073645,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,Yes
Utrecht Janskerkhof,ut018,2,1689073645,Yes
Utrecht Vredenburg,ut006,29,1677604114,Yes
Harderwijk,hd001,19,1689073645,Yes
Zwijndrecht,zwd002,28,1675240492,Yes
Hengelo,hgl002,2,1689073645,Yes
Maarheeze,mz001,0,1689073645,Yes
Den Haag HS,gv001,5,1689073645,Yes
Heerhugowaard,hwd003,2,1689073645,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,4,1689073645,Yes
Deventer Boerhavelaan,dv003,20,1689073645,Yes
Uden,Ow002,6,1689073645,Yes
Deventer,dv001,29,1689073645,Yes
Steenwijk,swk001,10,1671526428,Yes
Helmond Brandevoort,hmbv001,3,1689073645,Yes
Den Helder Zuid,hdrz001,0,1689073645,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,12,1689073645,Yes
Sneek,sk001,2,1689073645,Yes
Geldrop,Gp001,0,1689073645,Yes
Oudenbosch,odb001,1,1689073645,Yes
Anna Paulowna,ana001,3,1689073645,Yes
Horst Sevenum,hrt001,0,1689073645,Yes
Amersfoort Schothorst,amfs001,0,1689073645,Yes
Roosendaal,rsd003,47,1678695411,Yes
Roosendaal,rsd002,18,1689073645,Yes
OV-ebike Arnhem Centrum,ah003,2,1689073645,Yes
Gilze Rijen,gz001,4,1689073645,Yes
Emmen,emn001,17,1689073645,Yes
Halfweg Zwanenburg,hwzb001,2,1689073645,Yes
Hoorn Kersenboogerd,hnk001,5,1689073645,Yes
Hoorn,hn001,12,1689073645,Yes
Rotterdam Kralingse Zoom,Rta003,8,1689073645,Yes
Rhenen,rhn001,2,1689073645,Yes
Rijssen,rsn001,4,1689073645,Yes
Venlo,vl001,27,1689073645,Yes
Ommen,omn001,1,1689073645,Yes
Culemborg,cl002,13,1677764847,Yes
Culemborg,cl003,6,1689073645,Yes
Groningen Noord,Gnn001,2,1689073645,Yes
Culemborg,cl001,,1638967434,Yes
Voorburg,vb001,28,1675153509,Yes
Eindhoven Strijp-S,ehs001,0,1689073645,Yes
Haarlem Spaarnwoude,hlms001,1,1689073645,Yes
Dordrecht,ddr001,2,1689073645,Yes
